"","PopSizes","Site","Lambda","Year","Type"
"1",0.015,"Crystal Cove",0.176263848830103,1,"LOECMort"
"2",0.0222417554812418,"Crystal Cove",0.176263848830103,2,"LOECMort"
"3",0.00138358456616846,"Crystal Cove",0.176263848830103,3,"LOECMort"
"4",0.000121186865273345,"Crystal Cove",0.176263848830103,4,"LOECMort"
"5",9.71055493891215e-05,"Crystal Cove",0.176263848830103,5,"LOECMort"
"6",9.87261286702537e-06,"Crystal Cove",0.176263848830103,6,"LOECMort"
"7",9.23227971574473e-07,"Crystal Cove",0.176263848830103,7,"LOECMort"
"8",4.40816921928273e-07,"Crystal Cove",0.176263848830103,8,"LOECMort"
"9",5.96613128482831e-08,"Crystal Cove",0.176263848830103,9,"LOECMort"
"10",6.36804819682083e-09,"Crystal Cove",0.176263848830103,10,"LOECMort"
"11",2.09425683061995e-09,"Crystal Cove",0.176263848830103,11,"LOECMort"
"12",3.36168327084614e-10,"Crystal Cove",0.176263848830103,12,"LOECMort"
"13",4.07003940229171e-11,"Crystal Cove",0.176263848830103,13,"LOECMort"
"14",1.03964580264467e-11,"Crystal Cove",0.176263848830103,14,"LOECMort"
"15",1.83411539044013e-12,"Crystal Cove",0.176263848830103,15,"LOECMort"
"16",2.46676828754239e-13,"Crystal Cove",0.176263848830103,16,"LOECMort"
"17",5.35202288615907e-14,"Crystal Cove",0.176263848830103,17,"LOECMort"
"18",9.86982543422706e-15,"Crystal Cove",0.176263848830103,18,"LOECMort"
"19",1.44173363596318e-15,"Crystal Cove",0.176263848830103,19,"LOECMort"
"20",2.82871099397185e-16,"Crystal Cove",0.176263848830103,20,"LOECMort"
"21",5.28922864561095e-17,"Crystal Cove",0.176263848830103,21,"LOECMort"
"22",8.22132442061664e-18,"Crystal Cove",0.176263848830103,22,"LOECMort"
"23",1.52078834692188e-18,"Crystal Cove",0.176263848830103,23,"LOECMort"
"24",2.83658191962195e-19,"Crystal Cove",0.176263848830103,24,"LOECMort"
"25",4.61130361982497e-20,"Crystal Cove",0.176263848830103,25,"LOECMort"
"26",8.2580003292873e-21,"Crystal Cove",0.176263848830103,26,"LOECMort"
"27",1.52561037410248e-21,"Crystal Cove",0.176263848830103,27,"LOECMort"
"28",2.55847210654768e-22,"Crystal Cove",0.176263848830103,28,"LOECMort"
"29",4.50747537474201e-23,"Crystal Cove",0.176263848830103,29,"LOECMort"
"30",8.23350723962614e-24,"Crystal Cove",0.176263848830103,30,"LOECMort"
"31",1.40962524558563e-24,"Crystal Cove",0.176263848830103,31,"LOECMort"
"32",2.46593924144098e-25,"Crystal Cove",0.176263848830103,32,"LOECMort"
"33",4.45776388839536e-26,"Crystal Cove",0.176263848830103,33,"LOECMort"
"34",7.73289548792931e-27,"Crystal Cove",0.176263848830103,34,"LOECMort"
"35",1.34996524071931e-27,"Crystal Cove",0.176263848830103,35,"LOECMort"
"36",2.41986972160772e-28,"Crystal Cove",0.176263848830103,36,"LOECMort"
"37",4.23116081907332e-29,"Crystal Cove",0.176263848830103,37,"LOECMort"
"38",7.38938344528199e-30,"Crystal Cove",0.176263848830103,38,"LOECMort"
"39",1.31622891381318e-30,"Crystal Cove",0.176263848830103,39,"LOECMort"
"40",2.31178555664566e-31,"Crystal Cove",0.176263848830103,40,"LOECMort"
"41",4.0429517585548e-32,"Crystal Cove",0.176263848830103,41,"LOECMort"
"42",7.16943515597295e-33,"Crystal Cove",0.176263848830103,42,"LOECMort"
"43",1.26214968876741e-33,"Crystal Cove",0.176263848830103,43,"LOECMort"
"44",2.21086542338494e-34,"Crystal Cove",0.176263848830103,44,"LOECMort"
"45",3.90887416375735e-35,"Crystal Cove",0.176263848830103,45,"LOECMort"
"46",6.88857318045511e-36,"Crystal Cove",0.176263848830103,46,"LOECMort"
"47",1.20842510194269e-36,"Crystal Cove",0.176263848830103,47,"LOECMort"
"48",2.13246846962557e-37,"Crystal Cove",0.176263848830103,48,"LOECMort"
"49",3.75925840999018e-38,"Crystal Cove",0.176263848830103,49,"LOECMort"
"50",6.60252905465243e-39,"Crystal Cove",0.176263848830103,50,"LOECMort"
"51",1.16378718318562e-39,"Crystal Cove",0.176263848830103,51,"LOECMort"
"52",0.00156739812,"Dana Point",0.435873757999354,1,"LOECMort"
"53",0.0029061450933273,"Dana Point",0.435873757999354,2,"LOECMort"
"54",0.00124863552406129,"Dana Point",0.435873757999354,3,"LOECMort"
"55",0.000523563396029525,"Dana Point",0.435873757999354,4,"LOECMort"
