"","Node","Level","ProbabilityOutput","TestNode","ProbabilityInput","TestLevel"
"86","Growth","No Effect",0.8318,"LifeStage",0.1,"Adult"
"87","Mortality","Effect",0.0931,"LifeStage",0.1,"Adult"
"88","Mortality","No Effect",0.9066,"LifeStage",0.1,"Adult"
"89","ReproductiveRate","Effect",0.1836,"LifeStage",0.1,"Adult"
"90","ReproductiveRate","No Effect",0.8128,"LifeStage",0.1,"Adult"
"91","PopulationDecline","Increased",0.2403,"LifeStage",0.11,"Adult"
"92","PopulationDecline","None",0.5218,"LifeStage",0.11,"Adult"
"93","PopulationDecline","Reduced",0.2292,"LifeStage",0.11,"Adult"
"94","Growth","Effect",0.1685,"LifeStage",0.11,"Adult"
"95","Growth","No Effect",0.8281,"LifeStage",0.11,"Adult"
"96","Mortality","Effect",0.1009,"LifeStage",0.11,"Adult"
"97","Mortality","No Effect",0.904,"LifeStage",0.11,"Adult"
"98","ReproductiveRate","Effect",0.1881,"LifeStage",0.11,"Adult"
"99","ReproductiveRate","No Effect",0.8149,"LifeStage",0.11,"Adult"
"100","PopulationDecline","Increased",0.2498,"LifeStage",0.12,"Adult"
"101","PopulationDecline","None",0.5293,"LifeStage",0.12,"Adult"
"102","PopulationDecline","Reduced",0.2242,"LifeStage",0.12,"Adult"
"103","Growth","Effect",0.1666,"LifeStage",0.12,"Adult"
"104","Growth","No Effect",0.8374,"LifeStage",0.12,"Adult"
"105","Mortality","Effect",0.0931,"LifeStage",0.12,"Adult"
"106","Mortality","No Effect",0.9064,"LifeStage",0.12,"Adult"
"107","ReproductiveRate","Effect",0.1881,"LifeStage",0.12,"Adult"
"108","ReproductiveRate","No Effect",0.8132,"LifeStage",0.12,"Adult"
"109","PopulationDecline","Increased",0.2446,"LifeStage",0.13,"Adult"
"110","PopulationDecline","None",0.528,"LifeStage",0.13,"Adult"
"111","PopulationDecline","Reduced",0.2267,"LifeStage",0.13,"Adult"
"112","Growth","Effect",0.1651,"LifeStage",0.13,"Adult"
"113","Growth","No Effect",0.8359,"LifeStage",0.13,"Adult"
"114","Mortality","Effect",0.0939,"LifeStage",0.13,"Adult"
"115","Mortality","No Effect",0.9077,"LifeStage",0.13,"Adult"
"116","ReproductiveRate","Effect",0.1837,"LifeStage",0.13,"Adult"
"117","ReproductiveRate","No Effect",0.8093,"LifeStage",0.13,"Adult"
"118","PopulationDecline","Increased",0.2449,"LifeStage",0.14,"Adult"
"119","PopulationDecline","None",0.5316,"LifeStage",0.14,"Adult"
"120","PopulationDecline","Reduced",0.2267,"LifeStage",0.14,"Adult"
"121","Growth","Effect",0.1635,"LifeStage",0.14,"Adult"
"122","Growth","No Effect",0.846,"LifeStage",0.14,"Adult"
"123","Mortality","Effect",0.0963,"LifeStage",0.14,"Adult"
"124","Mortality","No Effect",0.9097,"LifeStage",0.14,"Adult"
"125","ReproductiveRate","Effect",0.1855,"LifeStage",0.14,"Adult"
"126","ReproductiveRate","No Effect",0.8148,"LifeStage",0.14,"Adult"
"127","PopulationDecline","Increased",0.2482,"LifeStage",0.15,"Adult"
"128","PopulationDecline","None",0.5226,"LifeStage",0.15,"Adult"
"129","PopulationDecline","Reduced",0.2264,"LifeStage",0.15,"Adult"
"130","Growth","Effect",0.1692,"LifeStage",0.15,"Adult"
"131","Growth","No Effect",0.8413,"LifeStage",0.15,"Adult"
"132","Mortality","Effect",0.0911,"LifeStage",0.15,"Adult"
"133","Mortality","No Effect",0.9048,"LifeStage",0.15,"Adult"
"134","ReproductiveRate","Effect",0.1847,"LifeStage",0.15,"Adult"
"135","ReproductiveRate","No Effect",0.8136,"LifeStage",0.15,"Adult"
"136","PopulationDecline","Increased",0.2402,"LifeStage",0.16,"Adult"
"137","PopulationDecline","None",0.5306,"LifeStage",0.16,"Adult"
"138","PopulationDecline","Reduced",0.2272,"LifeStage",0.16,"Adult"
"139","Growth","Effect",0.158,"LifeStage",0.16,"Adult"
"140","Growth","No Effect",0.8409,"LifeStage",0.16,"Adult"
"141","Mortality","Effect",0.09,"LifeStage",0.16,"Adult"
"142","Mortality","No Effect",0.9089,"LifeStage",0.16,"Adult"
"143","ReproductiveRate","Effect",0.1922,"LifeStage",0.16,"Adult"
"144","ReproductiveRate","No Effect",0.8145,"LifeStage",0.16,"Adult"
"145","PopulationDecline","Increased",0.2426,"LifeStage",0.17,"Adult"
"146","PopulationDecline","None",0.5352,"LifeStage",0.17,"Adult"
"147","PopulationDecline","Reduced",0.2284,"LifeStage",0.17,"Adult"
"148","Growth","Effect",0.1646,"LifeStage",0.17,"Adult"
"149","Growth","No Effect",0.8444,"LifeStage",0.17,"Adult"
"150","Mortality","Effect",0.0879,"LifeStage",0.17,"Adult"
"151","Mortality","No Effect",0.9123,"LifeStage",0.17,"Adult"
"152","ReproductiveRate","Effect",0.1839,"LifeStage",0.17,"Adult"
"153","ReproductiveRate","No Effect",0.8153,"LifeStage",0.17,"Adult"
"154","PopulationDecline","Increased",0.2432,"LifeStage",0.18,"Adult"
"155","PopulationDecline","None",0.5216,"LifeStage",0.18,"Adult"
"156","PopulationDecline","Reduced",0.2381,"LifeStage",0.18,"Adult"
"157","Growth","Effect",0.1513,"LifeStage",0.18,"Adult"
"158","Growth","No Effect",0.8444,"LifeStage",0.18,"Adult"
"159","Mortality","Effect",0.092,"LifeStage",0.18,"Adult"
"160","Mortality","No Effect",0.9119,"LifeStage",0.18,"Adult"
"161","ReproductiveRate","Effect",0.1874,"LifeStage",0.18,"Adult"
"162","ReproductiveRate","No Effect",0.8171,"LifeStage",0.18,"Adult"
"163","PopulationDecline","Increased",0.2406,"LifeStage",0.19,"Adult"
"164","PopulationDecline","None",0.5333,"LifeStage",0.19,"Adult"
"165","PopulationDecline","Reduced",0.2203,"LifeStage",0.19,"Adult"
"166","Growth","Effect",0.1473,"LifeStage",0.19,"Adult"
"167","Growth","No Effect",0.8445,"LifeStage",0.19,"Adult"
"168","Mortality","Effect",0.0877,"LifeStage",0.19,"Adult"
"169","Mortality","No Effect",0.9036,"LifeStage",0.19,"Adult"
"170","ReproductiveRate","Effect",0.1845,"LifeStage",0.19,"Adult"
"171","ReproductiveRate","No Effect",0.8164,"LifeStage",0.19,"Adult"
"172","PopulationDecline","Increased",0.2464,"LifeStage",0.2,"Adult"
"173","PopulationDecline","None",0.5319,"LifeStage",0.2,"Adult"
"174","PopulationDecline","Reduced",0.2345,"LifeStage",0.2,"Adult"
"175","Growth","Effect",0.1497,"LifeStage",0.2,"Adult"
"176","Growth","No Effect",0.853,"LifeStage",0.2,"Adult"
"177","Mortality","Effect",0.0881,"LifeStage",0.2,"Adult"
"178","Mortality","No Effect",0.9066,"LifeStage",0.2,"Adult"
"179","ReproductiveRate","Effect",0.1867,"LifeStage",0.2,"Adult"
"180","ReproductiveRate","No Effect",0.8181,"LifeStage",0.2,"Adult"
"181","PopulationDecline","Increased",0.2442,"LifeStage",0.21,"Adult"
"182","PopulationDecline","None",0.5272,"LifeStage",0.21,"Adult"
"183","PopulationDecline","Reduced",0.2314,"LifeStage",0.21,"Adult"
"184","Growth","Effect",0.1479,"LifeStage",0.21,"Adult"
"185","Growth","No Effect",0.8527,"LifeStage",0.21,"Adult"
"186","Mortality","Effect",0.0948,"LifeStage",0.21,"Adult"
"187","Mortality","No Effect",0.912,"LifeStage",0.21,"Adult"
"188","ReproductiveRate","Effect",0.1812,"LifeStage",0.21,"Adult"
"189","ReproductiveRate","No Effect",0.8149,"LifeStage",0.21,"Adult"
"190","PopulationDecline","Increased",0.2421,"LifeStage",0.22,"Adult"
"191","PopulationDecline","None",0.5374,"LifeStage",0.22,"Adult"
"192","PopulationDecline","Reduced",0.2361,"LifeStage",0.22,"Adult"
"193","Growth","Effect",0.1422,"LifeStage",0.22,"Adult"
"194","Growth","No Effect",0.8502,"LifeStage",0.22,"Adult"
"195","Mortality","Effect",0.089,"LifeStage",0.22,"Adult"
"196","Mortality","No Effect",0.9118,"LifeStage",0.22,"Adult"
"197","ReproductiveRate","Effect",0.189,"LifeStage",0.22,"Adult"
"198","ReproductiveRate","No Effect",0.8165,"LifeStage",0.22,"Adult"
"199","PopulationDecline","Increased",0.2422,"LifeStage",0.23,"Adult"
"200","PopulationDecline","None",0.5165,"LifeStage",0.23,"Adult"
"201","PopulationDecline","Reduced",0.2317,"LifeStage",0.23,"Adult"
"202","Growth","Effect",0.1457,"LifeStage",0.23,"Adult"
"203","Growth","No Effect",0.8562,"LifeStage",0.23,"Adult"
"204","Mortality","Effect",0.0841,"LifeStage",0.23,"Adult"
"205","Mortality","No Effect",0.911,"LifeStage",0.23,"Adult"
"206","ReproductiveRate","Effect",0.1815,"LifeStage",0.23,"Adult"
"207","ReproductiveRate","No Effect",0.8182,"LifeStage",0.23,"Adult"
"208","PopulationDecline","Increased",0.2479,"LifeStage",0.24,"Adult"
"209","PopulationDecline","None",0.5266,"LifeStage",0.24,"Adult"
"210","PopulationDecline","Reduced",0.2289,"LifeStage",0.24,"Adult"
"211","Growth","Effect",0.1453,"LifeStage",0.24,"Adult"
"212","Growth","No Effect",0.8558,"LifeStage",0.24,"Adult"
"213","Mortality","Effect",0.0893,"LifeStage",0.24,"Adult"
"214","Mortality","No Effect",0.9127,"LifeStage",0.24,"Adult"
"215","ReproductiveRate","Effect",0.1927,"LifeStage",0.24,"Adult"
"216","ReproductiveRate","No Effect",0.8089,"LifeStage",0.24,"Adult"
"217","PopulationDecline","Increased",0.2437,"LifeStage",0.25,"Adult"
"218","PopulationDecline","None",0.5267,"LifeStage",0.25,"Adult"
"219","PopulationDecline","Reduced",0.2293,"LifeStage",0.25,"Adult"
"220","Growth","Effect",0.1349,"LifeStage",0.25,"Adult"
"221","Growth","No Effect",0.8631,"LifeStage",0.25,"Adult"
"222","Mortality","Effect",0.091,"LifeStage",0.25,"Adult"
"223","Mortality","No Effect",0.9178,"LifeStage",0.25,"Adult"
"224","ReproductiveRate","Effect",0.1783,"LifeStage",0.25,"Adult"
"225","ReproductiveRate","No Effect",0.8175,"LifeStage",0.25,"Adult"
"226","PopulationDecline","Increased",0.245,"LifeStage",0.26,"Adult"
"227","PopulationDecline","None",0.5128,"LifeStage",0.26,"Adult"
"228","PopulationDecline","Reduced",0.2268,"LifeStage",0.26,"Adult"
"229","Growth","Effect",0.1379,"LifeStage",0.26,"Adult"
"230","Growth","No Effect",0.86,"LifeStage",0.26,"Adult"
"231","Mortality","Effect",0.0822,"LifeStage",0.26,"Adult"
"232","Mortality","No Effect",0.91,"LifeStage",0.26,"Adult"
"233","ReproductiveRate","Effect",0.1825,"LifeStage",0.26,"Adult"
"234","ReproductiveRate","No Effect",0.8148,"LifeStage",0.26,"Adult"
"235","PopulationDecline","Increased",0.2427,"LifeStage",0.27,"Adult"
"236","PopulationDecline","None",0.5296,"LifeStage",0.27,"Adult"
"237","PopulationDecline","Reduced",0.2322,"LifeStage",0.27,"Adult"
"238","Growth","Effect",0.1398,"LifeStage",0.27,"Adult"
"239","Growth","No Effect",0.8614,"LifeStage",0.27,"Adult"
"240","Mortality","Effect",0.0833,"LifeStage",0.27,"Adult"
"241","Mortality","No Effect",0.918,"LifeStage",0.27,"Adult"
"242","ReproductiveRate","Effect",0.1821,"LifeStage",0.27,"Adult"
"243","ReproductiveRate","No Effect",0.8185,"LifeStage",0.27,"Adult"
"244","PopulationDecline","Increased",0.2492,"LifeStage",0.28,"Adult"
"245","PopulationDecline","None",0.5317,"LifeStage",0.28,"Adult"
"246","PopulationDecline","Reduced",0.2284,"LifeStage",0.28,"Adult"
"247","Growth","Effect",0.1384,"LifeStage",0.28,"Adult"
"248","Growth","No Effect",0.8731,"LifeStage",0.28,"Adult"
"249","Mortality","Effect",0.0846,"LifeStage",0.28,"Adult"
"250","Mortality","No Effect",0.9198,"LifeStage",0.28,"Adult"
"251","ReproductiveRate","Effect",0.1833,"LifeStage",0.28,"Adult"
"252","ReproductiveRate","No Effect",0.8147,"LifeStage",0.28,"Adult"
"253","PopulationDecline","Increased",0.2463,"LifeStage",0.29,"Adult"
"254","PopulationDecline","None",0.5268,"LifeStage",0.29,"Adult"
"255","PopulationDecline","Reduced",0.2279,"LifeStage",0.29,"Adult"
"256","Growth","Effect",0.1344,"LifeStage",0.29,"Adult"
"257","Growth","No Effect",0.8686,"LifeStage",0.29,"Adult"
"258","Mortality","Effect",0.0852,"LifeStage",0.29,"Adult"
"259","Mortality","No Effect",0.918,"LifeStage",0.29,"Adult"
"260","ReproductiveRate","Effect",0.1917,"LifeStage",0.29,"Adult"
"261","ReproductiveRate","No Effect",0.8205,"LifeStage",0.29,"Adult"
"262","PopulationDecline","Increased",0.2449,"LifeStage",0.3,"Adult"
"263","PopulationDecline","None",0.5227,"LifeStage",0.3,"Adult"
"264","PopulationDecline","Reduced",0.2272,"LifeStage",0.3,"Adult"
"265","Growth","Effect",0.139,"LifeStage",0.3,"Adult"
"266","Growth","No Effect",0.8695,"LifeStage",0.3,"Adult"
"267","Mortality","Effect",0.0846,"LifeStage",0.3,"Adult"
"268","Mortality","No Effect",0.9195,"LifeStage",0.3,"Adult"
"269","ReproductiveRate","Effect",0.1741,"LifeStage",0.3,"Adult"
"270","ReproductiveRate","No Effect",0.8181,"LifeStage",0.3,"Adult"
"271","PopulationDecline","Increased",0.2456,"LifeStage",0.31,"Adult"
"272","PopulationDecline","None",0.5223,"LifeStage",0.31,"Adult"
"273","PopulationDecline","Reduced",0.2311,"LifeStage",0.31,"Adult"
"274","Growth","Effect",0.1217,"LifeStage",0.31,"Adult"
"275","Growth","No Effect",0.8677,"LifeStage",0.31,"Adult"
"276","Mortality","Effect",0.0775,"LifeStage",0.31,"Adult"
"277","Mortality","No Effect",0.9188,"LifeStage",0.31,"Adult"
"278","ReproductiveRate","Effect",0.1852,"LifeStage",0.31,"Adult"
"279","ReproductiveRate","No Effect",0.8154,"LifeStage",0.31,"Adult"
"280","PopulationDecline","Increased",0.2419,"LifeStage",0.32,"Adult"
"281","PopulationDecline","None",0.5266,"LifeStage",0.32,"Adult"
"282","PopulationDecline","Reduced",0.2412,"LifeStage",0.32,"Adult"
"283","Growth","Effect",0.1345,"LifeStage",0.32,"Adult"
"284","Growth","No Effect",0.8671,"LifeStage",0.32,"Adult"
"285","Mortality","Effect",0.0875,"LifeStage",0.32,"Adult"
"286","Mortality","No Effect",0.9154,"LifeStage",0.32,"Adult"
"287","ReproductiveRate","Effect",0.1793,"LifeStage",0.32,"Adult"
"288","ReproductiveRate","No Effect",0.8195,"LifeStage",0.32,"Adult"
"289","PopulationDecline","Increased",0.2587,"LifeStage",0.33,"Adult"
"290","PopulationDecline","None",0.5101,"LifeStage",0.33,"Adult"
"291","PopulationDecline","Reduced",0.2309,"LifeStage",0.33,"Adult"
"292","Growth","Effect",0.1305,"LifeStage",0.33,"Adult"
"293","Growth","No Effect",0.8756,"LifeStage",0.33,"Adult"
"294","Mortality","Effect",0.0783,"LifeStage",0.33,"Adult"
"295","Mortality","No Effect",0.9174,"LifeStage",0.33,"Adult"
"296","ReproductiveRate","Effect",0.1812,"LifeStage",0.33,"Adult"
"297","ReproductiveRate","No Effect",0.8204,"LifeStage",0.33,"Adult"
"298","PopulationDecline","Increased",0.2445,"LifeStage",0.34,"Adult"
"299","PopulationDecline","None",0.5237,"LifeStage",0.34,"Adult"
"300","PopulationDecline","Reduced",0.2268,"LifeStage",0.34,"Adult"
"301","Growth","Effect",0.123,"LifeStage",0.34,"Adult"
"302","Growth","No Effect",0.8729,"LifeStage",0.34,"Adult"
"303","Mortality","Effect",0.0788,"LifeStage",0.34,"Adult"
"304","Mortality","No Effect",0.9215,"LifeStage",0.34,"Adult"
"305","ReproductiveRate","Effect",0.1871,"LifeStage",0.34,"Adult"
"306","ReproductiveRate","No Effect",0.8182,"LifeStage",0.34,"Adult"
"307","PopulationDecline","Increased",0.2437,"LifeStage",0.35,"Adult"
"308","PopulationDecline","None",0.5266,"LifeStage",0.35,"Adult"
"309","PopulationDecline","Reduced",0.2334,"LifeStage",0.35,"Adult"
"310","Growth","Effect",0.116,"LifeStage",0.35,"Adult"
"311","Growth","No Effect",0.8754,"LifeStage",0.35,"Adult"
"312","Mortality","Effect",0.0773,"LifeStage",0.35,"Adult"
"313","Mortality","No Effect",0.9237,"LifeStage",0.35,"Adult"
"314","ReproductiveRate","Effect",0.1811,"LifeStage",0.35,"Adult"
"315","ReproductiveRate","No Effect",0.8237,"LifeStage",0.35,"Adult"
"316","PopulationDecline","Increased",0.2504,"LifeStage",0.36,"Adult"
"317","PopulationDecline","None",0.521,"LifeStage",0.36,"Adult"
"318","PopulationDecline","Reduced",0.2393,"LifeStage",0.36,"Adult"
"319","Growth","Effect",0.1188,"LifeStage",0.36,"Adult"
"320","Growth","No Effect",0.8731,"LifeStage",0.36,"Adult"
"321","Mortality","Effect",0.0797,"LifeStage",0.36,"Adult"
"322","Mortality","No Effect",0.9203,"LifeStage",0.36,"Adult"
"323","ReproductiveRate","Effect",0.1735,"LifeStage",0.36,"Adult"
"324","ReproductiveRate","No Effect",0.8248,"LifeStage",0.36,"Adult"
"325","PopulationDecline","Increased",0.2441,"LifeStage",0.37,"Adult"
"326","PopulationDecline","None",0.5174,"LifeStage",0.37,"Adult"
"327","PopulationDecline","Reduced",0.2371,"LifeStage",0.37,"Adult"
"328","Growth","Effect",0.1244,"LifeStage",0.37,"Adult"
"329","Growth","No Effect",0.8862,"LifeStage",0.37,"Adult"
"330","Mortality","Effect",0.0769,"LifeStage",0.37,"Adult"
"331","Mortality","No Effect",0.9224,"LifeStage",0.37,"Adult"
"332","ReproductiveRate","Effect",0.1741,"LifeStage",0.37,"Adult"
"333","ReproductiveRate","No Effect",0.8168,"LifeStage",0.37,"Adult"
"334","PopulationDecline","Increased",0.2519,"LifeStage",0.38,"Adult"
"335","PopulationDecline","None",0.5081,"LifeStage",0.38,"Adult"
"336","PopulationDecline","Reduced",0.2427,"LifeStage",0.38,"Adult"
"337","Growth","Effect",0.118,"LifeStage",0.38,"Adult"
"338","Growth","No Effect",0.8845,"LifeStage",0.38,"Adult"
"339","Mortality","Effect",0.0787,"LifeStage",0.38,"Adult"
"340","Mortality","No Effect",0.9215,"LifeStage",0.38,"Adult"
"341","ReproductiveRate","Effect",0.1802,"LifeStage",0.38,"Adult"
"342","ReproductiveRate","No Effect",0.8252,"LifeStage",0.38,"Adult"
"343","PopulationDecline","Increased",0.2521,"LifeStage",0.39,"Adult"
"344","PopulationDecline","None",0.5098,"LifeStage",0.39,"Adult"
"345","PopulationDecline","Reduced",0.2319,"LifeStage",0.39,"Adult"
"346","Growth","Effect",0.115,"LifeStage",0.39,"Adult"
"347","Growth","No Effect",0.8901,"LifeStage",0.39,"Adult"
"348","Mortality","Effect",0.0783,"LifeStage",0.39,"Adult"
"349","Mortality","No Effect",0.9224,"LifeStage",0.39,"Adult"
"350","ReproductiveRate","Effect",0.1818,"LifeStage",0.39,"Adult"
"351","ReproductiveRate","No Effect",0.8188,"LifeStage",0.39,"Adult"
"352","PopulationDecline","Increased",0.2518,"LifeStage",0.4,"Adult"
"353","PopulationDecline","None",0.5132,"LifeStage",0.4,"Adult"
"354","PopulationDecline","Reduced",0.2328,"LifeStage",0.4,"Adult"
"355","Growth","Effect",0.1133,"LifeStage",0.4,"Adult"
"356","Growth","No Effect",0.8882,"LifeStage",0.4,"Adult"
"357","Mortality","Effect",0.0747,"LifeStage",0.4,"Adult"
"358","Mortality","No Effect",0.9228,"LifeStage",0.4,"Adult"
"359","ReproductiveRate","Effect",0.1798,"LifeStage",0.4,"Adult"
"360","ReproductiveRate","No Effect",0.8201,"LifeStage",0.4,"Adult"
"361","PopulationDecline","Increased",0.2564,"LifeStage",0.41,"Adult"
"362","PopulationDecline","None",0.5228,"LifeStage",0.41,"Adult"
"363","PopulationDecline","Reduced",0.2347,"LifeStage",0.41,"Adult"
"364","Growth","Effect",0.1034,"LifeStage",0.41,"Adult"
"365","Growth","No Effect",0.8895,"LifeStage",0.41,"Adult"
"366","Mortality","Effect",0.0728,"LifeStage",0.41,"Adult"
"367","Mortality","No Effect",0.9257,"LifeStage",0.41,"Adult"
"368","ReproductiveRate","Effect",0.1791,"LifeStage",0.41,"Adult"
"369","ReproductiveRate","No Effect",0.8193,"LifeStage",0.41,"Adult"
"370","PopulationDecline","Increased",0.2522,"LifeStage",0.42,"Adult"
"371","PopulationDecline","None",0.5207,"LifeStage",0.42,"Adult"
"372","PopulationDecline","Reduced",0.225,"LifeStage",0.42,"Adult"
"373","Growth","Effect",0.1103,"LifeStage",0.42,"Adult"
"374","Growth","No Effect",0.8916,"LifeStage",0.42,"Adult"
"375","Mortality","Effect",0.0739,"LifeStage",0.42,"Adult"
"376","Mortality","No Effect",0.9245,"LifeStage",0.42,"Adult"
"377","ReproductiveRate","Effect",0.1784,"LifeStage",0.42,"Adult"
"378","ReproductiveRate","No Effect",0.8244,"LifeStage",0.42,"Adult"
"379","PopulationDecline","Increased",0.2522,"LifeStage",0.43,"Adult"
"380","PopulationDecline","None",0.52,"LifeStage",0.43,"Adult"
"381","PopulationDecline","Reduced",0.2322,"LifeStage",0.43,"Adult"
"382","Growth","Effect",0.1071,"LifeStage",0.43,"Adult"
"383","Growth","No Effect",0.8963,"LifeStage",0.43,"Adult"
"384","Mortality","Effect",0.0699,"LifeStage",0.43,"Adult"
"385","Mortality","No Effect",0.9288,"LifeStage",0.43,"Adult"
"386","ReproductiveRate","Effect",0.1792,"LifeStage",0.43,"Adult"
"387","ReproductiveRate","No Effect",0.8206,"LifeStage",0.43,"Adult"
"388","PopulationDecline","Increased",0.2445,"LifeStage",0.44,"Adult"
