"","Node","Level","ProbabilityOutput","TestNode","ProbabilityInput","TestLevel"
"59","Growth","No Effect",0.8039,"SeaSurfaceTemp",0.07,"Effect"
"60","Mortality","Effect",0.0889,"SeaSurfaceTemp",0.07,"Effect"
"61","Mortality","No Effect",0.9082,"SeaSurfaceTemp",0.07,"Effect"
"62","ReproductiveRate","Effect",0.1964,"SeaSurfaceTemp",0.07,"Effect"
"63","ReproductiveRate","No Effect",0.808,"SeaSurfaceTemp",0.07,"Effect"
"64","PopulationDecline","Increased",0.2424,"SeaSurfaceTemp",0.08,"Effect"
"65","PopulationDecline","None",0.5269,"SeaSurfaceTemp",0.08,"Effect"
"66","PopulationDecline","Reduced",0.2288,"SeaSurfaceTemp",0.08,"Effect"
"67","Growth","Effect",0.2014,"SeaSurfaceTemp",0.08,"Effect"
"68","Growth","No Effect",0.7928,"SeaSurfaceTemp",0.08,"Effect"
"69","Mortality","Effect",0.0861,"SeaSurfaceTemp",0.08,"Effect"
"70","Mortality","No Effect",0.9101,"SeaSurfaceTemp",0.08,"Effect"
"71","ReproductiveRate","Effect",0.1958,"SeaSurfaceTemp",0.08,"Effect"
"72","ReproductiveRate","No Effect",0.8083,"SeaSurfaceTemp",0.08,"Effect"
"73","PopulationDecline","Increased",0.2414,"SeaSurfaceTemp",0.09,"Effect"
"74","PopulationDecline","None",0.5372,"SeaSurfaceTemp",0.09,"Effect"
"75","PopulationDecline","Reduced",0.2249,"SeaSurfaceTemp",0.09,"Effect"
"76","Growth","Effect",0.2058,"SeaSurfaceTemp",0.09,"Effect"
"77","Growth","No Effect",0.7993,"SeaSurfaceTemp",0.09,"Effect"
"78","Mortality","Effect",0.0905,"SeaSurfaceTemp",0.09,"Effect"
"79","Mortality","No Effect",0.9127,"SeaSurfaceTemp",0.09,"Effect"
"80","ReproductiveRate","Effect",0.1985,"SeaSurfaceTemp",0.09,"Effect"
"81","ReproductiveRate","No Effect",0.7982,"SeaSurfaceTemp",0.09,"Effect"
"82","PopulationDecline","Increased",0.2427,"SeaSurfaceTemp",0.1,"Effect"
"83","PopulationDecline","None",0.5266,"SeaSurfaceTemp",0.1,"Effect"
"84","PopulationDecline","Reduced",0.2259,"SeaSurfaceTemp",0.1,"Effect"
"85","Growth","Effect",0.2085,"SeaSurfaceTemp",0.1,"Effect"
"86","Growth","No Effect",0.7951,"SeaSurfaceTemp",0.1,"Effect"
"87","Mortality","Effect",0.0844,"SeaSurfaceTemp",0.1,"Effect"
"88","Mortality","No Effect",0.9142,"SeaSurfaceTemp",0.1,"Effect"
"89","ReproductiveRate","Effect",0.1944,"SeaSurfaceTemp",0.1,"Effect"
"90","ReproductiveRate","No Effect",0.7997,"SeaSurfaceTemp",0.1,"Effect"
"91","PopulationDecline","Increased",0.2414,"SeaSurfaceTemp",0.11,"Effect"
"92","PopulationDecline","None",0.5379,"SeaSurfaceTemp",0.11,"Effect"
"93","PopulationDecline","Reduced",0.2234,"SeaSurfaceTemp",0.11,"Effect"
"94","Growth","Effect",0.2023,"SeaSurfaceTemp",0.11,"Effect"
"95","Growth","No Effect",0.7995,"SeaSurfaceTemp",0.11,"Effect"
"96","Mortality","Effect",0.0855,"SeaSurfaceTemp",0.11,"Effect"
"97","Mortality","No Effect",0.9138,"SeaSurfaceTemp",0.11,"Effect"
"98","ReproductiveRate","Effect",0.2026,"SeaSurfaceTemp",0.11,"Effect"
"99","ReproductiveRate","No Effect",0.8043,"SeaSurfaceTemp",0.11,"Effect"
"100","PopulationDecline","Increased",0.2401,"SeaSurfaceTemp",0.12,"Effect"
"101","PopulationDecline","None",0.5274,"SeaSurfaceTemp",0.12,"Effect"
"102","PopulationDecline","Reduced",0.2326,"SeaSurfaceTemp",0.12,"Effect"
"103","Growth","Effect",0.2031,"SeaSurfaceTemp",0.12,"Effect"
"104","Growth","No Effect",0.7982,"SeaSurfaceTemp",0.12,"Effect"
"105","Mortality","Effect",0.0842,"SeaSurfaceTemp",0.12,"Effect"
"106","Mortality","No Effect",0.9125,"SeaSurfaceTemp",0.12,"Effect"
"107","ReproductiveRate","Effect",0.2011,"SeaSurfaceTemp",0.12,"Effect"
"108","ReproductiveRate","No Effect",0.8017,"SeaSurfaceTemp",0.12,"Effect"
"109","PopulationDecline","Increased",0.2475,"SeaSurfaceTemp",0.13,"Effect"
"110","PopulationDecline","None",0.5328,"SeaSurfaceTemp",0.13,"Effect"
"111","PopulationDecline","Reduced",0.2267,"SeaSurfaceTemp",0.13,"Effect"
"112","Growth","Effect",0.2022,"SeaSurfaceTemp",0.13,"Effect"
"113","Growth","No Effect",0.8016,"SeaSurfaceTemp",0.13,"Effect"
"114","Mortality","Effect",0.0865,"SeaSurfaceTemp",0.13,"Effect"
"115","Mortality","No Effect",0.9111,"SeaSurfaceTemp",0.13,"Effect"
"116","ReproductiveRate","Effect",0.1981,"SeaSurfaceTemp",0.13,"Effect"
"117","ReproductiveRate","No Effect",0.7983,"SeaSurfaceTemp",0.13,"Effect"
"118","PopulationDecline","Increased",0.2463,"SeaSurfaceTemp",0.14,"Effect"
"119","PopulationDecline","None",0.5315,"SeaSurfaceTemp",0.14,"Effect"
"120","PopulationDecline","Reduced",0.2278,"SeaSurfaceTemp",0.14,"Effect"
"121","Growth","Effect",0.1936,"SeaSurfaceTemp",0.14,"Effect"
"122","Growth","No Effect",0.7949,"SeaSurfaceTemp",0.14,"Effect"
"123","Mortality","Effect",0.0825,"SeaSurfaceTemp",0.14,"Effect"
"124","Mortality","No Effect",0.9142,"SeaSurfaceTemp",0.14,"Effect"
"125","ReproductiveRate","Effect",0.1955,"SeaSurfaceTemp",0.14,"Effect"
"126","ReproductiveRate","No Effect",0.7997,"SeaSurfaceTemp",0.14,"Effect"
"127","PopulationDecline","Increased",0.2403,"SeaSurfaceTemp",0.15,"Effect"
"128","PopulationDecline","None",0.5414,"SeaSurfaceTemp",0.15,"Effect"
"129","PopulationDecline","Reduced",0.2265,"SeaSurfaceTemp",0.15,"Effect"
"130","Growth","Effect",0.1987,"SeaSurfaceTemp",0.15,"Effect"
"131","Growth","No Effect",0.8089,"SeaSurfaceTemp",0.15,"Effect"
"132","Mortality","Effect",0.0892,"SeaSurfaceTemp",0.15,"Effect"
"133","Mortality","No Effect",0.9076,"SeaSurfaceTemp",0.15,"Effect"
"134","ReproductiveRate","Effect",0.2063,"SeaSurfaceTemp",0.15,"Effect"
"135","ReproductiveRate","No Effect",0.8002,"SeaSurfaceTemp",0.15,"Effect"
"136","PopulationDecline","Increased",0.2385,"SeaSurfaceTemp",0.16,"Effect"
"137","PopulationDecline","None",0.5306,"SeaSurfaceTemp",0.16,"Effect"
"138","PopulationDecline","Reduced",0.2206,"SeaSurfaceTemp",0.16,"Effect"
"139","Growth","Effect",0.2026,"SeaSurfaceTemp",0.16,"Effect"
"140","Growth","No Effect",0.8001,"SeaSurfaceTemp",0.16,"Effect"
"141","Mortality","Effect",0.0837,"SeaSurfaceTemp",0.16,"Effect"
"142","Mortality","No Effect",0.9089,"SeaSurfaceTemp",0.16,"Effect"
"143","ReproductiveRate","Effect",0.1962,"SeaSurfaceTemp",0.16,"Effect"
"144","ReproductiveRate","No Effect",0.8042,"SeaSurfaceTemp",0.16,"Effect"
"145","PopulationDecline","Increased",0.2447,"SeaSurfaceTemp",0.17,"Effect"
"146","PopulationDecline","None",0.5321,"SeaSurfaceTemp",0.17,"Effect"
"147","PopulationDecline","Reduced",0.2192,"SeaSurfaceTemp",0.17,"Effect"
"148","Growth","Effect",0.2041,"SeaSurfaceTemp",0.17,"Effect"
"149","Growth","No Effect",0.7992,"SeaSurfaceTemp",0.17,"Effect"
"150","Mortality","Effect",0.0875,"SeaSurfaceTemp",0.17,"Effect"
"151","Mortality","No Effect",0.9137,"SeaSurfaceTemp",0.17,"Effect"
"152","ReproductiveRate","Effect",0.1919,"SeaSurfaceTemp",0.17,"Effect"
"153","ReproductiveRate","No Effect",0.7989,"SeaSurfaceTemp",0.17,"Effect"
"154","PopulationDecline","Increased",0.249,"SeaSurfaceTemp",0.18,"Effect"
"155","PopulationDecline","None",0.5292,"SeaSurfaceTemp",0.18,"Effect"
"156","PopulationDecline","Reduced",0.2267,"SeaSurfaceTemp",0.18,"Effect"
"157","Growth","Effect",0.208,"SeaSurfaceTemp",0.18,"Effect"
"158","Growth","No Effect",0.8017,"SeaSurfaceTemp",0.18,"Effect"
"159","Mortality","Effect",0.0892,"SeaSurfaceTemp",0.18,"Effect"
"160","Mortality","No Effect",0.917,"SeaSurfaceTemp",0.18,"Effect"
"161","ReproductiveRate","Effect",0.1936,"SeaSurfaceTemp",0.18,"Effect"
"162","ReproductiveRate","No Effect",0.805,"SeaSurfaceTemp",0.18,"Effect"
"163","PopulationDecline","Increased",0.241,"SeaSurfaceTemp",0.19,"Effect"
"164","PopulationDecline","None",0.5293,"SeaSurfaceTemp",0.19,"Effect"
"165","PopulationDecline","Reduced",0.2324,"SeaSurfaceTemp",0.19,"Effect"
"166","Growth","Effect",0.198,"SeaSurfaceTemp",0.19,"Effect"
"167","Growth","No Effect",0.797,"SeaSurfaceTemp",0.19,"Effect"
"168","Mortality","Effect",0.0855,"SeaSurfaceTemp",0.19,"Effect"
"169","Mortality","No Effect",0.9172,"SeaSurfaceTemp",0.19,"Effect"
"170","ReproductiveRate","Effect",0.1959,"SeaSurfaceTemp",0.19,"Effect"
"171","ReproductiveRate","No Effect",0.8039,"SeaSurfaceTemp",0.19,"Effect"
"172","PopulationDecline","Increased",0.2378,"SeaSurfaceTemp",0.2,"Effect"
"173","PopulationDecline","None",0.5315,"SeaSurfaceTemp",0.2,"Effect"
"174","PopulationDecline","Reduced",0.233,"SeaSurfaceTemp",0.2,"Effect"
"175","Growth","Effect",0.2068,"SeaSurfaceTemp",0.2,"Effect"
"176","Growth","No Effect",0.7997,"SeaSurfaceTemp",0.2,"Effect"
"177","Mortality","Effect",0.0863,"SeaSurfaceTemp",0.2,"Effect"
"178","Mortality","No Effect",0.909,"SeaSurfaceTemp",0.2,"Effect"
"179","ReproductiveRate","Effect",0.1975,"SeaSurfaceTemp",0.2,"Effect"
"180","ReproductiveRate","No Effect",0.8045,"SeaSurfaceTemp",0.2,"Effect"
"181","PopulationDecline","Increased",0.2401,"SeaSurfaceTemp",0.21,"Effect"
"182","PopulationDecline","None",0.5217,"SeaSurfaceTemp",0.21,"Effect"
"183","PopulationDecline","Reduced",0.2299,"SeaSurfaceTemp",0.21,"Effect"
"184","Growth","Effect",0.1989,"SeaSurfaceTemp",0.21,"Effect"
"185","Growth","No Effect",0.7928,"SeaSurfaceTemp",0.21,"Effect"
"186","Mortality","Effect",0.085,"SeaSurfaceTemp",0.21,"Effect"
"187","Mortality","No Effect",0.9133,"SeaSurfaceTemp",0.21,"Effect"
"188","ReproductiveRate","Effect",0.1998,"SeaSurfaceTemp",0.21,"Effect"
"189","ReproductiveRate","No Effect",0.8023,"SeaSurfaceTemp",0.21,"Effect"
"190","PopulationDecline","Increased",0.2486,"SeaSurfaceTemp",0.22,"Effect"
"191","PopulationDecline","None",0.5351,"SeaSurfaceTemp",0.22,"Effect"
"192","PopulationDecline","Reduced",0.2249,"SeaSurfaceTemp",0.22,"Effect"
"193","Growth","Effect",0.2057,"SeaSurfaceTemp",0.22,"Effect"
"194","Growth","No Effect",0.7995,"SeaSurfaceTemp",0.22,"Effect"
"195","Mortality","Effect",0.0841,"SeaSurfaceTemp",0.22,"Effect"
"196","Mortality","No Effect",0.9135,"SeaSurfaceTemp",0.22,"Effect"
"197","ReproductiveRate","Effect",0.199,"SeaSurfaceTemp",0.22,"Effect"
"198","ReproductiveRate","No Effect",0.7993,"SeaSurfaceTemp",0.22,"Effect"
"199","PopulationDecline","Increased",0.2465,"SeaSurfaceTemp",0.23,"Effect"
"200","PopulationDecline","None",0.5292,"SeaSurfaceTemp",0.23,"Effect"
"201","PopulationDecline","Reduced",0.2255,"SeaSurfaceTemp",0.23,"Effect"
"202","Growth","Effect",0.2012,"SeaSurfaceTemp",0.23,"Effect"
"203","Growth","No Effect",0.8047,"SeaSurfaceTemp",0.23,"Effect"
"204","Mortality","Effect",0.0836,"SeaSurfaceTemp",0.23,"Effect"
"205","Mortality","No Effect",0.9158,"SeaSurfaceTemp",0.23,"Effect"
"206","ReproductiveRate","Effect",0.198,"SeaSurfaceTemp",0.23,"Effect"
"207","ReproductiveRate","No Effect",0.804,"SeaSurfaceTemp",0.23,"Effect"
"208","PopulationDecline","Increased",0.2469,"SeaSurfaceTemp",0.24,"Effect"
"209","PopulationDecline","None",0.5383,"SeaSurfaceTemp",0.24,"Effect"
"210","PopulationDecline","Reduced",0.2294,"SeaSurfaceTemp",0.24,"Effect"
"211","Growth","Effect",0.2019,"SeaSurfaceTemp",0.24,"Effect"
"212","Growth","No Effect",0.8022,"SeaSurfaceTemp",0.24,"Effect"
"213","Mortality","Effect",0.0832,"SeaSurfaceTemp",0.24,"Effect"
"214","Mortality","No Effect",0.9159,"SeaSurfaceTemp",0.24,"Effect"
"215","ReproductiveRate","Effect",0.1982,"SeaSurfaceTemp",0.24,"Effect"
"216","ReproductiveRate","No Effect",0.7962,"SeaSurfaceTemp",0.24,"Effect"
"217","PopulationDecline","Increased",0.2407,"SeaSurfaceTemp",0.25,"Effect"
"218","PopulationDecline","None",0.5313,"SeaSurfaceTemp",0.25,"Effect"
"219","PopulationDecline","Reduced",0.2189,"SeaSurfaceTemp",0.25,"Effect"
"220","Growth","Effect",0.2007,"SeaSurfaceTemp",0.25,"Effect"
"221","Growth","No Effect",0.7879,"SeaSurfaceTemp",0.25,"Effect"
"222","Mortality","Effect",0.0856,"SeaSurfaceTemp",0.25,"Effect"
"223","Mortality","No Effect",0.9143,"SeaSurfaceTemp",0.25,"Effect"
"224","ReproductiveRate","Effect",0.2025,"SeaSurfaceTemp",0.25,"Effect"
"225","ReproductiveRate","No Effect",0.8001,"SeaSurfaceTemp",0.25,"Effect"
"226","PopulationDecline","Increased",0.2399,"SeaSurfaceTemp",0.26,"Effect"
"227","PopulationDecline","None",0.5328,"SeaSurfaceTemp",0.26,"Effect"
"228","PopulationDecline","Reduced",0.2217,"SeaSurfaceTemp",0.26,"Effect"
"229","Growth","Effect",0.2032,"SeaSurfaceTemp",0.26,"Effect"
"230","Growth","No Effect",0.8025,"SeaSurfaceTemp",0.26,"Effect"
"231","Mortality","Effect",0.0835,"SeaSurfaceTemp",0.26,"Effect"
"232","Mortality","No Effect",0.9161,"SeaSurfaceTemp",0.26,"Effect"
"233","ReproductiveRate","Effect",0.2024,"SeaSurfaceTemp",0.26,"Effect"
"234","ReproductiveRate","No Effect",0.8066,"SeaSurfaceTemp",0.26,"Effect"
"235","PopulationDecline","Increased",0.2436,"SeaSurfaceTemp",0.27,"Effect"
"236","PopulationDecline","None",0.5332,"SeaSurfaceTemp",0.27,"Effect"
"237","PopulationDecline","Reduced",0.2205,"SeaSurfaceTemp",0.27,"Effect"
"238","Growth","Effect",0.2039,"SeaSurfaceTemp",0.27,"Effect"
"239","Growth","No Effect",0.7986,"SeaSurfaceTemp",0.27,"Effect"
"240","Mortality","Effect",0.0855,"SeaSurfaceTemp",0.27,"Effect"
"241","Mortality","No Effect",0.914,"SeaSurfaceTemp",0.27,"Effect"
"242","ReproductiveRate","Effect",0.2008,"SeaSurfaceTemp",0.27,"Effect"
"243","ReproductiveRate","No Effect",0.8012,"SeaSurfaceTemp",0.27,"Effect"
"244","PopulationDecline","Increased",0.2425,"SeaSurfaceTemp",0.28,"Effect"
"245","PopulationDecline","None",0.5402,"SeaSurfaceTemp",0.28,"Effect"
"246","PopulationDecline","Reduced",0.226,"SeaSurfaceTemp",0.28,"Effect"
"247","Growth","Effect",0.2051,"SeaSurfaceTemp",0.28,"Effect"
"248","Growth","No Effect",0.8034,"SeaSurfaceTemp",0.28,"Effect"
"249","Mortality","Effect",0.079,"SeaSurfaceTemp",0.28,"Effect"
"250","Mortality","No Effect",0.918,"SeaSurfaceTemp",0.28,"Effect"
"251","ReproductiveRate","Effect",0.203,"SeaSurfaceTemp",0.28,"Effect"
"252","ReproductiveRate","No Effect",0.801,"SeaSurfaceTemp",0.28,"Effect"
"253","PopulationDecline","Increased",0.2407,"SeaSurfaceTemp",0.29,"Effect"
"254","PopulationDecline","None",0.5289,"SeaSurfaceTemp",0.29,"Effect"
"255","PopulationDecline","Reduced",0.2216,"SeaSurfaceTemp",0.29,"Effect"
"256","Growth","Effect",0.1992,"SeaSurfaceTemp",0.29,"Effect"
"257","Growth","No Effect",0.7978,"SeaSurfaceTemp",0.29,"Effect"
"258","Mortality","Effect",0.0833,"SeaSurfaceTemp",0.29,"Effect"
"259","Mortality","No Effect",0.916,"SeaSurfaceTemp",0.29,"Effect"
"260","ReproductiveRate","Effect",0.2022,"SeaSurfaceTemp",0.29,"Effect"
"261","ReproductiveRate","No Effect",0.8111,"SeaSurfaceTemp",0.29,"Effect"
"262","PopulationDecline","Increased",0.2396,"SeaSurfaceTemp",0.3,"Effect"
"263","PopulationDecline","None",0.5364,"SeaSurfaceTemp",0.3,"Effect"
"264","PopulationDecline","Reduced",0.2332,"SeaSurfaceTemp",0.3,"Effect"
"265","Growth","Effect",0.2051,"SeaSurfaceTemp",0.3,"Effect"
"266","Growth","No Effect",0.7989,"SeaSurfaceTemp",0.3,"Effect"
"267","Mortality","Effect",0.0874,"SeaSurfaceTemp",0.3,"Effect"
"268","Mortality","No Effect",0.9185,"SeaSurfaceTemp",0.3,"Effect"
"269","ReproductiveRate","Effect",0.1993,"SeaSurfaceTemp",0.3,"Effect"
"270","ReproductiveRate","No Effect",0.8014,"SeaSurfaceTemp",0.3,"Effect"
"271","PopulationDecline","Increased",0.2426,"SeaSurfaceTemp",0.31,"Effect"
"272","PopulationDecline","None",0.5269,"SeaSurfaceTemp",0.31,"Effect"
"273","PopulationDecline","Reduced",0.2295,"SeaSurfaceTemp",0.31,"Effect"
"274","Growth","Effect",0.2034,"SeaSurfaceTemp",0.31,"Effect"
"275","Growth","No Effect",0.7935,"SeaSurfaceTemp",0.31,"Effect"
"276","Mortality","Effect",0.0847,"SeaSurfaceTemp",0.31,"Effect"
"277","Mortality","No Effect",0.9192,"SeaSurfaceTemp",0.31,"Effect"
"278","ReproductiveRate","Effect",0.1988,"SeaSurfaceTemp",0.31,"Effect"
"279","ReproductiveRate","No Effect",0.8036,"SeaSurfaceTemp",0.31,"Effect"
"280","PopulationDecline","Increased",0.2325,"SeaSurfaceTemp",0.32,"Effect"
"281","PopulationDecline","None",0.532,"SeaSurfaceTemp",0.32,"Effect"
"282","PopulationDecline","Reduced",0.228,"SeaSurfaceTemp",0.32,"Effect"
"283","Growth","Effect",0.2005,"SeaSurfaceTemp",0.32,"Effect"
"284","Growth","No Effect",0.7936,"SeaSurfaceTemp",0.32,"Effect"
"285","Mortality","Effect",0.0824,"SeaSurfaceTemp",0.32,"Effect"
"286","Mortality","No Effect",0.9161,"SeaSurfaceTemp",0.32,"Effect"
"287","ReproductiveRate","Effect",0.2033,"SeaSurfaceTemp",0.32,"Effect"
"288","ReproductiveRate","No Effect",0.8057,"SeaSurfaceTemp",0.32,"Effect"
"289","PopulationDecline","Increased",0.237,"SeaSurfaceTemp",0.33,"Effect"
"290","PopulationDecline","None",0.5235,"SeaSurfaceTemp",0.33,"Effect"
"291","PopulationDecline","Reduced",0.2277,"SeaSurfaceTemp",0.33,"Effect"
"292","Growth","Effect",0.2007,"SeaSurfaceTemp",0.33,"Effect"
"293","Growth","No Effect",0.8037,"SeaSurfaceTemp",0.33,"Effect"
"294","Mortality","Effect",0.0819,"SeaSurfaceTemp",0.33,"Effect"
"295","Mortality","No Effect",0.9179,"SeaSurfaceTemp",0.33,"Effect"
"296","ReproductiveRate","Effect",0.2024,"SeaSurfaceTemp",0.33,"Effect"
"297","ReproductiveRate","No Effect",0.8007,"SeaSurfaceTemp",0.33,"Effect"
"298","PopulationDecline","Increased",0.2468,"SeaSurfaceTemp",0.34,"Effect"
"299","PopulationDecline","None",0.5284,"SeaSurfaceTemp",0.34,"Effect"
"300","PopulationDecline","Reduced",0.224,"SeaSurfaceTemp",0.34,"Effect"
"301","Growth","Effect",0.2047,"SeaSurfaceTemp",0.34,"Effect"
"302","Growth","No Effect",0.7996,"SeaSurfaceTemp",0.34,"Effect"
"303","Mortality","Effect",0.0835,"SeaSurfaceTemp",0.34,"Effect"
"304","Mortality","No Effect",0.9194,"SeaSurfaceTemp",0.34,"Effect"
"305","ReproductiveRate","Effect",0.2038,"SeaSurfaceTemp",0.34,"Effect"
"306","ReproductiveRate","No Effect",0.8031,"SeaSurfaceTemp",0.34,"Effect"
"307","PopulationDecline","Increased",0.2458,"SeaSurfaceTemp",0.35,"Effect"
"308","PopulationDecline","None",0.5229,"SeaSurfaceTemp",0.35,"Effect"
"309","PopulationDecline","Reduced",0.2281,"SeaSurfaceTemp",0.35,"Effect"
"310","Growth","Effect",0.2022,"SeaSurfaceTemp",0.35,"Effect"
"311","Growth","No Effect",0.7963,"SeaSurfaceTemp",0.35,"Effect"
"312","Mortality","Effect",0.0809,"SeaSurfaceTemp",0.35,"Effect"
"313","Mortality","No Effect",0.9195,"SeaSurfaceTemp",0.35,"Effect"
"314","ReproductiveRate","Effect",0.2,"SeaSurfaceTemp",0.35,"Effect"
"315","ReproductiveRate","No Effect",0.8079,"SeaSurfaceTemp",0.35,"Effect"
"316","PopulationDecline","Increased",0.2492,"SeaSurfaceTemp",0.36,"Effect"
"317","PopulationDecline","None",0.5302,"SeaSurfaceTemp",0.36,"Effect"
"318","PopulationDecline","Reduced",0.2289,"SeaSurfaceTemp",0.36,"Effect"
"319","Growth","Effect",0.2047,"SeaSurfaceTemp",0.36,"Effect"
"320","Growth","No Effect",0.8005,"SeaSurfaceTemp",0.36,"Effect"
"321","Mortality","Effect",0.0781,"SeaSurfaceTemp",0.36,"Effect"
"322","Mortality","No Effect",0.9205,"SeaSurfaceTemp",0.36,"Effect"
"323","ReproductiveRate","Effect",0.2047,"SeaSurfaceTemp",0.36,"Effect"
"324","ReproductiveRate","No Effect",0.7953,"SeaSurfaceTemp",0.36,"Effect"
"325","PopulationDecline","Increased",0.2393,"SeaSurfaceTemp",0.37,"Effect"
"326","PopulationDecline","None",0.5219,"SeaSurfaceTemp",0.37,"Effect"
"327","PopulationDecline","Reduced",0.2333,"SeaSurfaceTemp",0.37,"Effect"
"328","Growth","Effect",0.1983,"SeaSurfaceTemp",0.37,"Effect"
"329","Growth","No Effect",0.7988,"SeaSurfaceTemp",0.37,"Effect"
"330","Mortality","Effect",0.08,"SeaSurfaceTemp",0.37,"Effect"
"331","Mortality","No Effect",0.9242,"SeaSurfaceTemp",0.37,"Effect"
"332","ReproductiveRate","Effect",0.2014,"SeaSurfaceTemp",0.37,"Effect"
"333","ReproductiveRate","No Effect",0.7929,"SeaSurfaceTemp",0.37,"Effect"
