"","Node","Level","ProbabilityOutput","TestNode","ProbabilityInput","TestLevel"
"334","PopulationDecline","Increased",0.2349,"SeaSurfaceTemp",0.38,"Effect"
"335","PopulationDecline","None",0.5305,"SeaSurfaceTemp",0.38,"Effect"
"336","PopulationDecline","Reduced",0.2299,"SeaSurfaceTemp",0.38,"Effect"
"337","Growth","Effect",0.2008,"SeaSurfaceTemp",0.38,"Effect"
"338","Growth","No Effect",0.8091,"SeaSurfaceTemp",0.38,"Effect"
"339","Mortality","Effect",0.0761,"SeaSurfaceTemp",0.38,"Effect"
"340","Mortality","No Effect",0.9205,"SeaSurfaceTemp",0.38,"Effect"
"341","ReproductiveRate","Effect",0.205,"SeaSurfaceTemp",0.38,"Effect"
"342","ReproductiveRate","No Effect",0.7971,"SeaSurfaceTemp",0.38,"Effect"
"343","PopulationDecline","Increased",0.2445,"SeaSurfaceTemp",0.39,"Effect"
"344","PopulationDecline","None",0.53,"SeaSurfaceTemp",0.39,"Effect"
"345","PopulationDecline","Reduced",0.2227,"SeaSurfaceTemp",0.39,"Effect"
"346","Growth","Effect",0.2025,"SeaSurfaceTemp",0.39,"Effect"
"347","Growth","No Effect",0.7978,"SeaSurfaceTemp",0.39,"Effect"
"348","Mortality","Effect",0.0799,"SeaSurfaceTemp",0.39,"Effect"
"349","Mortality","No Effect",0.9169,"SeaSurfaceTemp",0.39,"Effect"
"350","ReproductiveRate","Effect",0.2009,"SeaSurfaceTemp",0.39,"Effect"
"351","ReproductiveRate","No Effect",0.8073,"SeaSurfaceTemp",0.39,"Effect"
"352","PopulationDecline","Increased",0.2453,"SeaSurfaceTemp",0.4,"Effect"
"353","PopulationDecline","None",0.5262,"SeaSurfaceTemp",0.4,"Effect"
"354","PopulationDecline","Reduced",0.2236,"SeaSurfaceTemp",0.4,"Effect"
"355","Growth","Effect",0.1987,"SeaSurfaceTemp",0.4,"Effect"
"356","Growth","No Effect",0.7945,"SeaSurfaceTemp",0.4,"Effect"
"357","Mortality","Effect",0.0785,"SeaSurfaceTemp",0.4,"Effect"
"358","Mortality","No Effect",0.9242,"SeaSurfaceTemp",0.4,"Effect"
"359","ReproductiveRate","Effect",0.1962,"SeaSurfaceTemp",0.4,"Effect"
"360","ReproductiveRate","No Effect",0.8009,"SeaSurfaceTemp",0.4,"Effect"
"361","PopulationDecline","Increased",0.2416,"SeaSurfaceTemp",0.41,"Effect"
"362","PopulationDecline","None",0.5273,"SeaSurfaceTemp",0.41,"Effect"
"363","PopulationDecline","Reduced",0.2276,"SeaSurfaceTemp",0.41,"Effect"
"364","Growth","Effect",0.1966,"SeaSurfaceTemp",0.41,"Effect"
"365","Growth","No Effect",0.7971,"SeaSurfaceTemp",0.41,"Effect"
"366","Mortality","Effect",0.0829,"SeaSurfaceTemp",0.41,"Effect"
"367","Mortality","No Effect",0.9182,"SeaSurfaceTemp",0.41,"Effect"
"368","ReproductiveRate","Effect",0.204,"SeaSurfaceTemp",0.41,"Effect"
"369","ReproductiveRate","No Effect",0.8028,"SeaSurfaceTemp",0.41,"Effect"
"370","PopulationDecline","Increased",0.2404,"SeaSurfaceTemp",0.42,"Effect"
"371","PopulationDecline","None",0.5272,"SeaSurfaceTemp",0.42,"Effect"
"372","PopulationDecline","Reduced",0.229,"SeaSurfaceTemp",0.42,"Effect"
"373","Growth","Effect",0.2041,"SeaSurfaceTemp",0.42,"Effect"
"374","Growth","No Effect",0.802,"SeaSurfaceTemp",0.42,"Effect"
"375","Mortality","Effect",0.0819,"SeaSurfaceTemp",0.42,"Effect"
"376","Mortality","No Effect",0.9182,"SeaSurfaceTemp",0.42,"Effect"
"377","ReproductiveRate","Effect",0.2086,"SeaSurfaceTemp",0.42,"Effect"
"378","ReproductiveRate","No Effect",0.8019,"SeaSurfaceTemp",0.42,"Effect"
"379","PopulationDecline","Increased",0.2443,"SeaSurfaceTemp",0.43,"Effect"
"380","PopulationDecline","None",0.5319,"SeaSurfaceTemp",0.43,"Effect"
"381","PopulationDecline","Reduced",0.229,"SeaSurfaceTemp",0.43,"Effect"
"382","Growth","Effect",0.1998,"SeaSurfaceTemp",0.43,"Effect"
"383","Growth","No Effect",0.7962,"SeaSurfaceTemp",0.43,"Effect"
"384","Mortality","Effect",0.082,"SeaSurfaceTemp",0.43,"Effect"
"385","Mortality","No Effect",0.9247,"SeaSurfaceTemp",0.43,"Effect"
"386","ReproductiveRate","Effect",0.2092,"SeaSurfaceTemp",0.43,"Effect"
"387","ReproductiveRate","No Effect",0.7941,"SeaSurfaceTemp",0.43,"Effect"
"388","PopulationDecline","Increased",0.2402,"SeaSurfaceTemp",0.44,"Effect"
"389","PopulationDecline","None",0.5314,"SeaSurfaceTemp",0.44,"Effect"
"390","PopulationDecline","Reduced",0.2241,"SeaSurfaceTemp",0.44,"Effect"
"391","Growth","Effect",0.2002,"SeaSurfaceTemp",0.44,"Effect"
"392","Growth","No Effect",0.7936,"SeaSurfaceTemp",0.44,"Effect"
"393","Mortality","Effect",0.0793,"SeaSurfaceTemp",0.44,"Effect"
"394","Mortality","No Effect",0.9153,"SeaSurfaceTemp",0.44,"Effect"
"395","ReproductiveRate","Effect",0.2036,"SeaSurfaceTemp",0.44,"Effect"
"396","ReproductiveRate","No Effect",0.7931,"SeaSurfaceTemp",0.44,"Effect"
"397","PopulationDecline","Increased",0.2395,"SeaSurfaceTemp",0.45,"Effect"
"398","PopulationDecline","None",0.5309,"SeaSurfaceTemp",0.45,"Effect"
"399","PopulationDecline","Reduced",0.2165,"SeaSurfaceTemp",0.45,"Effect"
"400","Growth","Effect",0.2038,"SeaSurfaceTemp",0.45,"Effect"
"401","Growth","No Effect",0.8043,"SeaSurfaceTemp",0.45,"Effect"
"402","Mortality","Effect",0.0817,"SeaSurfaceTemp",0.45,"Effect"
"403","Mortality","No Effect",0.918,"SeaSurfaceTemp",0.45,"Effect"
"404","ReproductiveRate","Effect",0.2047,"SeaSurfaceTemp",0.45,"Effect"
"405","ReproductiveRate","No Effect",0.801,"SeaSurfaceTemp",0.45,"Effect"
"406","PopulationDecline","Increased",0.2573,"SeaSurfaceTemp",0.46,"Effect"
"407","PopulationDecline","None",0.5295,"SeaSurfaceTemp",0.46,"Effect"
"408","PopulationDecline","Reduced",0.2311,"SeaSurfaceTemp",0.46,"Effect"
"409","Growth","Effect",0.1992,"SeaSurfaceTemp",0.46,"Effect"
"410","Growth","No Effect",0.798,"SeaSurfaceTemp",0.46,"Effect"
"411","Mortality","Effect",0.0783,"SeaSurfaceTemp",0.46,"Effect"
"412","Mortality","No Effect",0.9189,"SeaSurfaceTemp",0.46,"Effect"
"413","ReproductiveRate","Effect",0.2052,"SeaSurfaceTemp",0.46,"Effect"
"414","ReproductiveRate","No Effect",0.7973,"SeaSurfaceTemp",0.46,"Effect"
"415","PopulationDecline","Increased",0.2397,"SeaSurfaceTemp",0.47,"Effect"
"416","PopulationDecline","None",0.54,"SeaSurfaceTemp",0.47,"Effect"
"417","PopulationDecline","Reduced",0.2284,"SeaSurfaceTemp",0.47,"Effect"
"418","Growth","Effect",0.2116,"SeaSurfaceTemp",0.47,"Effect"
"419","Growth","No Effect",0.8003,"SeaSurfaceTemp",0.47,"Effect"
"420","Mortality","Effect",0.0778,"SeaSurfaceTemp",0.47,"Effect"
"421","Mortality","No Effect",0.9191,"SeaSurfaceTemp",0.47,"Effect"
"422","ReproductiveRate","Effect",0.2019,"SeaSurfaceTemp",0.47,"Effect"
"423","ReproductiveRate","No Effect",0.7907,"SeaSurfaceTemp",0.47,"Effect"
"424","PopulationDecline","Increased",0.2504,"SeaSurfaceTemp",0.48,"Effect"
"425","PopulationDecline","None",0.5195,"SeaSurfaceTemp",0.48,"Effect"
"426","PopulationDecline","Reduced",0.2243,"SeaSurfaceTemp",0.48,"Effect"
"427","Growth","Effect",0.2009,"SeaSurfaceTemp",0.48,"Effect"
"428","Growth","No Effect",0.7968,"SeaSurfaceTemp",0.48,"Effect"
"429","Mortality","Effect",0.0759,"SeaSurfaceTemp",0.48,"Effect"
"430","Mortality","No Effect",0.925,"SeaSurfaceTemp",0.48,"Effect"
"431","ReproductiveRate","Effect",0.2027,"SeaSurfaceTemp",0.48,"Effect"
"432","ReproductiveRate","No Effect",0.7888,"SeaSurfaceTemp",0.48,"Effect"
"433","PopulationDecline","Increased",0.243,"SeaSurfaceTemp",0.49,"Effect"
"434","PopulationDecline","None",0.5333,"SeaSurfaceTemp",0.49,"Effect"
"435","PopulationDecline","Reduced",0.2231,"SeaSurfaceTemp",0.49,"Effect"
"436","Growth","Effect",0.2019,"SeaSurfaceTemp",0.49,"Effect"
"437","Growth","No Effect",0.7959,"SeaSurfaceTemp",0.49,"Effect"
"438","Mortality","Effect",0.0796,"SeaSurfaceTemp",0.49,"Effect"
"439","Mortality","No Effect",0.9229,"SeaSurfaceTemp",0.49,"Effect"
"440","ReproductiveRate","Effect",0.2085,"SeaSurfaceTemp",0.49,"Effect"
"441","ReproductiveRate","No Effect",0.7892,"SeaSurfaceTemp",0.49,"Effect"
"442","PopulationDecline","Increased",0.2407,"SeaSurfaceTemp",0.5,"Effect"
"443","PopulationDecline","None",0.5205,"SeaSurfaceTemp",0.5,"Effect"
"444","PopulationDecline","Reduced",0.2273,"SeaSurfaceTemp",0.5,"Effect"
"445","Growth","Effect",0.1968,"SeaSurfaceTemp",0.5,"Effect"
"446","Growth","No Effect",0.7925,"SeaSurfaceTemp",0.5,"Effect"
"447","Mortality","Effect",0.0759,"SeaSurfaceTemp",0.5,"Effect"
"448","Mortality","No Effect",0.9246,"SeaSurfaceTemp",0.5,"Effect"
"449","ReproductiveRate","Effect",0.1963,"SeaSurfaceTemp",0.5,"Effect"
"450","ReproductiveRate","No Effect",0.7938,"SeaSurfaceTemp",0.5,"Effect"
"451","PopulationDecline","Increased",0.246,"SeaSurfaceTemp",0.51,"Effect"
"452","PopulationDecline","None",0.5246,"SeaSurfaceTemp",0.51,"Effect"
"453","PopulationDecline","Reduced",0.2329,"SeaSurfaceTemp",0.51,"Effect"
"454","Growth","Effect",0.1993,"SeaSurfaceTemp",0.51,"Effect"
"455","Growth","No Effect",0.7941,"SeaSurfaceTemp",0.51,"Effect"
"456","Mortality","Effect",0.0802,"SeaSurfaceTemp",0.51,"Effect"
"457","Mortality","No Effect",0.9239,"SeaSurfaceTemp",0.51,"Effect"
"458","ReproductiveRate","Effect",0.2058,"SeaSurfaceTemp",0.51,"Effect"
"459","ReproductiveRate","No Effect",0.7902,"SeaSurfaceTemp",0.51,"Effect"
"460","PopulationDecline","Increased",0.2479,"SeaSurfaceTemp",0.52,"Effect"
"461","PopulationDecline","None",0.5355,"SeaSurfaceTemp",0.52,"Effect"
"462","PopulationDecline","Reduced",0.2294,"SeaSurfaceTemp",0.52,"Effect"
"463","Growth","Effect",0.195,"SeaSurfaceTemp",0.52,"Effect"
"464","Growth","No Effect",0.7937,"SeaSurfaceTemp",0.52,"Effect"
"465","Mortality","Effect",0.0775,"SeaSurfaceTemp",0.52,"Effect"
"466","Mortality","No Effect",0.9229,"SeaSurfaceTemp",0.52,"Effect"
"467","ReproductiveRate","Effect",0.2109,"SeaSurfaceTemp",0.52,"Effect"
"468","ReproductiveRate","No Effect",0.7989,"SeaSurfaceTemp",0.52,"Effect"
"469","PopulationDecline","Increased",0.2405,"SeaSurfaceTemp",0.53,"Effect"
"470","PopulationDecline","None",0.5335,"SeaSurfaceTemp",0.53,"Effect"
"471","PopulationDecline","Reduced",0.2225,"SeaSurfaceTemp",0.53,"Effect"
"472","Growth","Effect",0.2037,"SeaSurfaceTemp",0.53,"Effect"
"473","Growth","No Effect",0.7967,"SeaSurfaceTemp",0.53,"Effect"
"474","Mortality","Effect",0.0765,"SeaSurfaceTemp",0.53,"Effect"
"475","Mortality","No Effect",0.9239,"SeaSurfaceTemp",0.53,"Effect"
"476","ReproductiveRate","Effect",0.2055,"SeaSurfaceTemp",0.53,"Effect"
"477","ReproductiveRate","No Effect",0.7983,"SeaSurfaceTemp",0.53,"Effect"
"478","PopulationDecline","Increased",0.2416,"SeaSurfaceTemp",0.54,"Effect"
"479","PopulationDecline","None",0.5352,"SeaSurfaceTemp",0.54,"Effect"
"480","PopulationDecline","Reduced",0.2241,"SeaSurfaceTemp",0.54,"Effect"
"481","Growth","Effect",0.2011,"SeaSurfaceTemp",0.54,"Effect"
"482","Growth","No Effect",0.7922,"SeaSurfaceTemp",0.54,"Effect"
"483","Mortality","Effect",0.0743,"SeaSurfaceTemp",0.54,"Effect"
"484","Mortality","No Effect",0.925,"SeaSurfaceTemp",0.54,"Effect"
"485","ReproductiveRate","Effect",0.2076,"SeaSurfaceTemp",0.54,"Effect"
"486","ReproductiveRate","No Effect",0.7906,"SeaSurfaceTemp",0.54,"Effect"
"487","PopulationDecline","Increased",0.2418,"SeaSurfaceTemp",0.55,"Effect"
"488","PopulationDecline","None",0.5252,"SeaSurfaceTemp",0.55,"Effect"
"489","PopulationDecline","Reduced",0.2271,"SeaSurfaceTemp",0.55,"Effect"
"490","Growth","Effect",0.1991,"SeaSurfaceTemp",0.55,"Effect"
"491","Growth","No Effect",0.7987,"SeaSurfaceTemp",0.55,"Effect"
"492","Mortality","Effect",0.0738,"SeaSurfaceTemp",0.55,"Effect"
"493","Mortality","No Effect",0.9176,"SeaSurfaceTemp",0.55,"Effect"
"494","ReproductiveRate","Effect",0.2027,"SeaSurfaceTemp",0.55,"Effect"
"495","ReproductiveRate","No Effect",0.7948,"SeaSurfaceTemp",0.55,"Effect"
"496","PopulationDecline","Increased",0.233,"SeaSurfaceTemp",0.56,"Effect"
"497","PopulationDecline","None",0.5315,"SeaSurfaceTemp",0.56,"Effect"
"498","PopulationDecline","Reduced",0.2304,"SeaSurfaceTemp",0.56,"Effect"
"499","Growth","Effect",0.2058,"SeaSurfaceTemp",0.56,"Effect"
"500","Growth","No Effect",0.7934,"SeaSurfaceTemp",0.56,"Effect"
"501","Mortality","Effect",0.0733,"SeaSurfaceTemp",0.56,"Effect"
"502","Mortality","No Effect",0.9226,"SeaSurfaceTemp",0.56,"Effect"
"503","ReproductiveRate","Effect",0.2133,"SeaSurfaceTemp",0.56,"Effect"
"504","ReproductiveRate","No Effect",0.79,"SeaSurfaceTemp",0.56,"Effect"
"505","PopulationDecline","Increased",0.242,"SeaSurfaceTemp",0.57,"Effect"
"506","PopulationDecline","None",0.5338,"SeaSurfaceTemp",0.57,"Effect"
"507","PopulationDecline","Reduced",0.2242,"SeaSurfaceTemp",0.57,"Effect"
"508","Growth","Effect",0.2069,"SeaSurfaceTemp",0.57,"Effect"
"509","Growth","No Effect",0.7964,"SeaSurfaceTemp",0.57,"Effect"
"510","Mortality","Effect",0.0753,"SeaSurfaceTemp",0.57,"Effect"
"511","Mortality","No Effect",0.923,"SeaSurfaceTemp",0.57,"Effect"
"512","ReproductiveRate","Effect",0.2011,"SeaSurfaceTemp",0.57,"Effect"
"513","ReproductiveRate","No Effect",0.7957,"SeaSurfaceTemp",0.57,"Effect"
"514","PopulationDecline","Increased",0.2391,"SeaSurfaceTemp",0.58,"Effect"
"515","PopulationDecline","None",0.529,"SeaSurfaceTemp",0.58,"Effect"
"516","PopulationDecline","Reduced",0.2339,"SeaSurfaceTemp",0.58,"Effect"
"517","Growth","Effect",0.1998,"SeaSurfaceTemp",0.58,"Effect"
"518","Growth","No Effect",0.7952,"SeaSurfaceTemp",0.58,"Effect"
"519","Mortality","Effect",0.0749,"SeaSurfaceTemp",0.58,"Effect"
"520","Mortality","No Effect",0.9271,"SeaSurfaceTemp",0.58,"Effect"
"521","ReproductiveRate","Effect",0.2041,"SeaSurfaceTemp",0.58,"Effect"
"522","ReproductiveRate","No Effect",0.7969,"SeaSurfaceTemp",0.58,"Effect"
"523","PopulationDecline","Increased",0.2393,"SeaSurfaceTemp",0.59,"Effect"
"524","PopulationDecline","None",0.5327,"SeaSurfaceTemp",0.59,"Effect"
"525","PopulationDecline","Reduced",0.2294,"SeaSurfaceTemp",0.59,"Effect"
"526","Growth","Effect",0.2004,"SeaSurfaceTemp",0.59,"Effect"
"527","Growth","No Effect",0.7886,"SeaSurfaceTemp",0.59,"Effect"
"528","Mortality","Effect",0.0765,"SeaSurfaceTemp",0.59,"Effect"
"529","Mortality","No Effect",0.9243,"SeaSurfaceTemp",0.59,"Effect"
"530","ReproductiveRate","Effect",0.2049,"SeaSurfaceTemp",0.59,"Effect"
"531","ReproductiveRate","No Effect",0.7922,"SeaSurfaceTemp",0.59,"Effect"
"532","PopulationDecline","Increased",0.2471,"SeaSurfaceTemp",0.6,"Effect"
"533","PopulationDecline","None",0.5414,"SeaSurfaceTemp",0.6,"Effect"
"534","PopulationDecline","Reduced",0.2295,"SeaSurfaceTemp",0.6,"Effect"
"535","Growth","Effect",0.2058,"SeaSurfaceTemp",0.6,"Effect"
"536","Growth","No Effect",0.8006,"SeaSurfaceTemp",0.6,"Effect"
"537","Mortality","Effect",0.0805,"SeaSurfaceTemp",0.6,"Effect"
"538","Mortality","No Effect",0.9243,"SeaSurfaceTemp",0.6,"Effect"
"539","ReproductiveRate","Effect",0.2081,"SeaSurfaceTemp",0.6,"Effect"
"540","ReproductiveRate","No Effect",0.7949,"SeaSurfaceTemp",0.6,"Effect"
"541","PopulationDecline","Increased",0.2421,"SeaSurfaceTemp",0.61,"Effect"
"542","PopulationDecline","None",0.5313,"SeaSurfaceTemp",0.61,"Effect"
"543","PopulationDecline","Reduced",0.2286,"SeaSurfaceTemp",0.61,"Effect"
"544","Growth","Effect",0.1964,"SeaSurfaceTemp",0.61,"Effect"
"545","Growth","No Effect",0.8001,"SeaSurfaceTemp",0.61,"Effect"
"546","Mortality","Effect",0.0744,"SeaSurfaceTemp",0.61,"Effect"
"547","Mortality","No Effect",0.9274,"SeaSurfaceTemp",0.61,"Effect"
"548","ReproductiveRate","Effect",0.2091,"SeaSurfaceTemp",0.61,"Effect"
"549","ReproductiveRate","No Effect",0.7897,"SeaSurfaceTemp",0.61,"Effect"
"550","PopulationDecline","Increased",0.2335,"SeaSurfaceTemp",0.62,"Effect"
"551","PopulationDecline","None",0.5322,"SeaSurfaceTemp",0.62,"Effect"
"552","PopulationDecline","Reduced",0.2242,"SeaSurfaceTemp",0.62,"Effect"
"553","Growth","Effect",0.2017,"SeaSurfaceTemp",0.62,"Effect"
"554","Growth","No Effect",0.8055,"SeaSurfaceTemp",0.62,"Effect"
"555","Mortality","Effect",0.0753,"SeaSurfaceTemp",0.62,"Effect"
"556","Mortality","No Effect",0.9242,"SeaSurfaceTemp",0.62,"Effect"
"557","ReproductiveRate","Effect",0.2106,"SeaSurfaceTemp",0.62,"Effect"
"558","ReproductiveRate","No Effect",0.7858,"SeaSurfaceTemp",0.62,"Effect"
"559","PopulationDecline","Increased",0.2377,"SeaSurfaceTemp",0.63,"Effect"
"560","PopulationDecline","None",0.5374,"SeaSurfaceTemp",0.63,"Effect"
"561","PopulationDecline","Reduced",0.224,"SeaSurfaceTemp",0.63,"Effect"
"562","Growth","Effect",0.2049,"SeaSurfaceTemp",0.63,"Effect"
"563","Growth","No Effect",0.7952,"SeaSurfaceTemp",0.63,"Effect"
"564","Mortality","Effect",0.0775,"SeaSurfaceTemp",0.63,"Effect"
"565","Mortality","No Effect",0.9223,"SeaSurfaceTemp",0.63,"Effect"
"566","ReproductiveRate","Effect",0.2113,"SeaSurfaceTemp",0.63,"Effect"
"567","ReproductiveRate","No Effect",0.7838,"SeaSurfaceTemp",0.63,"Effect"
"568","PopulationDecline","Increased",0.2375,"SeaSurfaceTemp",0.64,"Effect"
"569","PopulationDecline","None",0.5361,"SeaSurfaceTemp",0.64,"Effect"
"570","PopulationDecline","Reduced",0.2236,"SeaSurfaceTemp",0.64,"Effect"
"571","Growth","Effect",0.2031,"SeaSurfaceTemp",0.64,"Effect"
"572","Growth","No Effect",0.7988,"SeaSurfaceTemp",0.64,"Effect"
"573","Mortality","Effect",0.0786,"SeaSurfaceTemp",0.64,"Effect"
"574","Mortality","No Effect",0.9254,"SeaSurfaceTemp",0.64,"Effect"
"575","ReproductiveRate","Effect",0.2125,"SeaSurfaceTemp",0.64,"Effect"
"576","ReproductiveRate","No Effect",0.7935,"SeaSurfaceTemp",0.64,"Effect"
"577","PopulationDecline","Increased",0.2431,"SeaSurfaceTemp",0.65,"Effect"
"578","PopulationDecline","None",0.5321,"SeaSurfaceTemp",0.65,"Effect"
"579","PopulationDecline","Reduced",0.2228,"SeaSurfaceTemp",0.65,"Effect"
"580","Growth","Effect",0.2051,"SeaSurfaceTemp",0.65,"Effect"
"581","Growth","No Effect",0.7883,"SeaSurfaceTemp",0.65,"Effect"
"582","Mortality","Effect",0.0749,"SeaSurfaceTemp",0.65,"Effect"
"583","Mortality","No Effect",0.9251,"SeaSurfaceTemp",0.65,"Effect"
"584","ReproductiveRate","Effect",0.2049,"SeaSurfaceTemp",0.65,"Effect"
"585","ReproductiveRate","No Effect",0.7896,"SeaSurfaceTemp",0.65,"Effect"
"586","PopulationDecline","Increased",0.2424,"SeaSurfaceTemp",0.66,"Effect"
"587","PopulationDecline","None",0.5211,"SeaSurfaceTemp",0.66,"Effect"
"588","PopulationDecline","Reduced",0.2303,"SeaSurfaceTemp",0.66,"Effect"
"589","Growth","Effect",0.2124,"SeaSurfaceTemp",0.66,"Effect"
"590","Growth","No Effect",0.7994,"SeaSurfaceTemp",0.66,"Effect"
"591","Mortality","Effect",0.0768,"SeaSurfaceTemp",0.66,"Effect"
"592","Mortality","No Effect",0.9291,"SeaSurfaceTemp",0.66,"Effect"
"593","ReproductiveRate","Effect",0.2165,"SeaSurfaceTemp",0.66,"Effect"
"594","ReproductiveRate","No Effect",0.7954,"SeaSurfaceTemp",0.66,"Effect"
"595","PopulationDecline","Increased",0.2483,"SeaSurfaceTemp",0.67,"Effect"
"596","PopulationDecline","None",0.5375,"SeaSurfaceTemp",0.67,"Effect"
"597","PopulationDecline","Reduced",0.2229,"SeaSurfaceTemp",0.67,"Effect"
"598","Growth","Effect",0.1962,"SeaSurfaceTemp",0.67,"Effect"
"599","Growth","No Effect",0.7993,"SeaSurfaceTemp",0.67,"Effect"
"600","Mortality","Effect",0.0727,"SeaSurfaceTemp",0.67,"Effect"
"601","Mortality","No Effect",0.9282,"SeaSurfaceTemp",0.67,"Effect"
"602","ReproductiveRate","Effect",0.2112,"SeaSurfaceTemp",0.67,"Effect"
"603","ReproductiveRate","No Effect",0.7909,"SeaSurfaceTemp",0.67,"Effect"
"604","PopulationDecline","Increased",0.251,"SeaSurfaceTemp",0.68,"Effect"
"605","PopulationDecline","None",0.534,"SeaSurfaceTemp",0.68,"Effect"
"606","PopulationDecline","Reduced",0.222,"SeaSurfaceTemp",0.68,"Effect"
"607","Growth","Effect",0.2019,"SeaSurfaceTemp",0.68,"Effect"
"608","Growth","No Effect",0.7964,"SeaSurfaceTemp",0.68,"Effect"
"609","Mortality","Effect",0.071,"SeaSurfaceTemp",0.68,"Effect"
"610","Mortality","No Effect",0.9286,"SeaSurfaceTemp",0.68,"Effect"
"611","ReproductiveRate","Effect",0.2142,"SeaSurfaceTemp",0.68,"Effect"
"612","ReproductiveRate","No Effect",0.7959,"SeaSurfaceTemp",0.68,"Effect"
"613","PopulationDecline","Increased",0.2419,"SeaSurfaceTemp",0.69,"Effect"
"614","PopulationDecline","None",0.5279,"SeaSurfaceTemp",0.69,"Effect"
"615","PopulationDecline","Reduced",0.2315,"SeaSurfaceTemp",0.69,"Effect"
"616","Growth","Effect",0.2037,"SeaSurfaceTemp",0.69,"Effect"
"617","Growth","No Effect",0.7971,"SeaSurfaceTemp",0.69,"Effect"
"618","Mortality","Effect",0.0688,"SeaSurfaceTemp",0.69,"Effect"
"619","Mortality","No Effect",0.9288,"SeaSurfaceTemp",0.69,"Effect"
"620","ReproductiveRate","Effect",0.2155,"SeaSurfaceTemp",0.69,"Effect"
"621","ReproductiveRate","No Effect",0.7985,"SeaSurfaceTemp",0.69,"Effect"
"622","PopulationDecline","Increased",0.2483,"SeaSurfaceTemp",0.7,"Effect"
"623","PopulationDecline","None",0.5298,"SeaSurfaceTemp",0.7,"Effect"
"624","PopulationDecline","Reduced",0.2294,"SeaSurfaceTemp",0.7,"Effect"
"625","Growth","Effect",0.2002,"SeaSurfaceTemp",0.7,"Effect"
"626","Growth","No Effect",0.8008,"SeaSurfaceTemp",0.7,"Effect"
"627","Mortality","Effect",0.0704,"SeaSurfaceTemp",0.7,"Effect"
"628","Mortality","No Effect",0.9296,"SeaSurfaceTemp",0.7,"Effect"
"629","ReproductiveRate","Effect",0.2038,"SeaSurfaceTemp",0.7,"Effect"
"630","ReproductiveRate","No Effect",0.7901,"SeaSurfaceTemp",0.7,"Effect"
"631","PopulationDecline","Increased",0.2426,"SeaSurfaceTemp",0.71,"Effect"
"632","PopulationDecline","None",0.5285,"SeaSurfaceTemp",0.71,"Effect"
"633","PopulationDecline","Reduced",0.225,"SeaSurfaceTemp",0.71,"Effect"
"634","Growth","Effect",0.2036,"SeaSurfaceTemp",0.71,"Effect"
"635","Growth","No Effect",0.8056,"SeaSurfaceTemp",0.71,"Effect"
"636","Mortality","Effect",0.0744,"SeaSurfaceTemp",0.71,"Effect"
"637","Mortality","No Effect",0.9268,"SeaSurfaceTemp",0.71,"Effect"
"638","ReproductiveRate","Effect",0.2107,"SeaSurfaceTemp",0.71,"Effect"
"639","ReproductiveRate","No Effect",0.7942,"SeaSurfaceTemp",0.71,"Effect"
"640","PopulationDecline","Increased",0.2398,"SeaSurfaceTemp",0.72,"Effect"
"641","PopulationDecline","None",0.5299,"SeaSurfaceTemp",0.72,"Effect"
"642","PopulationDecline","Reduced",0.2301,"SeaSurfaceTemp",0.72,"Effect"
"643","Growth","Effect",0.202,"SeaSurfaceTemp",0.72,"Effect"
"644","Growth","No Effect",0.7974,"SeaSurfaceTemp",0.72,"Effect"
"645","Mortality","Effect",0.0735,"SeaSurfaceTemp",0.72,"Effect"
"646","Mortality","No Effect",0.9262,"SeaSurfaceTemp",0.72,"Effect"
"647","ReproductiveRate","Effect",0.2032,"SeaSurfaceTemp",0.72,"Effect"
"648","ReproductiveRate","No Effect",0.7899,"SeaSurfaceTemp",0.72,"Effect"
"649","PopulationDecline","Increased",0.2456,"SeaSurfaceTemp",0.73,"Effect"
"650","PopulationDecline","None",0.5261,"SeaSurfaceTemp",0.73,"Effect"
"651","PopulationDecline","Reduced",0.2287,"SeaSurfaceTemp",0.73,"Effect"
"652","Growth","Effect",0.1955,"SeaSurfaceTemp",0.73,"Effect"
"653","Growth","No Effect",0.7923,"SeaSurfaceTemp",0.73,"Effect"
"654","Mortality","Effect",0.0719,"SeaSurfaceTemp",0.73,"Effect"
"655","Mortality","No Effect",0.9271,"SeaSurfaceTemp",0.73,"Effect"
"656","ReproductiveRate","Effect",0.2074,"SeaSurfaceTemp",0.73,"Effect"
"657","ReproductiveRate","No Effect",0.786,"SeaSurfaceTemp",0.73,"Effect"
"658","PopulationDecline","Increased",0.2524,"SeaSurfaceTemp",0.74,"Effect"
"659","PopulationDecline","None",0.5336,"SeaSurfaceTemp",0.74,"Effect"
"660","PopulationDecline","Reduced",0.2253,"SeaSurfaceTemp",0.74,"Effect"
"661","Growth","Effect",0.2004,"SeaSurfaceTemp",0.74,"Effect"
"662","Growth","No Effect",0.8026,"SeaSurfaceTemp",0.74,"Effect"
"663","Mortality","Effect",0.0724,"SeaSurfaceTemp",0.74,"Effect"
"664","Mortality","No Effect",0.9277,"SeaSurfaceTemp",0.74,"Effect"
"665","ReproductiveRate","Effect",0.2084,"SeaSurfaceTemp",0.74,"Effect"
"666","ReproductiveRate","No Effect",0.7909,"SeaSurfaceTemp",0.74,"Effect"
