"","Node","Level","ProbabilityOutput","TestNode","ProbabilityInput","TestLevel"
"75","PopulationDecline","Reduced",0.2247,"MPConc",0.09,"Over 358"
"76","Growth","Effect",0.2452,"MPConc",0.09,"Over 358"
"77","Growth","No Effect",0.7659,"MPConc",0.09,"Over 358"
"78","Mortality","Effect",0.1034,"MPConc",0.09,"Over 358"
"79","Mortality","No Effect",0.9007,"MPConc",0.09,"Over 358"
"80","ReproductiveRate","Effect",0.1976,"MPConc",0.09,"Over 358"
"81","ReproductiveRate","No Effect",0.7942,"MPConc",0.09,"Over 358"
"82","PopulationDecline","Increased",0.2352,"MPConc",0.1,"Over 358"
"83","PopulationDecline","None",0.5515,"MPConc",0.1,"Over 358"
"84","PopulationDecline","Reduced",0.2203,"MPConc",0.1,"Over 358"
"85","Growth","Effect",0.2422,"MPConc",0.1,"Over 358"
"86","Growth","No Effect",0.7608,"MPConc",0.1,"Over 358"
"87","Mortality","Effect",0.1009,"MPConc",0.1,"Over 358"
"88","Mortality","No Effect",0.9004,"MPConc",0.1,"Over 358"
"89","ReproductiveRate","Effect",0.2041,"MPConc",0.1,"Over 358"
"90","ReproductiveRate","No Effect",0.7927,"MPConc",0.1,"Over 358"
"91","PopulationDecline","Increased",0.2301,"MPConc",0.11,"Over 358"
"92","PopulationDecline","None",0.5522,"MPConc",0.11,"Over 358"
"93","PopulationDecline","Reduced",0.2173,"MPConc",0.11,"Over 358"
"94","Growth","Effect",0.2396,"MPConc",0.11,"Over 358"
"95","Growth","No Effect",0.7628,"MPConc",0.11,"Over 358"
"96","Mortality","Effect",0.1026,"MPConc",0.11,"Over 358"
"97","Mortality","No Effect",0.8976,"MPConc",0.11,"Over 358"
"98","ReproductiveRate","Effect",0.2054,"MPConc",0.11,"Over 358"
"99","ReproductiveRate","No Effect",0.7891,"MPConc",0.11,"Over 358"
"100","PopulationDecline","Increased",0.2256,"MPConc",0.12,"Over 358"
"101","PopulationDecline","None",0.5397,"MPConc",0.12,"Over 358"
"102","PopulationDecline","Reduced",0.2177,"MPConc",0.12,"Over 358"
"103","Growth","Effect",0.2335,"MPConc",0.12,"Over 358"
"104","Growth","No Effect",0.7589,"MPConc",0.12,"Over 358"
"105","Mortality","Effect",0.103,"MPConc",0.12,"Over 358"
"106","Mortality","No Effect",0.8872,"MPConc",0.12,"Over 358"
"107","ReproductiveRate","Effect",0.2111,"MPConc",0.12,"Over 358"
"108","ReproductiveRate","No Effect",0.7907,"MPConc",0.12,"Over 358"
"109","PopulationDecline","Increased",0.2362,"MPConc",0.13,"Over 358"
"110","PopulationDecline","None",0.537,"MPConc",0.13,"Over 358"
"111","PopulationDecline","Reduced",0.2187,"MPConc",0.13,"Over 358"
"112","Growth","Effect",0.2364,"MPConc",0.13,"Over 358"
"113","Growth","No Effect",0.7614,"MPConc",0.13,"Over 358"
"114","Mortality","Effect",0.1082,"MPConc",0.13,"Over 358"
"115","Mortality","No Effect",0.8935,"MPConc",0.13,"Over 358"
"116","ReproductiveRate","Effect",0.2131,"MPConc",0.13,"Over 358"
"117","ReproductiveRate","No Effect",0.799,"MPConc",0.13,"Over 358"
"118","PopulationDecline","Increased",0.2371,"MPConc",0.14,"Over 358"
"119","PopulationDecline","None",0.5425,"MPConc",0.14,"Over 358"
"120","PopulationDecline","Reduced",0.2209,"MPConc",0.14,"Over 358"
"121","Growth","Effect",0.2367,"MPConc",0.14,"Over 358"
"122","Growth","No Effect",0.7717,"MPConc",0.14,"Over 358"
"123","Mortality","Effect",0.1135,"MPConc",0.14,"Over 358"
"124","Mortality","No Effect",0.8985,"MPConc",0.14,"Over 358"
"125","ReproductiveRate","Effect",0.2088,"MPConc",0.14,"Over 358"
"126","ReproductiveRate","No Effect",0.7857,"MPConc",0.14,"Over 358"
"127","PopulationDecline","Increased",0.2326,"MPConc",0.15,"Over 358"
"128","PopulationDecline","None",0.5353,"MPConc",0.15,"Over 358"
"129","PopulationDecline","Reduced",0.2183,"MPConc",0.15,"Over 358"
"130","Growth","Effect",0.2423,"MPConc",0.15,"Over 358"
"131","Growth","No Effect",0.7608,"MPConc",0.15,"Over 358"
"132","Mortality","Effect",0.1039,"MPConc",0.15,"Over 358"
"133","Mortality","No Effect",0.8943,"MPConc",0.15,"Over 358"
"134","ReproductiveRate","Effect",0.2047,"MPConc",0.15,"Over 358"
"135","ReproductiveRate","No Effect",0.7893,"MPConc",0.15,"Over 358"
"136","PopulationDecline","Increased",0.242,"MPConc",0.16,"Over 358"
"137","PopulationDecline","None",0.5538,"MPConc",0.16,"Over 358"
"138","PopulationDecline","Reduced",0.2138,"MPConc",0.16,"Over 358"
"139","Growth","Effect",0.236,"MPConc",0.16,"Over 358"
"140","Growth","No Effect",0.7646,"MPConc",0.16,"Over 358"
"141","Mortality","Effect",0.1047,"MPConc",0.16,"Over 358"
"142","Mortality","No Effect",0.89,"MPConc",0.16,"Over 358"
"143","ReproductiveRate","Effect",0.2119,"MPConc",0.16,"Over 358"
"144","ReproductiveRate","No Effect",0.7917,"MPConc",0.16,"Over 358"
"145","PopulationDecline","Increased",0.2344,"MPConc",0.17,"Over 358"
"146","PopulationDecline","None",0.5414,"MPConc",0.17,"Over 358"
"147","PopulationDecline","Reduced",0.2151,"MPConc",0.17,"Over 358"
"148","Growth","Effect",0.2461,"MPConc",0.17,"Over 358"
"149","Growth","No Effect",0.7581,"MPConc",0.17,"Over 358"
"150","Mortality","Effect",0.1059,"MPConc",0.17,"Over 358"
"151","Mortality","No Effect",0.889,"MPConc",0.17,"Over 358"
"152","ReproductiveRate","Effect",0.2141,"MPConc",0.17,"Over 358"
"153","ReproductiveRate","No Effect",0.7917,"MPConc",0.17,"Over 358"
"154","PopulationDecline","Increased",0.2339,"MPConc",0.18,"Over 358"
"155","PopulationDecline","None",0.5454,"MPConc",0.18,"Over 358"
"156","PopulationDecline","Reduced",0.2195,"MPConc",0.18,"Over 358"
"157","Growth","Effect",0.2351,"MPConc",0.18,"Over 358"
"158","Growth","No Effect",0.7586,"MPConc",0.18,"Over 358"
"159","Mortality","Effect",0.1131,"MPConc",0.18,"Over 358"
"160","Mortality","No Effect",0.8861,"MPConc",0.18,"Over 358"
"161","ReproductiveRate","Effect",0.2078,"MPConc",0.18,"Over 358"
"162","ReproductiveRate","No Effect",0.7929,"MPConc",0.18,"Over 358"
"163","PopulationDecline","Increased",0.228,"MPConc",0.19,"Over 358"
"164","PopulationDecline","None",0.5473,"MPConc",0.19,"Over 358"
"165","PopulationDecline","Reduced",0.2213,"MPConc",0.19,"Over 358"
"166","Growth","Effect",0.2409,"MPConc",0.19,"Over 358"
"167","Growth","No Effect",0.7591,"MPConc",0.19,"Over 358"
"168","Mortality","Effect",0.1108,"MPConc",0.19,"Over 358"
"169","Mortality","No Effect",0.8903,"MPConc",0.19,"Over 358"
"170","ReproductiveRate","Effect",0.218,"MPConc",0.19,"Over 358"
"171","ReproductiveRate","No Effect",0.7841,"MPConc",0.19,"Over 358"
"172","PopulationDecline","Increased",0.2263,"MPConc",0.2,"Over 358"
"173","PopulationDecline","None",0.541,"MPConc",0.2,"Over 358"
"174","PopulationDecline","Reduced",0.2162,"MPConc",0.2,"Over 358"
"175","Growth","Effect",0.2464,"MPConc",0.2,"Over 358"
"176","Growth","No Effect",0.7664,"MPConc",0.2,"Over 358"
"177","Mortality","Effect",0.1124,"MPConc",0.2,"Over 358"
"178","Mortality","No Effect",0.8934,"MPConc",0.2,"Over 358"
"179","ReproductiveRate","Effect",0.2091,"MPConc",0.2,"Over 358"
"180","ReproductiveRate","No Effect",0.7835,"MPConc",0.2,"Over 358"
"181","PopulationDecline","Increased",0.2306,"MPConc",0.21,"Over 358"
"182","PopulationDecline","None",0.552,"MPConc",0.21,"Over 358"
"183","PopulationDecline","Reduced",0.2147,"MPConc",0.21,"Over 358"
"184","Growth","Effect",0.243,"MPConc",0.21,"Over 358"
"185","Growth","No Effect",0.7626,"MPConc",0.21,"Over 358"
"186","Mortality","Effect",0.1122,"MPConc",0.21,"Over 358"
"187","Mortality","No Effect",0.8937,"MPConc",0.21,"Over 358"
"188","ReproductiveRate","Effect",0.2115,"MPConc",0.21,"Over 358"
"189","ReproductiveRate","No Effect",0.7847,"MPConc",0.21,"Over 358"
"190","PopulationDecline","Increased",0.2283,"MPConc",0.22,"Over 358"
"191","PopulationDecline","None",0.5582,"MPConc",0.22,"Over 358"
"192","PopulationDecline","Reduced",0.2179,"MPConc",0.22,"Over 358"
"193","Growth","Effect",0.2404,"MPConc",0.22,"Over 358"
"194","Growth","No Effect",0.7564,"MPConc",0.22,"Over 358"
"195","Mortality","Effect",0.1188,"MPConc",0.22,"Over 358"
"196","Mortality","No Effect",0.8901,"MPConc",0.22,"Over 358"
"197","ReproductiveRate","Effect",0.2193,"MPConc",0.22,"Over 358"
"198","ReproductiveRate","No Effect",0.7875,"MPConc",0.22,"Over 358"
"199","PopulationDecline","Increased",0.2228,"MPConc",0.23,"Over 358"
"200","PopulationDecline","None",0.5533,"MPConc",0.23,"Over 358"
"201","PopulationDecline","Reduced",0.2228,"MPConc",0.23,"Over 358"
"202","Growth","Effect",0.2431,"MPConc",0.23,"Over 358"
"203","Growth","No Effect",0.7598,"MPConc",0.23,"Over 358"
"204","Mortality","Effect",0.1147,"MPConc",0.23,"Over 358"
"205","Mortality","No Effect",0.8875,"MPConc",0.23,"Over 358"
"206","ReproductiveRate","Effect",0.2128,"MPConc",0.23,"Over 358"
"207","ReproductiveRate","No Effect",0.7854,"MPConc",0.23,"Over 358"
"208","PopulationDecline","Increased",0.2249,"MPConc",0.24,"Over 358"
"209","PopulationDecline","None",0.5496,"MPConc",0.24,"Over 358"
"210","PopulationDecline","Reduced",0.2216,"MPConc",0.24,"Over 358"
"211","Growth","Effect",0.2344,"MPConc",0.24,"Over 358"
"212","Growth","No Effect",0.7625,"MPConc",0.24,"Over 358"
"213","Mortality","Effect",0.1082,"MPConc",0.24,"Over 358"
"214","Mortality","No Effect",0.8873,"MPConc",0.24,"Over 358"
"215","ReproductiveRate","Effect",0.2149,"MPConc",0.24,"Over 358"
"216","ReproductiveRate","No Effect",0.7811,"MPConc",0.24,"Over 358"
"217","PopulationDecline","Increased",0.2314,"MPConc",0.25,"Over 358"
"218","PopulationDecline","None",0.5583,"MPConc",0.25,"Over 358"
"219","PopulationDecline","Reduced",0.2223,"MPConc",0.25,"Over 358"
"220","Growth","Effect",0.246,"MPConc",0.25,"Over 358"
"221","Growth","No Effect",0.7651,"MPConc",0.25,"Over 358"
"222","Mortality","Effect",0.1164,"MPConc",0.25,"Over 358"
"223","Mortality","No Effect",0.8893,"MPConc",0.25,"Over 358"
"224","ReproductiveRate","Effect",0.2151,"MPConc",0.25,"Over 358"
"225","ReproductiveRate","No Effect",0.7842,"MPConc",0.25,"Over 358"
"226","PopulationDecline","Increased",0.2301,"MPConc",0.26,"Over 358"
"227","PopulationDecline","None",0.548,"MPConc",0.26,"Over 358"
"228","PopulationDecline","Reduced",0.2188,"MPConc",0.26,"Over 358"
"229","Growth","Effect",0.2473,"MPConc",0.26,"Over 358"
"230","Growth","No Effect",0.7579,"MPConc",0.26,"Over 358"
"231","Mortality","Effect",0.1132,"MPConc",0.26,"Over 358"
"232","Mortality","No Effect",0.8876,"MPConc",0.26,"Over 358"
"233","ReproductiveRate","Effect",0.2234,"MPConc",0.26,"Over 358"
"234","ReproductiveRate","No Effect",0.779,"MPConc",0.26,"Over 358"
"235","PopulationDecline","Increased",0.2304,"MPConc",0.27,"Over 358"
"236","PopulationDecline","None",0.5493,"MPConc",0.27,"Over 358"
"237","PopulationDecline","Reduced",0.2208,"MPConc",0.27,"Over 358"
"238","Growth","Effect",0.2439,"MPConc",0.27,"Over 358"
"239","Growth","No Effect",0.752,"MPConc",0.27,"Over 358"
"240","Mortality","Effect",0.1146,"MPConc",0.27,"Over 358"
"241","Mortality","No Effect",0.8814,"MPConc",0.27,"Over 358"
"242","ReproductiveRate","Effect",0.214,"MPConc",0.27,"Over 358"
"243","ReproductiveRate","No Effect",0.7841,"MPConc",0.27,"Over 358"
"244","PopulationDecline","Increased",0.2335,"MPConc",0.28,"Over 358"
"245","PopulationDecline","None",0.5581,"MPConc",0.28,"Over 358"
"246","PopulationDecline","Reduced",0.2153,"MPConc",0.28,"Over 358"
"247","Growth","Effect",0.238,"MPConc",0.28,"Over 358"
"248","Growth","No Effect",0.755,"MPConc",0.28,"Over 358"
"249","Mortality","Effect",0.1149,"MPConc",0.28,"Over 358"
"250","Mortality","No Effect",0.8826,"MPConc",0.28,"Over 358"
"251","ReproductiveRate","Effect",0.2211,"MPConc",0.28,"Over 358"
"252","ReproductiveRate","No Effect",0.7838,"MPConc",0.28,"Over 358"
"253","PopulationDecline","Increased",0.2309,"MPConc",0.29,"Over 358"
"254","PopulationDecline","None",0.5608,"MPConc",0.29,"Over 358"
"255","PopulationDecline","Reduced",0.2135,"MPConc",0.29,"Over 358"
"256","Growth","Effect",0.2426,"MPConc",0.29,"Over 358"
"257","Growth","No Effect",0.7571,"MPConc",0.29,"Over 358"
"258","Mortality","Effect",0.1135,"MPConc",0.29,"Over 358"
"259","Mortality","No Effect",0.8819,"MPConc",0.29,"Over 358"
"260","ReproductiveRate","Effect",0.2243,"MPConc",0.29,"Over 358"
"261","ReproductiveRate","No Effect",0.7785,"MPConc",0.29,"Over 358"
"262","PopulationDecline","Increased",0.2298,"MPConc",0.3,"Over 358"
"263","PopulationDecline","None",0.5536,"MPConc",0.3,"Over 358"
"264","PopulationDecline","Reduced",0.2159,"MPConc",0.3,"Over 358"
"265","Growth","Effect",0.2439,"MPConc",0.3,"Over 358"
"266","Growth","No Effect",0.7514,"MPConc",0.3,"Over 358"
"267","Mortality","Effect",0.1187,"MPConc",0.3,"Over 358"
"268","Mortality","No Effect",0.8826,"MPConc",0.3,"Over 358"
"269","ReproductiveRate","Effect",0.2199,"MPConc",0.3,"Over 358"
"270","ReproductiveRate","No Effect",0.7802,"MPConc",0.3,"Over 358"
"271","PopulationDecline","Increased",0.2268,"MPConc",0.31,"Over 358"
"272","PopulationDecline","None",0.5578,"MPConc",0.31,"Over 358"
"273","PopulationDecline","Reduced",0.2207,"MPConc",0.31,"Over 358"
"274","Growth","Effect",0.2503,"MPConc",0.31,"Over 358"
"275","Growth","No Effect",0.7673,"MPConc",0.31,"Over 358"
"276","Mortality","Effect",0.1178,"MPConc",0.31,"Over 358"
"277","Mortality","No Effect",0.8808,"MPConc",0.31,"Over 358"
"278","ReproductiveRate","Effect",0.2158,"MPConc",0.31,"Over 358"
"279","ReproductiveRate","No Effect",0.785,"MPConc",0.31,"Over 358"
"280","PopulationDecline","Increased",0.2435,"MPConc",0.32,"Over 358"
"281","PopulationDecline","None",0.5559,"MPConc",0.32,"Over 358"
"282","PopulationDecline","Reduced",0.2112,"MPConc",0.32,"Over 358"
"283","Growth","Effect",0.2435,"MPConc",0.32,"Over 358"
"284","Growth","No Effect",0.7635,"MPConc",0.32,"Over 358"
"285","Mortality","Effect",0.1239,"MPConc",0.32,"Over 358"
"286","Mortality","No Effect",0.8833,"MPConc",0.32,"Over 358"
"287","ReproductiveRate","Effect",0.2202,"MPConc",0.32,"Over 358"
"288","ReproductiveRate","No Effect",0.7863,"MPConc",0.32,"Over 358"
"289","PopulationDecline","Increased",0.2234,"MPConc",0.33,"Over 358"
"290","PopulationDecline","None",0.5514,"MPConc",0.33,"Over 358"
"291","PopulationDecline","Reduced",0.2191,"MPConc",0.33,"Over 358"
"292","Growth","Effect",0.2411,"MPConc",0.33,"Over 358"
"293","Growth","No Effect",0.7564,"MPConc",0.33,"Over 358"
"294","Mortality","Effect",0.1198,"MPConc",0.33,"Over 358"
"295","Mortality","No Effect",0.8777,"MPConc",0.33,"Over 358"
"296","ReproductiveRate","Effect",0.2215,"MPConc",0.33,"Over 358"
"297","ReproductiveRate","No Effect",0.7795,"MPConc",0.33,"Over 358"
"298","PopulationDecline","Increased",0.2319,"MPConc",0.34,"Over 358"
"299","PopulationDecline","None",0.5608,"MPConc",0.34,"Over 358"
"300","PopulationDecline","Reduced",0.22,"MPConc",0.34,"Over 358"
"301","Growth","Effect",0.2455,"MPConc",0.34,"Over 358"
"302","Growth","No Effect",0.7513,"MPConc",0.34,"Over 358"
"303","Mortality","Effect",0.1172,"MPConc",0.34,"Over 358"
"304","Mortality","No Effect",0.8816,"MPConc",0.34,"Over 358"
"305","ReproductiveRate","Effect",0.2186,"MPConc",0.34,"Over 358"
"306","ReproductiveRate","No Effect",0.7784,"MPConc",0.34,"Over 358"
"307","PopulationDecline","Increased",0.23,"MPConc",0.35,"Over 358"
"308","PopulationDecline","None",0.558,"MPConc",0.35,"Over 358"
"309","PopulationDecline","Reduced",0.2111,"MPConc",0.35,"Over 358"
"310","Growth","Effect",0.2569,"MPConc",0.35,"Over 358"
"311","Growth","No Effect",0.752,"MPConc",0.35,"Over 358"
"312","Mortality","Effect",0.1202,"MPConc",0.35,"Over 358"
"313","Mortality","No Effect",0.8807,"MPConc",0.35,"Over 358"
"314","ReproductiveRate","Effect",0.2227,"MPConc",0.35,"Over 358"
"315","ReproductiveRate","No Effect",0.7852,"MPConc",0.35,"Over 358"
"316","PopulationDecline","Increased",0.2229,"MPConc",0.36,"Over 358"
"317","PopulationDecline","None",0.5556,"MPConc",0.36,"Over 358"
"318","PopulationDecline","Reduced",0.2182,"MPConc",0.36,"Over 358"
"319","Growth","Effect",0.2491,"MPConc",0.36,"Over 358"
"320","Growth","No Effect",0.7545,"MPConc",0.36,"Over 358"
"321","Mortality","Effect",0.1198,"MPConc",0.36,"Over 358"
"322","Mortality","No Effect",0.8789,"MPConc",0.36,"Over 358"
"323","ReproductiveRate","Effect",0.2213,"MPConc",0.36,"Over 358"
"324","ReproductiveRate","No Effect",0.771,"MPConc",0.36,"Over 358"
"325","PopulationDecline","Increased",0.2234,"MPConc",0.37,"Over 358"
"326","PopulationDecline","None",0.548,"MPConc",0.37,"Over 358"
"327","PopulationDecline","Reduced",0.216,"MPConc",0.37,"Over 358"
"328","Growth","Effect",0.2466,"MPConc",0.37,"Over 358"
"329","Growth","No Effect",0.7549,"MPConc",0.37,"Over 358"
"330","Mortality","Effect",0.1238,"MPConc",0.37,"Over 358"
"331","Mortality","No Effect",0.8758,"MPConc",0.37,"Over 358"
"332","ReproductiveRate","Effect",0.2247,"MPConc",0.37,"Over 358"
"333","ReproductiveRate","No Effect",0.7802,"MPConc",0.37,"Over 358"
"334","PopulationDecline","Increased",0.2295,"MPConc",0.38,"Over 358"
"335","PopulationDecline","None",0.5643,"MPConc",0.38,"Over 358"
"336","PopulationDecline","Reduced",0.2167,"MPConc",0.38,"Over 358"
"337","Growth","Effect",0.2494,"MPConc",0.38,"Over 358"
"338","Growth","No Effect",0.7495,"MPConc",0.38,"Over 358"
"339","Mortality","Effect",0.1215,"MPConc",0.38,"Over 358"
"340","Mortality","No Effect",0.8771,"MPConc",0.38,"Over 358"
"341","ReproductiveRate","Effect",0.2228,"MPConc",0.38,"Over 358"
"342","ReproductiveRate","No Effect",0.7768,"MPConc",0.38,"Over 358"
"343","PopulationDecline","Increased",0.2171,"MPConc",0.39,"Over 358"
"344","PopulationDecline","None",0.5575,"MPConc",0.39,"Over 358"
"345","PopulationDecline","Reduced",0.2163,"MPConc",0.39,"Over 358"
"346","Growth","Effect",0.2475,"MPConc",0.39,"Over 358"
"347","Growth","No Effect",0.7494,"MPConc",0.39,"Over 358"
"348","Mortality","Effect",0.1254,"MPConc",0.39,"Over 358"
"349","Mortality","No Effect",0.876,"MPConc",0.39,"Over 358"
"350","ReproductiveRate","Effect",0.2286,"MPConc",0.39,"Over 358"
"351","ReproductiveRate","No Effect",0.7819,"MPConc",0.39,"Over 358"
"352","PopulationDecline","Increased",0.2196,"MPConc",0.4,"Over 358"
"353","PopulationDecline","None",0.5568,"MPConc",0.4,"Over 358"
"354","PopulationDecline","Reduced",0.22,"MPConc",0.4,"Over 358"
"355","Growth","Effect",0.2493,"MPConc",0.4,"Over 358"
"356","Growth","No Effect",0.7487,"MPConc",0.4,"Over 358"
"357","Mortality","Effect",0.1261,"MPConc",0.4,"Over 358"
"358","Mortality","No Effect",0.8813,"MPConc",0.4,"Over 358"
"359","ReproductiveRate","Effect",0.2227,"MPConc",0.4,"Over 358"
"360","ReproductiveRate","No Effect",0.7746,"MPConc",0.4,"Over 358"
"361","PopulationDecline","Increased",0.222,"MPConc",0.41,"Over 358"
"362","PopulationDecline","None",0.562,"MPConc",0.41,"Over 358"
"363","PopulationDecline","Reduced",0.2205,"MPConc",0.41,"Over 358"
"364","Growth","Effect",0.2539,"MPConc",0.41,"Over 358"
"365","Growth","No Effect",0.757,"MPConc",0.41,"Over 358"
"366","Mortality","Effect",0.1222,"MPConc",0.41,"Over 358"
"367","Mortality","No Effect",0.8788,"MPConc",0.41,"Over 358"
"368","ReproductiveRate","Effect",0.2219,"MPConc",0.41,"Over 358"
"369","ReproductiveRate","No Effect",0.7792,"MPConc",0.41,"Over 358"
"370","PopulationDecline","Increased",0.2263,"MPConc",0.42,"Over 358"
"371","PopulationDecline","None",0.5615,"MPConc",0.42,"Over 358"
"372","PopulationDecline","Reduced",0.2189,"MPConc",0.42,"Over 358"
"373","Growth","Effect",0.2469,"MPConc",0.42,"Over 358"
"374","Growth","No Effect",0.7503,"MPConc",0.42,"Over 358"
"375","Mortality","Effect",0.1253,"MPConc",0.42,"Over 358"
"376","Mortality","No Effect",0.8685,"MPConc",0.42,"Over 358"
"377","ReproductiveRate","Effect",0.2275,"MPConc",0.42,"Over 358"
"378","ReproductiveRate","No Effect",0.773,"MPConc",0.42,"Over 358"
"379","PopulationDecline","Increased",0.2332,"MPConc",0.43,"Over 358"
"380","PopulationDecline","None",0.5546,"MPConc",0.43,"Over 358"
"381","PopulationDecline","Reduced",0.2185,"MPConc",0.43,"Over 358"
"382","Growth","Effect",0.256,"MPConc",0.43,"Over 358"
"383","Growth","No Effect",0.7511,"MPConc",0.43,"Over 358"
"384","Mortality","Effect",0.1325,"MPConc",0.43,"Over 358"
"385","Mortality","No Effect",0.8742,"MPConc",0.43,"Over 358"
"386","ReproductiveRate","Effect",0.2238,"MPConc",0.43,"Over 358"
"387","ReproductiveRate","No Effect",0.7755,"MPConc",0.43,"Over 358"
"388","PopulationDecline","Increased",0.2232,"MPConc",0.44,"Over 358"
"389","PopulationDecline","None",0.5616,"MPConc",0.44,"Over 358"
