"","Node","Level","ProbabilityOutput","TestNode","ProbabilityInput","TestLevel"
"305","ReproductiveRate","Effect",0.2166,"MPConc_SST_AT",0.34,"Over 358_Effect"
"306","ReproductiveRate","No Effect",0.7772,"MPConc_SST_AT",0.34,"Over 358_Effect"
"307","PopulationDecline","Increased",0.2358,"MPConc_SST_AT",0.35,"Over 358_Effect"
"308","PopulationDecline","None",0.554,"MPConc_SST_AT",0.35,"Over 358_Effect"
"309","PopulationDecline","Reduced",0.2222,"MPConc_SST_AT",0.35,"Over 358_Effect"
"310","Growth","Effect",0.2509,"MPConc_SST_AT",0.35,"Over 358_Effect"
"311","Growth","No Effect",0.7473,"MPConc_SST_AT",0.35,"Over 358_Effect"
"312","Mortality","Effect",0.1095,"MPConc_SST_AT",0.35,"Over 358_Effect"
"313","Mortality","No Effect",0.8858,"MPConc_SST_AT",0.35,"Over 358_Effect"
"314","ReproductiveRate","Effect",0.224,"MPConc_SST_AT",0.35,"Over 358_Effect"
"315","ReproductiveRate","No Effect",0.7775,"MPConc_SST_AT",0.35,"Over 358_Effect"
"316","PopulationDecline","Increased",0.2264,"MPConc_SST_AT",0.36,"Over 358_Effect"
"317","PopulationDecline","None",0.5605,"MPConc_SST_AT",0.36,"Over 358_Effect"
"318","PopulationDecline","Reduced",0.22,"MPConc_SST_AT",0.36,"Over 358_Effect"
"319","Growth","Effect",0.2496,"MPConc_SST_AT",0.36,"Over 358_Effect"
"320","Growth","No Effect",0.7453,"MPConc_SST_AT",0.36,"Over 358_Effect"
"321","Mortality","Effect",0.1127,"MPConc_SST_AT",0.36,"Over 358_Effect"
"322","Mortality","No Effect",0.8876,"MPConc_SST_AT",0.36,"Over 358_Effect"
"323","ReproductiveRate","Effect",0.2152,"MPConc_SST_AT",0.36,"Over 358_Effect"
"324","ReproductiveRate","No Effect",0.7743,"MPConc_SST_AT",0.36,"Over 358_Effect"
"325","PopulationDecline","Increased",0.2272,"MPConc_SST_AT",0.37,"Over 358_Effect"
"326","PopulationDecline","None",0.5497,"MPConc_SST_AT",0.37,"Over 358_Effect"
"327","PopulationDecline","Reduced",0.2146,"MPConc_SST_AT",0.37,"Over 358_Effect"
"328","Growth","Effect",0.248,"MPConc_SST_AT",0.37,"Over 358_Effect"
"329","Growth","No Effect",0.7555,"MPConc_SST_AT",0.37,"Over 358_Effect"
"330","Mortality","Effect",0.1144,"MPConc_SST_AT",0.37,"Over 358_Effect"
"331","Mortality","No Effect",0.8916,"MPConc_SST_AT",0.37,"Over 358_Effect"
"332","ReproductiveRate","Effect",0.2242,"MPConc_SST_AT",0.37,"Over 358_Effect"
"333","ReproductiveRate","No Effect",0.7761,"MPConc_SST_AT",0.37,"Over 358_Effect"
"334","PopulationDecline","Increased",0.226,"MPConc_SST_AT",0.38,"Over 358_Effect"
"335","PopulationDecline","None",0.5446,"MPConc_SST_AT",0.38,"Over 358_Effect"
"336","PopulationDecline","Reduced",0.2144,"MPConc_SST_AT",0.38,"Over 358_Effect"
"337","Growth","Effect",0.2585,"MPConc_SST_AT",0.38,"Over 358_Effect"
"338","Growth","No Effect",0.7512,"MPConc_SST_AT",0.38,"Over 358_Effect"
"339","Mortality","Effect",0.1215,"MPConc_SST_AT",0.38,"Over 358_Effect"
"340","Mortality","No Effect",0.8843,"MPConc_SST_AT",0.38,"Over 358_Effect"
"341","ReproductiveRate","Effect",0.2206,"MPConc_SST_AT",0.38,"Over 358_Effect"
"342","ReproductiveRate","No Effect",0.7784,"MPConc_SST_AT",0.38,"Over 358_Effect"
"343","PopulationDecline","Increased",0.2266,"MPConc_SST_AT",0.39,"Over 358_Effect"
"344","PopulationDecline","None",0.5489,"MPConc_SST_AT",0.39,"Over 358_Effect"
"345","PopulationDecline","Reduced",0.2228,"MPConc_SST_AT",0.39,"Over 358_Effect"
"346","Growth","Effect",0.25,"MPConc_SST_AT",0.39,"Over 358_Effect"
"347","Growth","No Effect",0.7425,"MPConc_SST_AT",0.39,"Over 358_Effect"
"348","Mortality","Effect",0.1134,"MPConc_SST_AT",0.39,"Over 358_Effect"
"349","Mortality","No Effect",0.8856,"MPConc_SST_AT",0.39,"Over 358_Effect"
"350","ReproductiveRate","Effect",0.219,"MPConc_SST_AT",0.39,"Over 358_Effect"
"351","ReproductiveRate","No Effect",0.7791,"MPConc_SST_AT",0.39,"Over 358_Effect"
"352","PopulationDecline","Increased",0.2266,"MPConc_SST_AT",0.4,"Over 358_Effect"
"353","PopulationDecline","None",0.5469,"MPConc_SST_AT",0.4,"Over 358_Effect"
"354","PopulationDecline","Reduced",0.2151,"MPConc_SST_AT",0.4,"Over 358_Effect"
"355","Growth","Effect",0.2524,"MPConc_SST_AT",0.4,"Over 358_Effect"
"356","Growth","No Effect",0.752,"MPConc_SST_AT",0.4,"Over 358_Effect"
"357","Mortality","Effect",0.1121,"MPConc_SST_AT",0.4,"Over 358_Effect"
"358","Mortality","No Effect",0.8879,"MPConc_SST_AT",0.4,"Over 358_Effect"
"359","ReproductiveRate","Effect",0.2208,"MPConc_SST_AT",0.4,"Over 358_Effect"
"360","ReproductiveRate","No Effect",0.7707,"MPConc_SST_AT",0.4,"Over 358_Effect"
"361","PopulationDecline","Increased",0.2289,"MPConc_SST_AT",0.41,"Over 358_Effect"
"362","PopulationDecline","None",0.5537,"MPConc_SST_AT",0.41,"Over 358_Effect"
"363","PopulationDecline","Reduced",0.2236,"MPConc_SST_AT",0.41,"Over 358_Effect"
"364","Growth","Effect",0.2548,"MPConc_SST_AT",0.41,"Over 358_Effect"
"365","Growth","No Effect",0.7443,"MPConc_SST_AT",0.41,"Over 358_Effect"
"366","Mortality","Effect",0.1137,"MPConc_SST_AT",0.41,"Over 358_Effect"
"367","Mortality","No Effect",0.8916,"MPConc_SST_AT",0.41,"Over 358_Effect"
"368","ReproductiveRate","Effect",0.218,"MPConc_SST_AT",0.41,"Over 358_Effect"
"369","ReproductiveRate","No Effect",0.7754,"MPConc_SST_AT",0.41,"Over 358_Effect"
"370","PopulationDecline","Increased",0.2263,"MPConc_SST_AT",0.42,"Over 358_Effect"
"371","PopulationDecline","None",0.5479,"MPConc_SST_AT",0.42,"Over 358_Effect"
"372","PopulationDecline","Reduced",0.2156,"MPConc_SST_AT",0.42,"Over 358_Effect"
"373","Growth","Effect",0.2515,"MPConc_SST_AT",0.42,"Over 358_Effect"
"374","Growth","No Effect",0.7499,"MPConc_SST_AT",0.42,"Over 358_Effect"
"375","Mortality","Effect",0.1159,"MPConc_SST_AT",0.42,"Over 358_Effect"
"376","Mortality","No Effect",0.8865,"MPConc_SST_AT",0.42,"Over 358_Effect"
"377","ReproductiveRate","Effect",0.2266,"MPConc_SST_AT",0.42,"Over 358_Effect"
"378","ReproductiveRate","No Effect",0.7828,"MPConc_SST_AT",0.42,"Over 358_Effect"
"379","PopulationDecline","Increased",0.2306,"MPConc_SST_AT",0.43,"Over 358_Effect"
"380","PopulationDecline","None",0.5525,"MPConc_SST_AT",0.43,"Over 358_Effect"
"381","PopulationDecline","Reduced",0.2258,"MPConc_SST_AT",0.43,"Over 358_Effect"
"382","Growth","Effect",0.2555,"MPConc_SST_AT",0.43,"Over 358_Effect"
"383","Growth","No Effect",0.7459,"MPConc_SST_AT",0.43,"Over 358_Effect"
"384","Mortality","Effect",0.1099,"MPConc_SST_AT",0.43,"Over 358_Effect"
"385","Mortality","No Effect",0.8913,"MPConc_SST_AT",0.43,"Over 358_Effect"
"386","ReproductiveRate","Effect",0.2237,"MPConc_SST_AT",0.43,"Over 358_Effect"
"387","ReproductiveRate","No Effect",0.7668,"MPConc_SST_AT",0.43,"Over 358_Effect"
"388","PopulationDecline","Increased",0.2237,"MPConc_SST_AT",0.44,"Over 358_Effect"
"389","PopulationDecline","None",0.5461,"MPConc_SST_AT",0.44,"Over 358_Effect"
"390","PopulationDecline","Reduced",0.2236,"MPConc_SST_AT",0.44,"Over 358_Effect"
"391","Growth","Effect",0.2551,"MPConc_SST_AT",0.44,"Over 358_Effect"
"392","Growth","No Effect",0.7442,"MPConc_SST_AT",0.44,"Over 358_Effect"
"393","Mortality","Effect",0.1068,"MPConc_SST_AT",0.44,"Over 358_Effect"
"394","Mortality","No Effect",0.8862,"MPConc_SST_AT",0.44,"Over 358_Effect"
"395","ReproductiveRate","Effect",0.2239,"MPConc_SST_AT",0.44,"Over 358_Effect"
"396","ReproductiveRate","No Effect",0.7784,"MPConc_SST_AT",0.44,"Over 358_Effect"
"397","PopulationDecline","Increased",0.2269,"MPConc_SST_AT",0.45,"Over 358_Effect"
"398","PopulationDecline","None",0.5502,"MPConc_SST_AT",0.45,"Over 358_Effect"
"399","PopulationDecline","Reduced",0.2197,"MPConc_SST_AT",0.45,"Over 358_Effect"
"400","Growth","Effect",0.2518,"MPConc_SST_AT",0.45,"Over 358_Effect"
"401","Growth","No Effect",0.7485,"MPConc_SST_AT",0.45,"Over 358_Effect"
"402","Mortality","Effect",0.1091,"MPConc_SST_AT",0.45,"Over 358_Effect"
"403","Mortality","No Effect",0.8895,"MPConc_SST_AT",0.45,"Over 358_Effect"
"404","ReproductiveRate","Effect",0.2242,"MPConc_SST_AT",0.45,"Over 358_Effect"
"405","ReproductiveRate","No Effect",0.7735,"MPConc_SST_AT",0.45,"Over 358_Effect"
"406","PopulationDecline","Increased",0.2292,"MPConc_SST_AT",0.46,"Over 358_Effect"
"407","PopulationDecline","None",0.5485,"MPConc_SST_AT",0.46,"Over 358_Effect"
"408","PopulationDecline","Reduced",0.2212,"MPConc_SST_AT",0.46,"Over 358_Effect"
"409","Growth","Effect",0.255,"MPConc_SST_AT",0.46,"Over 358_Effect"
"410","Growth","No Effect",0.7514,"MPConc_SST_AT",0.46,"Over 358_Effect"
"411","Mortality","Effect",0.1119,"MPConc_SST_AT",0.46,"Over 358_Effect"
"412","Mortality","No Effect",0.8884,"MPConc_SST_AT",0.46,"Over 358_Effect"
"413","ReproductiveRate","Effect",0.2306,"MPConc_SST_AT",0.46,"Over 358_Effect"
"414","ReproductiveRate","No Effect",0.7737,"MPConc_SST_AT",0.46,"Over 358_Effect"
"415","PopulationDecline","Increased",0.2281,"MPConc_SST_AT",0.47,"Over 358_Effect"
"416","PopulationDecline","None",0.5586,"MPConc_SST_AT",0.47,"Over 358_Effect"
"417","PopulationDecline","Reduced",0.2143,"MPConc_SST_AT",0.47,"Over 358_Effect"
"418","Growth","Effect",0.252,"MPConc_SST_AT",0.47,"Over 358_Effect"
"419","Growth","No Effect",0.7456,"MPConc_SST_AT",0.47,"Over 358_Effect"
"420","Mortality","Effect",0.1102,"MPConc_SST_AT",0.47,"Over 358_Effect"
"421","Mortality","No Effect",0.8894,"MPConc_SST_AT",0.47,"Over 358_Effect"
"422","ReproductiveRate","Effect",0.2323,"MPConc_SST_AT",0.47,"Over 358_Effect"
"423","ReproductiveRate","No Effect",0.7792,"MPConc_SST_AT",0.47,"Over 358_Effect"
"424","PopulationDecline","Increased",0.2287,"MPConc_SST_AT",0.48,"Over 358_Effect"
"425","PopulationDecline","None",0.5483,"MPConc_SST_AT",0.48,"Over 358_Effect"
"426","PopulationDecline","Reduced",0.2218,"MPConc_SST_AT",0.48,"Over 358_Effect"
"427","Growth","Effect",0.2498,"MPConc_SST_AT",0.48,"Over 358_Effect"
"428","Growth","No Effect",0.7456,"MPConc_SST_AT",0.48,"Over 358_Effect"
"429","Mortality","Effect",0.1059,"MPConc_SST_AT",0.48,"Over 358_Effect"
"430","Mortality","No Effect",0.886,"MPConc_SST_AT",0.48,"Over 358_Effect"
"431","ReproductiveRate","Effect",0.2327,"MPConc_SST_AT",0.48,"Over 358_Effect"
"432","ReproductiveRate","No Effect",0.7663,"MPConc_SST_AT",0.48,"Over 358_Effect"
"433","PopulationDecline","Increased",0.2248,"MPConc_SST_AT",0.49,"Over 358_Effect"
"434","PopulationDecline","None",0.5545,"MPConc_SST_AT",0.49,"Over 358_Effect"
"435","PopulationDecline","Reduced",0.217,"MPConc_SST_AT",0.49,"Over 358_Effect"
"436","Growth","Effect",0.2576,"MPConc_SST_AT",0.49,"Over 358_Effect"
"437","Growth","No Effect",0.744,"MPConc_SST_AT",0.49,"Over 358_Effect"
"438","Mortality","Effect",0.111,"MPConc_SST_AT",0.49,"Over 358_Effect"
"439","Mortality","No Effect",0.8907,"MPConc_SST_AT",0.49,"Over 358_Effect"
"440","ReproductiveRate","Effect",0.2266,"MPConc_SST_AT",0.49,"Over 358_Effect"
"441","ReproductiveRate","No Effect",0.7738,"MPConc_SST_AT",0.49,"Over 358_Effect"
"442","PopulationDecline","Increased",0.2348,"MPConc_SST_AT",0.5,"Over 358_Effect"
"443","PopulationDecline","None",0.547,"MPConc_SST_AT",0.5,"Over 358_Effect"
"444","PopulationDecline","Reduced",0.2212,"MPConc_SST_AT",0.5,"Over 358_Effect"
"445","Growth","Effect",0.264,"MPConc_SST_AT",0.5,"Over 358_Effect"
"446","Growth","No Effect",0.739,"MPConc_SST_AT",0.5,"Over 358_Effect"
"447","Mortality","Effect",0.1119,"MPConc_SST_AT",0.5,"Over 358_Effect"
"448","Mortality","No Effect",0.8915,"MPConc_SST_AT",0.5,"Over 358_Effect"
"449","ReproductiveRate","Effect",0.2191,"MPConc_SST_AT",0.5,"Over 358_Effect"
"450","ReproductiveRate","No Effect",0.7751,"MPConc_SST_AT",0.5,"Over 358_Effect"
"451","PopulationDecline","Increased",0.2268,"MPConc_SST_AT",0.51,"Over 358_Effect"
"452","PopulationDecline","None",0.5436,"MPConc_SST_AT",0.51,"Over 358_Effect"
"453","PopulationDecline","Reduced",0.2146,"MPConc_SST_AT",0.51,"Over 358_Effect"
"454","Growth","Effect",0.2556,"MPConc_SST_AT",0.51,"Over 358_Effect"
"455","Growth","No Effect",0.7481,"MPConc_SST_AT",0.51,"Over 358_Effect"
"456","Mortality","Effect",0.1054,"MPConc_SST_AT",0.51,"Over 358_Effect"
"457","Mortality","No Effect",0.8908,"MPConc_SST_AT",0.51,"Over 358_Effect"
"458","ReproductiveRate","Effect",0.233,"MPConc_SST_AT",0.51,"Over 358_Effect"
"459","ReproductiveRate","No Effect",0.7744,"MPConc_SST_AT",0.51,"Over 358_Effect"
"460","PopulationDecline","Increased",0.2233,"MPConc_SST_AT",0.52,"Over 358_Effect"
"461","PopulationDecline","None",0.5581,"MPConc_SST_AT",0.52,"Over 358_Effect"
"462","PopulationDecline","Reduced",0.2229,"MPConc_SST_AT",0.52,"Over 358_Effect"
"463","Growth","Effect",0.2567,"MPConc_SST_AT",0.52,"Over 358_Effect"
"464","Growth","No Effect",0.7435,"MPConc_SST_AT",0.52,"Over 358_Effect"
"465","Mortality","Effect",0.1053,"MPConc_SST_AT",0.52,"Over 358_Effect"
"466","Mortality","No Effect",0.8971,"MPConc_SST_AT",0.52,"Over 358_Effect"
"467","ReproductiveRate","Effect",0.228,"MPConc_SST_AT",0.52,"Over 358_Effect"
"468","ReproductiveRate","No Effect",0.778,"MPConc_SST_AT",0.52,"Over 358_Effect"
"469","PopulationDecline","Increased",0.229,"MPConc_SST_AT",0.53,"Over 358_Effect"
"470","PopulationDecline","None",0.5419,"MPConc_SST_AT",0.53,"Over 358_Effect"
"471","PopulationDecline","Reduced",0.2226,"MPConc_SST_AT",0.53,"Over 358_Effect"
"472","Growth","Effect",0.2421,"MPConc_SST_AT",0.53,"Over 358_Effect"
"473","Growth","No Effect",0.7486,"MPConc_SST_AT",0.53,"Over 358_Effect"
"474","Mortality","Effect",0.1032,"MPConc_SST_AT",0.53,"Over 358_Effect"
"475","Mortality","No Effect",0.8912,"MPConc_SST_AT",0.53,"Over 358_Effect"
"476","ReproductiveRate","Effect",0.2306,"MPConc_SST_AT",0.53,"Over 358_Effect"
"477","ReproductiveRate","No Effect",0.775,"MPConc_SST_AT",0.53,"Over 358_Effect"
"478","PopulationDecline","Increased",0.2264,"MPConc_SST_AT",0.54,"Over 358_Effect"
"479","PopulationDecline","None",0.5464,"MPConc_SST_AT",0.54,"Over 358_Effect"
"480","PopulationDecline","Reduced",0.2163,"MPConc_SST_AT",0.54,"Over 358_Effect"
"481","Growth","Effect",0.2613,"MPConc_SST_AT",0.54,"Over 358_Effect"
"482","Growth","No Effect",0.7456,"MPConc_SST_AT",0.54,"Over 358_Effect"
"483","Mortality","Effect",0.1119,"MPConc_SST_AT",0.54,"Over 358_Effect"
"484","Mortality","No Effect",0.8974,"MPConc_SST_AT",0.54,"Over 358_Effect"
"485","ReproductiveRate","Effect",0.2319,"MPConc_SST_AT",0.54,"Over 358_Effect"
"486","ReproductiveRate","No Effect",0.7711,"MPConc_SST_AT",0.54,"Over 358_Effect"
"487","PopulationDecline","Increased",0.2337,"MPConc_SST_AT",0.55,"Over 358_Effect"
"488","PopulationDecline","None",0.5464,"MPConc_SST_AT",0.55,"Over 358_Effect"
"489","PopulationDecline","Reduced",0.2261,"MPConc_SST_AT",0.55,"Over 358_Effect"
"490","Growth","Effect",0.2581,"MPConc_SST_AT",0.55,"Over 358_Effect"
"491","Growth","No Effect",0.742,"MPConc_SST_AT",0.55,"Over 358_Effect"
"492","Mortality","Effect",0.1069,"MPConc_SST_AT",0.55,"Over 358_Effect"
"493","Mortality","No Effect",0.8963,"MPConc_SST_AT",0.55,"Over 358_Effect"
"494","ReproductiveRate","Effect",0.2295,"MPConc_SST_AT",0.55,"Over 358_Effect"
"495","ReproductiveRate","No Effect",0.7704,"MPConc_SST_AT",0.55,"Over 358_Effect"
"496","PopulationDecline","Increased",0.2248,"MPConc_SST_AT",0.56,"Over 358_Effect"
"497","PopulationDecline","None",0.5431,"MPConc_SST_AT",0.56,"Over 358_Effect"
"498","PopulationDecline","Reduced",0.2259,"MPConc_SST_AT",0.56,"Over 358_Effect"
"499","Growth","Effect",0.2565,"MPConc_SST_AT",0.56,"Over 358_Effect"
"500","Growth","No Effect",0.7335,"MPConc_SST_AT",0.56,"Over 358_Effect"
"501","Mortality","Effect",0.1018,"MPConc_SST_AT",0.56,"Over 358_Effect"
"502","Mortality","No Effect",0.893,"MPConc_SST_AT",0.56,"Over 358_Effect"
"503","ReproductiveRate","Effect",0.2249,"MPConc_SST_AT",0.56,"Over 358_Effect"
"504","ReproductiveRate","No Effect",0.7733,"MPConc_SST_AT",0.56,"Over 358_Effect"
"505","PopulationDecline","Increased",0.2374,"MPConc_SST_AT",0.57,"Over 358_Effect"
"506","PopulationDecline","None",0.5563,"MPConc_SST_AT",0.57,"Over 358_Effect"
"507","PopulationDecline","Reduced",0.2336,"MPConc_SST_AT",0.57,"Over 358_Effect"
"508","Growth","Effect",0.2547,"MPConc_SST_AT",0.57,"Over 358_Effect"
"509","Growth","No Effect",0.7394,"MPConc_SST_AT",0.57,"Over 358_Effect"
"510","Mortality","Effect",0.1077,"MPConc_SST_AT",0.57,"Over 358_Effect"
"511","Mortality","No Effect",0.899,"MPConc_SST_AT",0.57,"Over 358_Effect"
"512","ReproductiveRate","Effect",0.2261,"MPConc_SST_AT",0.57,"Over 358_Effect"
"513","ReproductiveRate","No Effect",0.7671,"MPConc_SST_AT",0.57,"Over 358_Effect"
"514","PopulationDecline","Increased",0.2171,"MPConc_SST_AT",0.58,"Over 358_Effect"
"515","PopulationDecline","None",0.5478,"MPConc_SST_AT",0.58,"Over 358_Effect"
"516","PopulationDecline","Reduced",0.224,"MPConc_SST_AT",0.58,"Over 358_Effect"
"517","Growth","Effect",0.255,"MPConc_SST_AT",0.58,"Over 358_Effect"
"518","Growth","No Effect",0.7448,"MPConc_SST_AT",0.58,"Over 358_Effect"
"519","Mortality","Effect",0.1003,"MPConc_SST_AT",0.58,"Over 358_Effect"
"520","Mortality","No Effect",0.8997,"MPConc_SST_AT",0.58,"Over 358_Effect"
"521","ReproductiveRate","Effect",0.2279,"MPConc_SST_AT",0.58,"Over 358_Effect"
"522","ReproductiveRate","No Effect",0.777,"MPConc_SST_AT",0.58,"Over 358_Effect"
"523","PopulationDecline","Increased",0.2281,"MPConc_SST_AT",0.59,"Over 358_Effect"
"524","PopulationDecline","None",0.5479,"MPConc_SST_AT",0.59,"Over 358_Effect"
"525","PopulationDecline","Reduced",0.2229,"MPConc_SST_AT",0.59,"Over 358_Effect"
"526","Growth","Effect",0.2549,"MPConc_SST_AT",0.59,"Over 358_Effect"
"527","Growth","No Effect",0.7419,"MPConc_SST_AT",0.59,"Over 358_Effect"
"528","Mortality","Effect",0.1024,"MPConc_SST_AT",0.59,"Over 358_Effect"
"529","Mortality","No Effect",0.8946,"MPConc_SST_AT",0.59,"Over 358_Effect"
"530","ReproductiveRate","Effect",0.2226,"MPConc_SST_AT",0.59,"Over 358_Effect"
"531","ReproductiveRate","No Effect",0.7706,"MPConc_SST_AT",0.59,"Over 358_Effect"
"532","PopulationDecline","Increased",0.2326,"MPConc_SST_AT",0.6,"Over 358_Effect"
"533","PopulationDecline","None",0.5497,"MPConc_SST_AT",0.6,"Over 358_Effect"
"534","PopulationDecline","Reduced",0.2248,"MPConc_SST_AT",0.6,"Over 358_Effect"
"535","Growth","Effect",0.2545,"MPConc_SST_AT",0.6,"Over 358_Effect"
"536","Growth","No Effect",0.7382,"MPConc_SST_AT",0.6,"Over 358_Effect"
"537","Mortality","Effect",0.0997,"MPConc_SST_AT",0.6,"Over 358_Effect"
"538","Mortality","No Effect",0.9002,"MPConc_SST_AT",0.6,"Over 358_Effect"
"539","ReproductiveRate","Effect",0.2307,"MPConc_SST_AT",0.6,"Over 358_Effect"
"540","ReproductiveRate","No Effect",0.7775,"MPConc_SST_AT",0.6,"Over 358_Effect"
"541","PopulationDecline","Increased",0.2275,"MPConc_SST_AT",0.61,"Over 358_Effect"
"542","PopulationDecline","None",0.5525,"MPConc_SST_AT",0.61,"Over 358_Effect"
"543","PopulationDecline","Reduced",0.2314,"MPConc_SST_AT",0.61,"Over 358_Effect"
"544","Growth","Effect",0.2584,"MPConc_SST_AT",0.61,"Over 358_Effect"
"545","Growth","No Effect",0.7392,"MPConc_SST_AT",0.61,"Over 358_Effect"
"546","Mortality","Effect",0.1045,"MPConc_SST_AT",0.61,"Over 358_Effect"
"547","Mortality","No Effect",0.9018,"MPConc_SST_AT",0.61,"Over 358_Effect"
"548","ReproductiveRate","Effect",0.2234,"MPConc_SST_AT",0.61,"Over 358_Effect"
"549","ReproductiveRate","No Effect",0.7719,"MPConc_SST_AT",0.61,"Over 358_Effect"
"550","PopulationDecline","Increased",0.2337,"MPConc_SST_AT",0.62,"Over 358_Effect"
"551","PopulationDecline","None",0.5445,"MPConc_SST_AT",0.62,"Over 358_Effect"
"552","PopulationDecline","Reduced",0.2199,"MPConc_SST_AT",0.62,"Over 358_Effect"
"553","Growth","Effect",0.2632,"MPConc_SST_AT",0.62,"Over 358_Effect"
"554","Growth","No Effect",0.7351,"MPConc_SST_AT",0.62,"Over 358_Effect"
"555","Mortality","Effect",0.1043,"MPConc_SST_AT",0.62,"Over 358_Effect"
"556","Mortality","No Effect",0.8953,"MPConc_SST_AT",0.62,"Over 358_Effect"
"557","ReproductiveRate","Effect",0.2262,"MPConc_SST_AT",0.62,"Over 358_Effect"
"558","ReproductiveRate","No Effect",0.7736,"MPConc_SST_AT",0.62,"Over 358_Effect"
"559","PopulationDecline","Increased",0.2268,"MPConc_SST_AT",0.63,"Over 358_Effect"
"560","PopulationDecline","None",0.5475,"MPConc_SST_AT",0.63,"Over 358_Effect"
"561","PopulationDecline","Reduced",0.2231,"MPConc_SST_AT",0.63,"Over 358_Effect"
"562","Growth","Effect",0.2663,"MPConc_SST_AT",0.63,"Over 358_Effect"
"563","Growth","No Effect",0.7375,"MPConc_SST_AT",0.63,"Over 358_Effect"
"564","Mortality","Effect",0.1035,"MPConc_SST_AT",0.63,"Over 358_Effect"
"565","Mortality","No Effect",0.896,"MPConc_SST_AT",0.63,"Over 358_Effect"
"566","ReproductiveRate","Effect",0.238,"MPConc_SST_AT",0.63,"Over 358_Effect"
"567","ReproductiveRate","No Effect",0.7788,"MPConc_SST_AT",0.63,"Over 358_Effect"
"568","PopulationDecline","Increased",0.2317,"MPConc_SST_AT",0.64,"Over 358_Effect"
"569","PopulationDecline","None",0.544,"MPConc_SST_AT",0.64,"Over 358_Effect"
"570","PopulationDecline","Reduced",0.2199,"MPConc_SST_AT",0.64,"Over 358_Effect"
"571","Growth","Effect",0.2599,"MPConc_SST_AT",0.64,"Over 358_Effect"
"572","Growth","No Effect",0.7429,"MPConc_SST_AT",0.64,"Over 358_Effect"
"573","Mortality","Effect",0.1015,"MPConc_SST_AT",0.64,"Over 358_Effect"
"574","Mortality","No Effect",0.9007,"MPConc_SST_AT",0.64,"Over 358_Effect"
"575","ReproductiveRate","Effect",0.231,"MPConc_SST_AT",0.64,"Over 358_Effect"
"576","ReproductiveRate","No Effect",0.7698,"MPConc_SST_AT",0.64,"Over 358_Effect"
"577","PopulationDecline","Increased",0.2241,"MPConc_SST_AT",0.65,"Over 358_Effect"
"578","PopulationDecline","None",0.5442,"MPConc_SST_AT",0.65,"Over 358_Effect"
"579","PopulationDecline","Reduced",0.2219,"MPConc_SST_AT",0.65,"Over 358_Effect"
"580","Growth","Effect",0.2617,"MPConc_SST_AT",0.65,"Over 358_Effect"
"581","Growth","No Effect",0.7362,"MPConc_SST_AT",0.65,"Over 358_Effect"
"582","Mortality","Effect",0.1026,"MPConc_SST_AT",0.65,"Over 358_Effect"
"583","Mortality","No Effect",0.9035,"MPConc_SST_AT",0.65,"Over 358_Effect"
"584","ReproductiveRate","Effect",0.2322,"MPConc_SST_AT",0.65,"Over 358_Effect"
"585","ReproductiveRate","No Effect",0.7771,"MPConc_SST_AT",0.65,"Over 358_Effect"
"586","PopulationDecline","Increased",0.2357,"MPConc_SST_AT",0.66,"Over 358_Effect"
"587","PopulationDecline","None",0.5405,"MPConc_SST_AT",0.66,"Over 358_Effect"
"588","PopulationDecline","Reduced",0.2192,"MPConc_SST_AT",0.66,"Over 358_Effect"
"589","Growth","Effect",0.2582,"MPConc_SST_AT",0.66,"Over 358_Effect"
"590","Growth","No Effect",0.728,"MPConc_SST_AT",0.66,"Over 358_Effect"
"591","Mortality","Effect",0.0992,"MPConc_SST_AT",0.66,"Over 358_Effect"
"592","Mortality","No Effect",0.9016,"MPConc_SST_AT",0.66,"Over 358_Effect"
"593","ReproductiveRate","Effect",0.2334,"MPConc_SST_AT",0.66,"Over 358_Effect"
"594","ReproductiveRate","No Effect",0.7701,"MPConc_SST_AT",0.66,"Over 358_Effect"
"595","PopulationDecline","Increased",0.2289,"MPConc_SST_AT",0.67,"Over 358_Effect"
"596","PopulationDecline","None",0.5461,"MPConc_SST_AT",0.67,"Over 358_Effect"
"597","PopulationDecline","Reduced",0.2234,"MPConc_SST_AT",0.67,"Over 358_Effect"
"598","Growth","Effect",0.2687,"MPConc_SST_AT",0.67,"Over 358_Effect"
"599","Growth","No Effect",0.733,"MPConc_SST_AT",0.67,"Over 358_Effect"
"600","Mortality","Effect",0.0993,"MPConc_SST_AT",0.67,"Over 358_Effect"
"601","Mortality","No Effect",0.8995,"MPConc_SST_AT",0.67,"Over 358_Effect"
"602","ReproductiveRate","Effect",0.2244,"MPConc_SST_AT",0.67,"Over 358_Effect"
"603","ReproductiveRate","No Effect",0.7779,"MPConc_SST_AT",0.67,"Over 358_Effect"
"604","PopulationDecline","Increased",0.2325,"MPConc_SST_AT",0.68,"Over 358_Effect"
"605","PopulationDecline","None",0.5386,"MPConc_SST_AT",0.68,"Over 358_Effect"
"606","PopulationDecline","Reduced",0.2169,"MPConc_SST_AT",0.68,"Over 358_Effect"
"607","Growth","Effect",0.2596,"MPConc_SST_AT",0.68,"Over 358_Effect"
"608","Growth","No Effect",0.7317,"MPConc_SST_AT",0.68,"Over 358_Effect"
