"","PopSizes","Site","Lambda","Year","Type"
"1",0.015,"Crystal Cove",0.190863671830854,1,"LOECRepro"
"2",0.0188921966446532,"Crystal Cove",0.190863671830854,2,"LOECRepro"
"3",0.00148370363043259,"Crystal Cove",0.190863671830854,3,"LOECRepro"
"4",0.000160070360048786,"Crystal Cove",0.190863671830854,4,"LOECRepro"
"5",9.99767867441972e-05,"Crystal Cove",0.190863671830854,5,"LOECRepro"
"6",1.30505698942703e-05,"Crystal Cove",0.190863671830854,6,"LOECRepro"
"7",1.54266186194562e-06,"Crystal Cove",0.190863671830854,7,"LOECRepro"
"8",5.70446037402043e-07,"Crystal Cove",0.190863671830854,8,"LOECRepro"
"9",9.64161313554886e-08,"Crystal Cove",0.190863671830854,9,"LOECRepro"
"10",1.31210749207165e-08,"Crystal Cove",0.190863671830854,10,"LOECRepro"
"11",3.51173422831479e-09,"Crystal Cove",0.190863671830854,11,"LOECRepro"
"12",6.70517603291172e-10,"Crystal Cove",0.190863671830854,12,"LOECRepro"
"13",1.02705943776212e-10,"Crystal Cove",0.190863671830854,13,"LOECRepro"
"14",2.29231100467099e-11,"Crystal Cove",0.190863671830854,14,"LOECRepro"
"15",4.5738997424709e-12,"Crystal Cove",0.190863671830854,15,"LOECRepro"
"16",7.63810592348026e-13,"Crystal Cove",0.190863671830854,16,"LOECRepro"
"17",1.55187134079881e-13,"Crystal Cove",0.190863671830854,17,"LOECRepro"
"18",3.11303279882455e-14,"Crystal Cove",0.190863671830854,18,"LOECRepro"
"19",5.50875006136685e-15,"Crystal Cove",0.190863671830854,19,"LOECRepro"
"20",1.07069521937346e-15,"Crystal Cove",0.190863671830854,20,"LOECRepro"
"21",2.12736722552471e-16,"Crystal Cove",0.190863671830854,21,"LOECRepro"
"22",3.90294279642139e-17,"Crystal Cove",0.190863671830854,22,"LOECRepro"
"23",7.44795035518726e-18,"Crystal Cove",0.190863671830854,23,"LOECRepro"
"24",1.46158584867736e-18,"Crystal Cove",0.190863671830854,24,"LOECRepro"
"25",2.73807700430163e-19,"Crystal Cove",0.190863671830854,25,"LOECRepro"
"26",5.19468070742373e-20,"Crystal Cove",0.190863671830854,26,"LOECRepro"
"27",1.00878575082728e-20,"Crystal Cove",0.190863671830854,27,"LOECRepro"
"28",1.91101477770102e-21,"Crystal Cove",0.190863671830854,28,"LOECRepro"
"29",3.62388043774622e-22,"Crystal Cove",0.190863671830854,29,"LOECRepro"
"30",6.98554215308214e-23,"Crystal Cove",0.190863671830854,30,"LOECRepro"
"31",1.33049236023416e-23,"Crystal Cove",0.190863671830854,31,"LOECRepro"
"32",2.52648783328468e-24,"Crystal Cove",0.190863671830854,32,"LOECRepro"
"33",4.84742689463828e-25,"Crystal Cove",0.190863671830854,33,"LOECRepro"
"34",9.25363609453325e-26,"Crystal Cove",0.190863671830854,34,"LOECRepro"
"35",1.76008657953568e-26,"Crystal Cove",0.190863671830854,35,"LOECRepro"
"36",3.36784355752677e-27,"Crystal Cove",0.190863671830854,36,"LOECRepro"
"37",6.43382677655746e-28,"Crystal Cove",0.190863671830854,37,"LOECRepro"
"38",1.22541203177e-28,"Crystal Cove",0.190863671830854,38,"LOECRepro"
"39",2.34139583071909e-29,"Crystal Cove",0.190863671830854,39,"LOECRepro"
"40",4.47317326326415e-30,"Crystal Cove",0.190863671830854,40,"LOECRepro"
"41",8.52790625907267e-31,"Crystal Cove",0.190863671830854,41,"LOECRepro"
"42",1.62829828043243e-31,"Crystal Cove",0.190863671830854,42,"LOECRepro"
