"","Node","Level","ProbabilityOutput","TestNode","ProbabilityInput","TestLevel"
"390","PopulationDecline","Reduced",0.2317,"BothTemps",0.44,"Effect"
"391","Growth","Effect",0.2018,"BothTemps",0.44,"Effect"
"392","Growth","No Effect",0.8002,"BothTemps",0.44,"Effect"
"393","Mortality","Effect",0.0779,"BothTemps",0.44,"Effect"
"394","Mortality","No Effect",0.9283,"BothTemps",0.44,"Effect"
"395","ReproductiveRate","Effect",0.2077,"BothTemps",0.44,"Effect"
"396","ReproductiveRate","No Effect",0.7944,"BothTemps",0.44,"Effect"
"397","PopulationDecline","Increased",0.2458,"BothTemps",0.45,"Effect"
"398","PopulationDecline","None",0.5254,"BothTemps",0.45,"Effect"
"399","PopulationDecline","Reduced",0.2236,"BothTemps",0.45,"Effect"
"400","Growth","Effect",0.1993,"BothTemps",0.45,"Effect"
"401","Growth","No Effect",0.8042,"BothTemps",0.45,"Effect"
"402","Mortality","Effect",0.0766,"BothTemps",0.45,"Effect"
"403","Mortality","No Effect",0.929,"BothTemps",0.45,"Effect"
"404","ReproductiveRate","Effect",0.2067,"BothTemps",0.45,"Effect"
"405","ReproductiveRate","No Effect",0.7939,"BothTemps",0.45,"Effect"
"406","PopulationDecline","Increased",0.2538,"BothTemps",0.46,"Effect"
"407","PopulationDecline","None",0.524,"BothTemps",0.46,"Effect"
"408","PopulationDecline","Reduced",0.2308,"BothTemps",0.46,"Effect"
"409","Growth","Effect",0.2051,"BothTemps",0.46,"Effect"
"410","Growth","No Effect",0.8025,"BothTemps",0.46,"Effect"
"411","Mortality","Effect",0.0748,"BothTemps",0.46,"Effect"
"412","Mortality","No Effect",0.9274,"BothTemps",0.46,"Effect"
"413","ReproductiveRate","Effect",0.2076,"BothTemps",0.46,"Effect"
"414","ReproductiveRate","No Effect",0.7916,"BothTemps",0.46,"Effect"
"415","PopulationDecline","Increased",0.2465,"BothTemps",0.47,"Effect"
"416","PopulationDecline","None",0.5278,"BothTemps",0.47,"Effect"
"417","PopulationDecline","Reduced",0.2281,"BothTemps",0.47,"Effect"
"418","Growth","Effect",0.2051,"BothTemps",0.47,"Effect"
"419","Growth","No Effect",0.7946,"BothTemps",0.47,"Effect"
"420","Mortality","Effect",0.0729,"BothTemps",0.47,"Effect"
"421","Mortality","No Effect",0.9294,"BothTemps",0.47,"Effect"
"422","ReproductiveRate","Effect",0.1978,"BothTemps",0.47,"Effect"
"423","ReproductiveRate","No Effect",0.7834,"BothTemps",0.47,"Effect"
"424","PopulationDecline","Increased",0.2347,"BothTemps",0.48,"Effect"
"425","PopulationDecline","None",0.5217,"BothTemps",0.48,"Effect"
"426","PopulationDecline","Reduced",0.228,"BothTemps",0.48,"Effect"
"427","Growth","Effect",0.2003,"BothTemps",0.48,"Effect"
"428","Growth","No Effect",0.7945,"BothTemps",0.48,"Effect"
"429","Mortality","Effect",0.072,"BothTemps",0.48,"Effect"
"430","Mortality","No Effect",0.9248,"BothTemps",0.48,"Effect"
"431","ReproductiveRate","Effect",0.2044,"BothTemps",0.48,"Effect"
"432","ReproductiveRate","No Effect",0.7935,"BothTemps",0.48,"Effect"
"433","PopulationDecline","Increased",0.2468,"BothTemps",0.49,"Effect"
"434","PopulationDecline","None",0.5235,"BothTemps",0.49,"Effect"
"435","PopulationDecline","Reduced",0.2277,"BothTemps",0.49,"Effect"
"436","Growth","Effect",0.198,"BothTemps",0.49,"Effect"
"437","Growth","No Effect",0.789,"BothTemps",0.49,"Effect"
"438","Mortality","Effect",0.0712,"BothTemps",0.49,"Effect"
"439","Mortality","No Effect",0.931,"BothTemps",0.49,"Effect"
"440","ReproductiveRate","Effect",0.2109,"BothTemps",0.49,"Effect"
"441","ReproductiveRate","No Effect",0.7917,"BothTemps",0.49,"Effect"
"442","PopulationDecline","Increased",0.2488,"BothTemps",0.5,"Effect"
"443","PopulationDecline","None",0.5178,"BothTemps",0.5,"Effect"
"444","PopulationDecline","Reduced",0.2241,"BothTemps",0.5,"Effect"
"445","Growth","Effect",0.2064,"BothTemps",0.5,"Effect"
"446","Growth","No Effect",0.796,"BothTemps",0.5,"Effect"
"447","Mortality","Effect",0.0711,"BothTemps",0.5,"Effect"
"448","Mortality","No Effect",0.9286,"BothTemps",0.5,"Effect"
"449","ReproductiveRate","Effect",0.2008,"BothTemps",0.5,"Effect"
"450","ReproductiveRate","No Effect",0.8001,"BothTemps",0.5,"Effect"
"451","PopulationDecline","Increased",0.247,"BothTemps",0.51,"Effect"
"452","PopulationDecline","None",0.5238,"BothTemps",0.51,"Effect"
"453","PopulationDecline","Reduced",0.2268,"BothTemps",0.51,"Effect"
"454","Growth","Effect",0.2043,"BothTemps",0.51,"Effect"
"455","Growth","No Effect",0.7999,"BothTemps",0.51,"Effect"
"456","Mortality","Effect",0.068,"BothTemps",0.51,"Effect"
"457","Mortality","No Effect",0.9261,"BothTemps",0.51,"Effect"
"458","ReproductiveRate","Effect",0.2036,"BothTemps",0.51,"Effect"
"459","ReproductiveRate","No Effect",0.7974,"BothTemps",0.51,"Effect"
"460","PopulationDecline","Increased",0.2448,"BothTemps",0.52,"Effect"
"461","PopulationDecline","None",0.5248,"BothTemps",0.52,"Effect"
"462","PopulationDecline","Reduced",0.2343,"BothTemps",0.52,"Effect"
"463","Growth","Effect",0.2012,"BothTemps",0.52,"Effect"
"464","Growth","No Effect",0.8012,"BothTemps",0.52,"Effect"
"465","Mortality","Effect",0.0692,"BothTemps",0.52,"Effect"
"466","Mortality","No Effect",0.9328,"BothTemps",0.52,"Effect"
"467","ReproductiveRate","Effect",0.2057,"BothTemps",0.52,"Effect"
"468","ReproductiveRate","No Effect",0.7957,"BothTemps",0.52,"Effect"
"469","PopulationDecline","Increased",0.2484,"BothTemps",0.53,"Effect"
"470","PopulationDecline","None",0.5233,"BothTemps",0.53,"Effect"
"471","PopulationDecline","Reduced",0.229,"BothTemps",0.53,"Effect"
"472","Growth","Effect",0.1984,"BothTemps",0.53,"Effect"
"473","Growth","No Effect",0.8001,"BothTemps",0.53,"Effect"
"474","Mortality","Effect",0.0694,"BothTemps",0.53,"Effect"
"475","Mortality","No Effect",0.9355,"BothTemps",0.53,"Effect"
"476","ReproductiveRate","Effect",0.202,"BothTemps",0.53,"Effect"
"477","ReproductiveRate","No Effect",0.7894,"BothTemps",0.53,"Effect"
"478","PopulationDecline","Increased",0.2539,"BothTemps",0.54,"Effect"
"479","PopulationDecline","None",0.5186,"BothTemps",0.54,"Effect"
"480","PopulationDecline","Reduced",0.2265,"BothTemps",0.54,"Effect"
"481","Growth","Effect",0.2046,"BothTemps",0.54,"Effect"
"482","Growth","No Effect",0.7993,"BothTemps",0.54,"Effect"
"483","Mortality","Effect",0.0596,"BothTemps",0.54,"Effect"
"484","Mortality","No Effect",0.9294,"BothTemps",0.54,"Effect"
"485","ReproductiveRate","Effect",0.2025,"BothTemps",0.54,"Effect"
"486","ReproductiveRate","No Effect",0.7974,"BothTemps",0.54,"Effect"
"487","PopulationDecline","Increased",0.2446,"BothTemps",0.55,"Effect"
"488","PopulationDecline","None",0.5376,"BothTemps",0.55,"Effect"
"489","PopulationDecline","Reduced",0.2335,"BothTemps",0.55,"Effect"
"490","Growth","Effect",0.2032,"BothTemps",0.55,"Effect"
"491","Growth","No Effect",0.8,"BothTemps",0.55,"Effect"
"492","Mortality","Effect",0.067,"BothTemps",0.55,"Effect"
"493","Mortality","No Effect",0.9297,"BothTemps",0.55,"Effect"
"494","ReproductiveRate","Effect",0.2063,"BothTemps",0.55,"Effect"
"495","ReproductiveRate","No Effect",0.7954,"BothTemps",0.55,"Effect"
"496","PopulationDecline","Increased",0.254,"BothTemps",0.56,"Effect"
"497","PopulationDecline","None",0.5209,"BothTemps",0.56,"Effect"
"498","PopulationDecline","Reduced",0.2328,"BothTemps",0.56,"Effect"
"499","Growth","Effect",0.2065,"BothTemps",0.56,"Effect"
"500","Growth","No Effect",0.8017,"BothTemps",0.56,"Effect"
"501","Mortality","Effect",0.0649,"BothTemps",0.56,"Effect"
"502","Mortality","No Effect",0.9351,"BothTemps",0.56,"Effect"
"503","ReproductiveRate","Effect",0.2018,"BothTemps",0.56,"Effect"
"504","ReproductiveRate","No Effect",0.7948,"BothTemps",0.56,"Effect"
"505","PopulationDecline","Increased",0.2441,"BothTemps",0.57,"Effect"
"506","PopulationDecline","None",0.5249,"BothTemps",0.57,"Effect"
"507","PopulationDecline","Reduced",0.2336,"BothTemps",0.57,"Effect"
"508","Growth","Effect",0.2031,"BothTemps",0.57,"Effect"
"509","Growth","No Effect",0.8021,"BothTemps",0.57,"Effect"
"510","Mortality","Effect",0.0629,"BothTemps",0.57,"Effect"
"511","Mortality","No Effect",0.9335,"BothTemps",0.57,"Effect"
"512","ReproductiveRate","Effect",0.213,"BothTemps",0.57,"Effect"
"513","ReproductiveRate","No Effect",0.799,"BothTemps",0.57,"Effect"
"514","PopulationDecline","Increased",0.2523,"BothTemps",0.58,"Effect"
"515","PopulationDecline","None",0.5207,"BothTemps",0.58,"Effect"
"516","PopulationDecline","Reduced",0.232,"BothTemps",0.58,"Effect"
"517","Growth","Effect",0.2055,"BothTemps",0.58,"Effect"
"518","Growth","No Effect",0.7949,"BothTemps",0.58,"Effect"
"519","Mortality","Effect",0.0665,"BothTemps",0.58,"Effect"
"520","Mortality","No Effect",0.9343,"BothTemps",0.58,"Effect"
"521","ReproductiveRate","Effect",0.2098,"BothTemps",0.58,"Effect"
"522","ReproductiveRate","No Effect",0.8021,"BothTemps",0.58,"Effect"
"523","PopulationDecline","Increased",0.241,"BothTemps",0.59,"Effect"
"524","PopulationDecline","None",0.5163,"BothTemps",0.59,"Effect"
"525","PopulationDecline","Reduced",0.2259,"BothTemps",0.59,"Effect"
"526","Growth","Effect",0.1972,"BothTemps",0.59,"Effect"
"527","Growth","No Effect",0.8002,"BothTemps",0.59,"Effect"
"528","Mortality","Effect",0.0646,"BothTemps",0.59,"Effect"
"529","Mortality","No Effect",0.9372,"BothTemps",0.59,"Effect"
"530","ReproductiveRate","Effect",0.2046,"BothTemps",0.59,"Effect"
"531","ReproductiveRate","No Effect",0.7997,"BothTemps",0.59,"Effect"
"532","PopulationDecline","Increased",0.2426,"BothTemps",0.6,"Effect"
"533","PopulationDecline","None",0.5225,"BothTemps",0.6,"Effect"
"534","PopulationDecline","Reduced",0.2314,"BothTemps",0.6,"Effect"
"535","Growth","Effect",0.2007,"BothTemps",0.6,"Effect"
"536","Growth","No Effect",0.7983,"BothTemps",0.6,"Effect"
"537","Mortality","Effect",0.0618,"BothTemps",0.6,"Effect"
"538","Mortality","No Effect",0.9402,"BothTemps",0.6,"Effect"
"539","ReproductiveRate","Effect",0.2007,"BothTemps",0.6,"Effect"
"540","ReproductiveRate","No Effect",0.8024,"BothTemps",0.6,"Effect"
"541","PopulationDecline","Increased",0.244,"BothTemps",0.61,"Effect"
"542","PopulationDecline","None",0.5221,"BothTemps",0.61,"Effect"
"543","PopulationDecline","Reduced",0.2318,"BothTemps",0.61,"Effect"
"544","Growth","Effect",0.2047,"BothTemps",0.61,"Effect"
"545","Growth","No Effect",0.7972,"BothTemps",0.61,"Effect"
"546","Mortality","Effect",0.0602,"BothTemps",0.61,"Effect"
"547","Mortality","No Effect",0.9413,"BothTemps",0.61,"Effect"
"548","ReproductiveRate","Effect",0.206,"BothTemps",0.61,"Effect"
"549","ReproductiveRate","No Effect",0.7939,"BothTemps",0.61,"Effect"
"550","PopulationDecline","Increased",0.2527,"BothTemps",0.62,"Effect"
"551","PopulationDecline","None",0.5232,"BothTemps",0.62,"Effect"
"552","PopulationDecline","Reduced",0.2333,"BothTemps",0.62,"Effect"
"553","Growth","Effect",0.2034,"BothTemps",0.62,"Effect"
"554","Growth","No Effect",0.7912,"BothTemps",0.62,"Effect"
"555","Mortality","Effect",0.0676,"BothTemps",0.62,"Effect"
"556","Mortality","No Effect",0.9414,"BothTemps",0.62,"Effect"
"557","ReproductiveRate","Effect",0.2061,"BothTemps",0.62,"Effect"
"558","ReproductiveRate","No Effect",0.7882,"BothTemps",0.62,"Effect"
"559","PopulationDecline","Increased",0.243,"BothTemps",0.63,"Effect"
"560","PopulationDecline","None",0.5287,"BothTemps",0.63,"Effect"
"561","PopulationDecline","Reduced",0.2301,"BothTemps",0.63,"Effect"
"562","Growth","Effect",0.198,"BothTemps",0.63,"Effect"
"563","Growth","No Effect",0.8013,"BothTemps",0.63,"Effect"
"564","Mortality","Effect",0.0651,"BothTemps",0.63,"Effect"
"565","Mortality","No Effect",0.9366,"BothTemps",0.63,"Effect"
"566","ReproductiveRate","Effect",0.2091,"BothTemps",0.63,"Effect"
"567","ReproductiveRate","No Effect",0.7942,"BothTemps",0.63,"Effect"
"568","PopulationDecline","Increased",0.2447,"BothTemps",0.64,"Effect"
"569","PopulationDecline","None",0.5182,"BothTemps",0.64,"Effect"
"570","PopulationDecline","Reduced",0.2258,"BothTemps",0.64,"Effect"
"571","Growth","Effect",0.1971,"BothTemps",0.64,"Effect"
"572","Growth","No Effect",0.8014,"BothTemps",0.64,"Effect"
"573","Mortality","Effect",0.0612,"BothTemps",0.64,"Effect"
"574","Mortality","No Effect",0.9436,"BothTemps",0.64,"Effect"
"575","ReproductiveRate","Effect",0.2004,"BothTemps",0.64,"Effect"
"576","ReproductiveRate","No Effect",0.7983,"BothTemps",0.64,"Effect"
"577","PopulationDecline","Increased",0.2483,"BothTemps",0.65,"Effect"
"578","PopulationDecline","None",0.5191,"BothTemps",0.65,"Effect"
"579","PopulationDecline","Reduced",0.2371,"BothTemps",0.65,"Effect"
"580","Growth","Effect",0.2028,"BothTemps",0.65,"Effect"
"581","Growth","No Effect",0.8001,"BothTemps",0.65,"Effect"
"582","Mortality","Effect",0.0605,"BothTemps",0.65,"Effect"
"583","Mortality","No Effect",0.9379,"BothTemps",0.65,"Effect"
"584","ReproductiveRate","Effect",0.1989,"BothTemps",0.65,"Effect"
"585","ReproductiveRate","No Effect",0.7942,"BothTemps",0.65,"Effect"
"586","PopulationDecline","Increased",0.249,"BothTemps",0.66,"Effect"
"587","PopulationDecline","None",0.5191,"BothTemps",0.66,"Effect"
"588","PopulationDecline","Reduced",0.2289,"BothTemps",0.66,"Effect"
"589","Growth","Effect",0.1995,"BothTemps",0.66,"Effect"
"590","Growth","No Effect",0.7967,"BothTemps",0.66,"Effect"
"591","Mortality","Effect",0.0596,"BothTemps",0.66,"Effect"
"592","Mortality","No Effect",0.9351,"BothTemps",0.66,"Effect"
"593","ReproductiveRate","Effect",0.1978,"BothTemps",0.66,"Effect"
"594","ReproductiveRate","No Effect",0.798,"BothTemps",0.66,"Effect"
"595","PopulationDecline","Increased",0.2489,"BothTemps",0.67,"Effect"
"596","PopulationDecline","None",0.5133,"BothTemps",0.67,"Effect"
"597","PopulationDecline","Reduced",0.2275,"BothTemps",0.67,"Effect"
"598","Growth","Effect",0.2086,"BothTemps",0.67,"Effect"
"599","Growth","No Effect",0.7997,"BothTemps",0.67,"Effect"
"600","Mortality","Effect",0.0598,"BothTemps",0.67,"Effect"
"601","Mortality","No Effect",0.9427,"BothTemps",0.67,"Effect"
"602","ReproductiveRate","Effect",0.2053,"BothTemps",0.67,"Effect"
"603","ReproductiveRate","No Effect",0.7994,"BothTemps",0.67,"Effect"
"604","PopulationDecline","Increased",0.2502,"BothTemps",0.68,"Effect"
"605","PopulationDecline","None",0.522,"BothTemps",0.68,"Effect"
"606","PopulationDecline","Reduced",0.2281,"BothTemps",0.68,"Effect"
"607","Growth","Effect",0.1956,"BothTemps",0.68,"Effect"
"608","Growth","No Effect",0.7976,"BothTemps",0.68,"Effect"
"609","Mortality","Effect",0.056,"BothTemps",0.68,"Effect"
"610","Mortality","No Effect",0.9388,"BothTemps",0.68,"Effect"
"611","ReproductiveRate","Effect",0.2005,"BothTemps",0.68,"Effect"
"612","ReproductiveRate","No Effect",0.7999,"BothTemps",0.68,"Effect"
"613","PopulationDecline","Increased",0.2524,"BothTemps",0.69,"Effect"
"614","PopulationDecline","None",0.5099,"BothTemps",0.69,"Effect"
"615","PopulationDecline","Reduced",0.2328,"BothTemps",0.69,"Effect"
"616","Growth","Effect",0.2093,"BothTemps",0.69,"Effect"
"617","Growth","No Effect",0.7921,"BothTemps",0.69,"Effect"
"618","Mortality","Effect",0.0548,"BothTemps",0.69,"Effect"
"619","Mortality","No Effect",0.9437,"BothTemps",0.69,"Effect"
"620","ReproductiveRate","Effect",0.2076,"BothTemps",0.69,"Effect"
"621","ReproductiveRate","No Effect",0.7995,"BothTemps",0.69,"Effect"
"622","PopulationDecline","Increased",0.2478,"BothTemps",0.7,"Effect"
"623","PopulationDecline","None",0.5272,"BothTemps",0.7,"Effect"
"624","PopulationDecline","Reduced",0.2356,"BothTemps",0.7,"Effect"
"625","Growth","Effect",0.2013,"BothTemps",0.7,"Effect"
"626","Growth","No Effect",0.7985,"BothTemps",0.7,"Effect"
"627","Mortality","Effect",0.0588,"BothTemps",0.7,"Effect"
"628","Mortality","No Effect",0.9414,"BothTemps",0.7,"Effect"
"629","ReproductiveRate","Effect",0.1982,"BothTemps",0.7,"Effect"
"630","ReproductiveRate","No Effect",0.801,"BothTemps",0.7,"Effect"
"631","PopulationDecline","Increased",0.2491,"BothTemps",0.71,"Effect"
"632","PopulationDecline","None",0.519,"BothTemps",0.71,"Effect"
"633","PopulationDecline","Reduced",0.2312,"BothTemps",0.71,"Effect"
"634","Growth","Effect",0.213,"BothTemps",0.71,"Effect"
"635","Growth","No Effect",0.7962,"BothTemps",0.71,"Effect"
"636","Mortality","Effect",0.0585,"BothTemps",0.71,"Effect"
"637","Mortality","No Effect",0.9428,"BothTemps",0.71,"Effect"
"638","ReproductiveRate","Effect",0.2039,"BothTemps",0.71,"Effect"
"639","ReproductiveRate","No Effect",0.7965,"BothTemps",0.71,"Effect"
"640","PopulationDecline","Increased",0.2444,"BothTemps",0.72,"Effect"
"641","PopulationDecline","None",0.5179,"BothTemps",0.72,"Effect"
"642","PopulationDecline","Reduced",0.23,"BothTemps",0.72,"Effect"
"643","Growth","Effect",0.2004,"BothTemps",0.72,"Effect"
"644","Growth","No Effect",0.7965,"BothTemps",0.72,"Effect"
"645","Mortality","Effect",0.059,"BothTemps",0.72,"Effect"
"646","Mortality","No Effect",0.9441,"BothTemps",0.72,"Effect"
"647","ReproductiveRate","Effect",0.1952,"BothTemps",0.72,"Effect"
"648","ReproductiveRate","No Effect",0.8002,"BothTemps",0.72,"Effect"
"649","PopulationDecline","Increased",0.25,"BothTemps",0.73,"Effect"
"650","PopulationDecline","None",0.5204,"BothTemps",0.73,"Effect"
"651","PopulationDecline","Reduced",0.2334,"BothTemps",0.73,"Effect"
"652","Growth","Effect",0.1987,"BothTemps",0.73,"Effect"
"653","Growth","No Effect",0.798,"BothTemps",0.73,"Effect"
"654","Mortality","Effect",0.0551,"BothTemps",0.73,"Effect"
"655","Mortality","No Effect",0.9451,"BothTemps",0.73,"Effect"
"656","ReproductiveRate","Effect",0.2002,"BothTemps",0.73,"Effect"
"657","ReproductiveRate","No Effect",0.7968,"BothTemps",0.73,"Effect"
"658","PopulationDecline","Increased",0.2474,"BothTemps",0.74,"Effect"
"659","PopulationDecline","None",0.5198,"BothTemps",0.74,"Effect"
"660","PopulationDecline","Reduced",0.2327,"BothTemps",0.74,"Effect"
"661","Growth","Effect",0.2077,"BothTemps",0.74,"Effect"
"662","Growth","No Effect",0.7981,"BothTemps",0.74,"Effect"
"663","Mortality","Effect",0.0532,"BothTemps",0.74,"Effect"
"664","Mortality","No Effect",0.9459,"BothTemps",0.74,"Effect"
"665","ReproductiveRate","Effect",0.1987,"BothTemps",0.74,"Effect"
"666","ReproductiveRate","No Effect",0.7959,"BothTemps",0.74,"Effect"
"667","PopulationDecline","Increased",0.2527,"BothTemps",0.75,"Effect"
"668","PopulationDecline","None",0.5188,"BothTemps",0.75,"Effect"
"669","PopulationDecline","Reduced",0.235,"BothTemps",0.75,"Effect"
"670","Growth","Effect",0.2083,"BothTemps",0.75,"Effect"
"671","Growth","No Effect",0.801,"BothTemps",0.75,"Effect"
"672","Mortality","Effect",0.0514,"BothTemps",0.75,"Effect"
"673","Mortality","No Effect",0.9485,"BothTemps",0.75,"Effect"
"674","ReproductiveRate","Effect",0.2007,"BothTemps",0.75,"Effect"
"675","ReproductiveRate","No Effect",0.7995,"BothTemps",0.75,"Effect"
"676","PopulationDecline","Increased",0.2506,"BothTemps",0.76,"Effect"
"677","PopulationDecline","None",0.5159,"BothTemps",0.76,"Effect"
"678","PopulationDecline","Reduced",0.238,"BothTemps",0.76,"Effect"
"679","Growth","Effect",0.2039,"BothTemps",0.76,"Effect"
"680","Growth","No Effect",0.8003,"BothTemps",0.76,"Effect"
"681","Mortality","Effect",0.0523,"BothTemps",0.76,"Effect"
"682","Mortality","No Effect",0.9501,"BothTemps",0.76,"Effect"
"683","ReproductiveRate","Effect",0.1927,"BothTemps",0.76,"Effect"
"684","ReproductiveRate","No Effect",0.8009,"BothTemps",0.76,"Effect"
"685","PopulationDecline","Increased",0.2574,"BothTemps",0.77,"Effect"
"686","PopulationDecline","None",0.5128,"BothTemps",0.77,"Effect"
"687","PopulationDecline","Reduced",0.2348,"BothTemps",0.77,"Effect"
"688","Growth","Effect",0.2017,"BothTemps",0.77,"Effect"
"689","Growth","No Effect",0.7991,"BothTemps",0.77,"Effect"
"690","Mortality","Effect",0.0495,"BothTemps",0.77,"Effect"
"691","Mortality","No Effect",0.948,"BothTemps",0.77,"Effect"
"692","ReproductiveRate","Effect",0.2024,"BothTemps",0.77,"Effect"
"693","ReproductiveRate","No Effect",0.8021,"BothTemps",0.77,"Effect"
"694","PopulationDecline","Increased",0.248,"BothTemps",0.78,"Effect"
"695","PopulationDecline","None",0.5205,"BothTemps",0.78,"Effect"
"696","PopulationDecline","Reduced",0.241,"BothTemps",0.78,"Effect"
"697","Growth","Effect",0.1985,"BothTemps",0.78,"Effect"
"698","Growth","No Effect",0.801,"BothTemps",0.78,"Effect"
"699","Mortality","Effect",0.0453,"BothTemps",0.78,"Effect"
"700","Mortality","No Effect",0.9521,"BothTemps",0.78,"Effect"
"701","ReproductiveRate","Effect",0.202,"BothTemps",0.78,"Effect"
"702","ReproductiveRate","No Effect",0.8023,"BothTemps",0.78,"Effect"
"703","PopulationDecline","Increased",0.2509,"BothTemps",0.79,"Effect"
"704","PopulationDecline","None",0.5251,"BothTemps",0.79,"Effect"
"705","PopulationDecline","Reduced",0.2388,"BothTemps",0.79,"Effect"
"706","Growth","Effect",0.2035,"BothTemps",0.79,"Effect"
"707","Growth","No Effect",0.8014,"BothTemps",0.79,"Effect"
"708","Mortality","Effect",0.0538,"BothTemps",0.79,"Effect"
"709","Mortality","No Effect",0.9498,"BothTemps",0.79,"Effect"
"710","ReproductiveRate","Effect",0.1936,"BothTemps",0.79,"Effect"
"711","ReproductiveRate","No Effect",0.8,"BothTemps",0.79,"Effect"
"712","PopulationDecline","Increased",0.2489,"BothTemps",0.8,"Effect"
"713","PopulationDecline","None",0.5186,"BothTemps",0.8,"Effect"
"714","PopulationDecline","Reduced",0.2361,"BothTemps",0.8,"Effect"
"715","Growth","Effect",0.2076,"BothTemps",0.8,"Effect"
"716","Growth","No Effect",0.7949,"BothTemps",0.8,"Effect"
"717","Mortality","Effect",0.0454,"BothTemps",0.8,"Effect"
"718","Mortality","No Effect",0.9491,"BothTemps",0.8,"Effect"
"719","ReproductiveRate","Effect",0.205,"BothTemps",0.8,"Effect"
"720","ReproductiveRate","No Effect",0.8013,"BothTemps",0.8,"Effect"
"721","PopulationDecline","Increased",0.2513,"BothTemps",0.81,"Effect"
"722","PopulationDecline","None",0.5137,"BothTemps",0.81,"Effect"
"723","PopulationDecline","Reduced",0.2384,"BothTemps",0.81,"Effect"
"724","Growth","Effect",0.2031,"BothTemps",0.81,"Effect"
"725","Growth","No Effect",0.7992,"BothTemps",0.81,"Effect"
"726","Mortality","Effect",0.0539,"BothTemps",0.81,"Effect"
"727","Mortality","No Effect",0.9463,"BothTemps",0.81,"Effect"
"728","ReproductiveRate","Effect",0.1921,"BothTemps",0.81,"Effect"
"729","ReproductiveRate","No Effect",0.8115,"BothTemps",0.81,"Effect"
"730","PopulationDecline","Increased",0.2456,"BothTemps",0.82,"Effect"
"731","PopulationDecline","None",0.5124,"BothTemps",0.82,"Effect"
"732","PopulationDecline","Reduced",0.2272,"BothTemps",0.82,"Effect"
"733","Growth","Effect",0.2025,"BothTemps",0.82,"Effect"
"734","Growth","No Effect",0.7971,"BothTemps",0.82,"Effect"
"735","Mortality","Effect",0.0472,"BothTemps",0.82,"Effect"
"736","Mortality","No Effect",0.95,"BothTemps",0.82,"Effect"
"737","ReproductiveRate","Effect",0.1976,"BothTemps",0.82,"Effect"
"738","ReproductiveRate","No Effect",0.8011,"BothTemps",0.82,"Effect"
"739","PopulationDecline","Increased",0.2594,"BothTemps",0.83,"Effect"
"740","PopulationDecline","None",0.5091,"BothTemps",0.83,"Effect"
"741","PopulationDecline","Reduced",0.2466,"BothTemps",0.83,"Effect"
"742","Growth","Effect",0.1977,"BothTemps",0.83,"Effect"
"743","Growth","No Effect",0.8042,"BothTemps",0.83,"Effect"
"744","Mortality","Effect",0.047,"BothTemps",0.83,"Effect"
"745","Mortality","No Effect",0.9558,"BothTemps",0.83,"Effect"
"746","ReproductiveRate","Effect",0.1947,"BothTemps",0.83,"Effect"
"747","ReproductiveRate","No Effect",0.7975,"BothTemps",0.83,"Effect"
"748","PopulationDecline","Increased",0.2556,"BothTemps",0.84,"Effect"
"749","PopulationDecline","None",0.5117,"BothTemps",0.84,"Effect"
"750","PopulationDecline","Reduced",0.2374,"BothTemps",0.84,"Effect"
"751","Growth","Effect",0.2026,"BothTemps",0.84,"Effect"
"752","Growth","No Effect",0.8037,"BothTemps",0.84,"Effect"
"753","Mortality","Effect",0.0455,"BothTemps",0.84,"Effect"
"754","Mortality","No Effect",0.9527,"BothTemps",0.84,"Effect"
"755","ReproductiveRate","Effect",0.197,"BothTemps",0.84,"Effect"
"756","ReproductiveRate","No Effect",0.8019,"BothTemps",0.84,"Effect"
"757","PopulationDecline","Increased",0.2629,"BothTemps",0.85,"Effect"
"758","PopulationDecline","None",0.5137,"BothTemps",0.85,"Effect"
"759","PopulationDecline","Reduced",0.2373,"BothTemps",0.85,"Effect"
"760","Growth","Effect",0.1995,"BothTemps",0.85,"Effect"
"761","Growth","No Effect",0.7978,"BothTemps",0.85,"Effect"
"762","Mortality","Effect",0.0458,"BothTemps",0.85,"Effect"
"763","Mortality","No Effect",0.9526,"BothTemps",0.85,"Effect"
"764","ReproductiveRate","Effect",0.1955,"BothTemps",0.85,"Effect"
"765","ReproductiveRate","No Effect",0.8086,"BothTemps",0.85,"Effect"
"766","PopulationDecline","Increased",0.2546,"BothTemps",0.86,"Effect"
"767","PopulationDecline","None",0.5063,"BothTemps",0.86,"Effect"
"768","PopulationDecline","Reduced",0.242,"BothTemps",0.86,"Effect"
"769","Growth","Effect",0.2007,"BothTemps",0.86,"Effect"
"770","Growth","No Effect",0.8002,"BothTemps",0.86,"Effect"
"771","Mortality","Effect",0.0467,"BothTemps",0.86,"Effect"
"772","Mortality","No Effect",0.9544,"BothTemps",0.86,"Effect"
"773","ReproductiveRate","Effect",0.1932,"BothTemps",0.86,"Effect"
"774","ReproductiveRate","No Effect",0.8115,"BothTemps",0.86,"Effect"
"775","PopulationDecline","Increased",0.2646,"BothTemps",0.87,"Effect"
"776","PopulationDecline","None",0.5109,"BothTemps",0.87,"Effect"
"777","PopulationDecline","Reduced",0.2299,"BothTemps",0.87,"Effect"
"778","Growth","Effect",0.1998,"BothTemps",0.87,"Effect"
"779","Growth","No Effect",0.7985,"BothTemps",0.87,"Effect"
