"","Node","Level","ProbabilityOutput","TestNode","ProbabilityInput","TestLevel"
"75","PopulationDecline","Reduced",0.2303,"AirTemperature",0.09,"Effect"
"76","Growth","Effect",0.2039,"AirTemperature",0.09,"Effect"
"77","Growth","No Effect",0.8035,"AirTemperature",0.09,"Effect"
"78","Mortality","Effect",0.0896,"AirTemperature",0.09,"Effect"
"79","Mortality","No Effect",0.9079,"AirTemperature",0.09,"Effect"
"80","ReproductiveRate","Effect",0.193,"AirTemperature",0.09,"Effect"
"81","ReproductiveRate","No Effect",0.806,"AirTemperature",0.09,"Effect"
"82","PopulationDecline","Increased",0.2399,"AirTemperature",0.1,"Effect"
"83","PopulationDecline","None",0.5291,"AirTemperature",0.1,"Effect"
"84","PopulationDecline","Reduced",0.2225,"AirTemperature",0.1,"Effect"
"85","Growth","Effect",0.1995,"AirTemperature",0.1,"Effect"
"86","Growth","No Effect",0.8012,"AirTemperature",0.1,"Effect"
"87","Mortality","Effect",0.0915,"AirTemperature",0.1,"Effect"
"88","Mortality","No Effect",0.9096,"AirTemperature",0.1,"Effect"
"89","ReproductiveRate","Effect",0.1968,"AirTemperature",0.1,"Effect"
"90","ReproductiveRate","No Effect",0.8114,"AirTemperature",0.1,"Effect"
"91","PopulationDecline","Increased",0.2504,"AirTemperature",0.11,"Effect"
"92","PopulationDecline","None",0.5281,"AirTemperature",0.11,"Effect"
"93","PopulationDecline","Reduced",0.2196,"AirTemperature",0.11,"Effect"
"94","Growth","Effect",0.2035,"AirTemperature",0.11,"Effect"
"95","Growth","No Effect",0.7986,"AirTemperature",0.11,"Effect"
"96","Mortality","Effect",0.0863,"AirTemperature",0.11,"Effect"
"97","Mortality","No Effect",0.9134,"AirTemperature",0.11,"Effect"
"98","ReproductiveRate","Effect",0.2065,"AirTemperature",0.11,"Effect"
"99","ReproductiveRate","No Effect",0.8049,"AirTemperature",0.11,"Effect"
"100","PopulationDecline","Increased",0.2468,"AirTemperature",0.12,"Effect"
"101","PopulationDecline","None",0.5241,"AirTemperature",0.12,"Effect"
"102","PopulationDecline","Reduced",0.2246,"AirTemperature",0.12,"Effect"
"103","Growth","Effect",0.2004,"AirTemperature",0.12,"Effect"
"104","Growth","No Effect",0.7961,"AirTemperature",0.12,"Effect"
"105","Mortality","Effect",0.0868,"AirTemperature",0.12,"Effect"
"106","Mortality","No Effect",0.9093,"AirTemperature",0.12,"Effect"
"107","ReproductiveRate","Effect",0.1992,"AirTemperature",0.12,"Effect"
"108","ReproductiveRate","No Effect",0.8027,"AirTemperature",0.12,"Effect"
"109","PopulationDecline","Increased",0.238,"AirTemperature",0.13,"Effect"
"110","PopulationDecline","None",0.53,"AirTemperature",0.13,"Effect"
"111","PopulationDecline","Reduced",0.2273,"AirTemperature",0.13,"Effect"
"112","Growth","Effect",0.1993,"AirTemperature",0.13,"Effect"
"113","Growth","No Effect",0.7937,"AirTemperature",0.13,"Effect"
"114","Mortality","Effect",0.0875,"AirTemperature",0.13,"Effect"
"115","Mortality","No Effect",0.9121,"AirTemperature",0.13,"Effect"
"116","ReproductiveRate","Effect",0.1941,"AirTemperature",0.13,"Effect"
"117","ReproductiveRate","No Effect",0.8058,"AirTemperature",0.13,"Effect"
"118","PopulationDecline","Increased",0.24,"AirTemperature",0.14,"Effect"
"119","PopulationDecline","None",0.5292,"AirTemperature",0.14,"Effect"
"120","PopulationDecline","Reduced",0.2269,"AirTemperature",0.14,"Effect"
"121","Growth","Effect",0.2135,"AirTemperature",0.14,"Effect"
"122","Growth","No Effect",0.7964,"AirTemperature",0.14,"Effect"
"123","Mortality","Effect",0.0913,"AirTemperature",0.14,"Effect"
"124","Mortality","No Effect",0.9133,"AirTemperature",0.14,"Effect"
"125","ReproductiveRate","Effect",0.1996,"AirTemperature",0.14,"Effect"
"126","ReproductiveRate","No Effect",0.7971,"AirTemperature",0.14,"Effect"
"127","PopulationDecline","Increased",0.2403,"AirTemperature",0.15,"Effect"
"128","PopulationDecline","None",0.5433,"AirTemperature",0.15,"Effect"
"129","PopulationDecline","Reduced",0.2227,"AirTemperature",0.15,"Effect"
"130","Growth","Effect",0.2005,"AirTemperature",0.15,"Effect"
"131","Growth","No Effect",0.7918,"AirTemperature",0.15,"Effect"
"132","Mortality","Effect",0.0916,"AirTemperature",0.15,"Effect"
"133","Mortality","No Effect",0.9129,"AirTemperature",0.15,"Effect"
"134","ReproductiveRate","Effect",0.1988,"AirTemperature",0.15,"Effect"
"135","ReproductiveRate","No Effect",0.7959,"AirTemperature",0.15,"Effect"
"136","PopulationDecline","Increased",0.2473,"AirTemperature",0.16,"Effect"
"137","PopulationDecline","None",0.5281,"AirTemperature",0.16,"Effect"
"138","PopulationDecline","Reduced",0.2231,"AirTemperature",0.16,"Effect"
"139","Growth","Effect",0.1989,"AirTemperature",0.16,"Effect"
"140","Growth","No Effect",0.7974,"AirTemperature",0.16,"Effect"
"141","Mortality","Effect",0.0882,"AirTemperature",0.16,"Effect"
"142","Mortality","No Effect",0.9091,"AirTemperature",0.16,"Effect"
"143","ReproductiveRate","Effect",0.2023,"AirTemperature",0.16,"Effect"
"144","ReproductiveRate","No Effect",0.8035,"AirTemperature",0.16,"Effect"
"145","PopulationDecline","Increased",0.2505,"AirTemperature",0.17,"Effect"
"146","PopulationDecline","None",0.5269,"AirTemperature",0.17,"Effect"
"147","PopulationDecline","Reduced",0.2213,"AirTemperature",0.17,"Effect"
"148","Growth","Effect",0.1964,"AirTemperature",0.17,"Effect"
"149","Growth","No Effect",0.8119,"AirTemperature",0.17,"Effect"
"150","Mortality","Effect",0.0859,"AirTemperature",0.17,"Effect"
"151","Mortality","No Effect",0.9173,"AirTemperature",0.17,"Effect"
"152","ReproductiveRate","Effect",0.1967,"AirTemperature",0.17,"Effect"
"153","ReproductiveRate","No Effect",0.8018,"AirTemperature",0.17,"Effect"
"154","PopulationDecline","Increased",0.2415,"AirTemperature",0.18,"Effect"
"155","PopulationDecline","None",0.5297,"AirTemperature",0.18,"Effect"
"156","PopulationDecline","Reduced",0.2275,"AirTemperature",0.18,"Effect"
"157","Growth","Effect",0.2022,"AirTemperature",0.18,"Effect"
"158","Growth","No Effect",0.7978,"AirTemperature",0.18,"Effect"
"159","Mortality","Effect",0.0873,"AirTemperature",0.18,"Effect"
"160","Mortality","No Effect",0.9133,"AirTemperature",0.18,"Effect"
"161","ReproductiveRate","Effect",0.1998,"AirTemperature",0.18,"Effect"
"162","ReproductiveRate","No Effect",0.7981,"AirTemperature",0.18,"Effect"
"163","PopulationDecline","Increased",0.2372,"AirTemperature",0.19,"Effect"
"164","PopulationDecline","None",0.5352,"AirTemperature",0.19,"Effect"
"165","PopulationDecline","Reduced",0.2277,"AirTemperature",0.19,"Effect"
"166","Growth","Effect",0.2075,"AirTemperature",0.19,"Effect"
"167","Growth","No Effect",0.8012,"AirTemperature",0.19,"Effect"
"168","Mortality","Effect",0.0856,"AirTemperature",0.19,"Effect"
"169","Mortality","No Effect",0.9146,"AirTemperature",0.19,"Effect"
"170","ReproductiveRate","Effect",0.1898,"AirTemperature",0.19,"Effect"
"171","ReproductiveRate","No Effect",0.7944,"AirTemperature",0.19,"Effect"
"172","PopulationDecline","Increased",0.2461,"AirTemperature",0.2,"Effect"
"173","PopulationDecline","None",0.5284,"AirTemperature",0.2,"Effect"
"174","PopulationDecline","Reduced",0.2131,"AirTemperature",0.2,"Effect"
"175","Growth","Effect",0.1991,"AirTemperature",0.2,"Effect"
"176","Growth","No Effect",0.7929,"AirTemperature",0.2,"Effect"
"177","Mortality","Effect",0.0892,"AirTemperature",0.2,"Effect"
"178","Mortality","No Effect",0.9156,"AirTemperature",0.2,"Effect"
"179","ReproductiveRate","Effect",0.2004,"AirTemperature",0.2,"Effect"
"180","ReproductiveRate","No Effect",0.7901,"AirTemperature",0.2,"Effect"
"181","PopulationDecline","Increased",0.2457,"AirTemperature",0.21,"Effect"
"182","PopulationDecline","None",0.523,"AirTemperature",0.21,"Effect"
"183","PopulationDecline","Reduced",0.2289,"AirTemperature",0.21,"Effect"
"184","Growth","Effect",0.2009,"AirTemperature",0.21,"Effect"
"185","Growth","No Effect",0.7929,"AirTemperature",0.21,"Effect"
"186","Mortality","Effect",0.0848,"AirTemperature",0.21,"Effect"
"187","Mortality","No Effect",0.9127,"AirTemperature",0.21,"Effect"
"188","ReproductiveRate","Effect",0.1926,"AirTemperature",0.21,"Effect"
"189","ReproductiveRate","No Effect",0.8047,"AirTemperature",0.21,"Effect"
"190","PopulationDecline","Increased",0.2459,"AirTemperature",0.22,"Effect"
"191","PopulationDecline","None",0.5246,"AirTemperature",0.22,"Effect"
"192","PopulationDecline","Reduced",0.2241,"AirTemperature",0.22,"Effect"
"193","Growth","Effect",0.1995,"AirTemperature",0.22,"Effect"
"194","Growth","No Effect",0.7931,"AirTemperature",0.22,"Effect"
"195","Mortality","Effect",0.0845,"AirTemperature",0.22,"Effect"
"196","Mortality","No Effect",0.909,"AirTemperature",0.22,"Effect"
"197","ReproductiveRate","Effect",0.2016,"AirTemperature",0.22,"Effect"
"198","ReproductiveRate","No Effect",0.7961,"AirTemperature",0.22,"Effect"
"199","PopulationDecline","Increased",0.2448,"AirTemperature",0.23,"Effect"
"200","PopulationDecline","None",0.5336,"AirTemperature",0.23,"Effect"
"201","PopulationDecline","Reduced",0.2221,"AirTemperature",0.23,"Effect"
"202","Growth","Effect",0.1984,"AirTemperature",0.23,"Effect"
"203","Growth","No Effect",0.7908,"AirTemperature",0.23,"Effect"
"204","Mortality","Effect",0.0858,"AirTemperature",0.23,"Effect"
"205","Mortality","No Effect",0.9189,"AirTemperature",0.23,"Effect"
"206","ReproductiveRate","Effect",0.1928,"AirTemperature",0.23,"Effect"
"207","ReproductiveRate","No Effect",0.8095,"AirTemperature",0.23,"Effect"
"208","PopulationDecline","Increased",0.2425,"AirTemperature",0.24,"Effect"
"209","PopulationDecline","None",0.53,"AirTemperature",0.24,"Effect"
"210","PopulationDecline","Reduced",0.2295,"AirTemperature",0.24,"Effect"
"211","Growth","Effect",0.2038,"AirTemperature",0.24,"Effect"
"212","Growth","No Effect",0.7993,"AirTemperature",0.24,"Effect"
"213","Mortality","Effect",0.0818,"AirTemperature",0.24,"Effect"
"214","Mortality","No Effect",0.9135,"AirTemperature",0.24,"Effect"
"215","ReproductiveRate","Effect",0.1985,"AirTemperature",0.24,"Effect"
"216","ReproductiveRate","No Effect",0.7977,"AirTemperature",0.24,"Effect"
"217","PopulationDecline","Increased",0.2409,"AirTemperature",0.25,"Effect"
"218","PopulationDecline","None",0.5306,"AirTemperature",0.25,"Effect"
"219","PopulationDecline","Reduced",0.2303,"AirTemperature",0.25,"Effect"
"220","Growth","Effect",0.2001,"AirTemperature",0.25,"Effect"
"221","Growth","No Effect",0.7957,"AirTemperature",0.25,"Effect"
"222","Mortality","Effect",0.0843,"AirTemperature",0.25,"Effect"
"223","Mortality","No Effect",0.9148,"AirTemperature",0.25,"Effect"
"224","ReproductiveRate","Effect",0.1985,"AirTemperature",0.25,"Effect"
"225","ReproductiveRate","No Effect",0.8009,"AirTemperature",0.25,"Effect"
"226","PopulationDecline","Increased",0.2428,"AirTemperature",0.26,"Effect"
"227","PopulationDecline","None",0.5258,"AirTemperature",0.26,"Effect"
"228","PopulationDecline","Reduced",0.2346,"AirTemperature",0.26,"Effect"
"229","Growth","Effect",0.2079,"AirTemperature",0.26,"Effect"
"230","Growth","No Effect",0.8,"AirTemperature",0.26,"Effect"
"231","Mortality","Effect",0.0822,"AirTemperature",0.26,"Effect"
"232","Mortality","No Effect",0.9184,"AirTemperature",0.26,"Effect"
"233","ReproductiveRate","Effect",0.2039,"AirTemperature",0.26,"Effect"
"234","ReproductiveRate","No Effect",0.7985,"AirTemperature",0.26,"Effect"
"235","PopulationDecline","Increased",0.2469,"AirTemperature",0.27,"Effect"
"236","PopulationDecline","None",0.5345,"AirTemperature",0.27,"Effect"
"237","PopulationDecline","Reduced",0.2245,"AirTemperature",0.27,"Effect"
"238","Growth","Effect",0.2038,"AirTemperature",0.27,"Effect"
"239","Growth","No Effect",0.7967,"AirTemperature",0.27,"Effect"
"240","Mortality","Effect",0.0807,"AirTemperature",0.27,"Effect"
"241","Mortality","No Effect",0.9119,"AirTemperature",0.27,"Effect"
"242","ReproductiveRate","Effect",0.194,"AirTemperature",0.27,"Effect"
"243","ReproductiveRate","No Effect",0.8026,"AirTemperature",0.27,"Effect"
"244","PopulationDecline","Increased",0.2425,"AirTemperature",0.28,"Effect"
"245","PopulationDecline","None",0.5289,"AirTemperature",0.28,"Effect"
"246","PopulationDecline","Reduced",0.2335,"AirTemperature",0.28,"Effect"
"247","Growth","Effect",0.2027,"AirTemperature",0.28,"Effect"
"248","Growth","No Effect",0.8013,"AirTemperature",0.28,"Effect"
"249","Mortality","Effect",0.085,"AirTemperature",0.28,"Effect"
"250","Mortality","No Effect",0.9144,"AirTemperature",0.28,"Effect"
"251","ReproductiveRate","Effect",0.2014,"AirTemperature",0.28,"Effect"
"252","ReproductiveRate","No Effect",0.7944,"AirTemperature",0.28,"Effect"
"253","PopulationDecline","Increased",0.2437,"AirTemperature",0.29,"Effect"
"254","PopulationDecline","None",0.5316,"AirTemperature",0.29,"Effect"
"255","PopulationDecline","Reduced",0.2198,"AirTemperature",0.29,"Effect"
"256","Growth","Effect",0.2078,"AirTemperature",0.29,"Effect"
"257","Growth","No Effect",0.7969,"AirTemperature",0.29,"Effect"
"258","Mortality","Effect",0.0855,"AirTemperature",0.29,"Effect"
"259","Mortality","No Effect",0.9181,"AirTemperature",0.29,"Effect"
"260","ReproductiveRate","Effect",0.1994,"AirTemperature",0.29,"Effect"
"261","ReproductiveRate","No Effect",0.796,"AirTemperature",0.29,"Effect"
"262","PopulationDecline","Increased",0.2461,"AirTemperature",0.3,"Effect"
"263","PopulationDecline","None",0.5365,"AirTemperature",0.3,"Effect"
"264","PopulationDecline","Reduced",0.2309,"AirTemperature",0.3,"Effect"
"265","Growth","Effect",0.2003,"AirTemperature",0.3,"Effect"
"266","Growth","No Effect",0.7939,"AirTemperature",0.3,"Effect"
"267","Mortality","Effect",0.0886,"AirTemperature",0.3,"Effect"
"268","Mortality","No Effect",0.9146,"AirTemperature",0.3,"Effect"
"269","ReproductiveRate","Effect",0.2048,"AirTemperature",0.3,"Effect"
"270","ReproductiveRate","No Effect",0.7981,"AirTemperature",0.3,"Effect"
"271","PopulationDecline","Increased",0.2436,"AirTemperature",0.31,"Effect"
"272","PopulationDecline","None",0.5338,"AirTemperature",0.31,"Effect"
"273","PopulationDecline","Reduced",0.223,"AirTemperature",0.31,"Effect"
"274","Growth","Effect",0.2047,"AirTemperature",0.31,"Effect"
"275","Growth","No Effect",0.7933,"AirTemperature",0.31,"Effect"
"276","Mortality","Effect",0.0827,"AirTemperature",0.31,"Effect"
"277","Mortality","No Effect",0.9158,"AirTemperature",0.31,"Effect"
"278","ReproductiveRate","Effect",0.1975,"AirTemperature",0.31,"Effect"
"279","ReproductiveRate","No Effect",0.8006,"AirTemperature",0.31,"Effect"
"280","PopulationDecline","Increased",0.2502,"AirTemperature",0.32,"Effect"
"281","PopulationDecline","None",0.5362,"AirTemperature",0.32,"Effect"
"282","PopulationDecline","Reduced",0.2251,"AirTemperature",0.32,"Effect"
"283","Growth","Effect",0.2066,"AirTemperature",0.32,"Effect"
"284","Growth","No Effect",0.7952,"AirTemperature",0.32,"Effect"
"285","Mortality","Effect",0.0837,"AirTemperature",0.32,"Effect"
"286","Mortality","No Effect",0.9119,"AirTemperature",0.32,"Effect"
"287","ReproductiveRate","Effect",0.1942,"AirTemperature",0.32,"Effect"
"288","ReproductiveRate","No Effect",0.7935,"AirTemperature",0.32,"Effect"
"289","PopulationDecline","Increased",0.2399,"AirTemperature",0.33,"Effect"
"290","PopulationDecline","None",0.5308,"AirTemperature",0.33,"Effect"
"291","PopulationDecline","Reduced",0.232,"AirTemperature",0.33,"Effect"
"292","Growth","Effect",0.2051,"AirTemperature",0.33,"Effect"
"293","Growth","No Effect",0.7934,"AirTemperature",0.33,"Effect"
"294","Mortality","Effect",0.0856,"AirTemperature",0.33,"Effect"
"295","Mortality","No Effect",0.9188,"AirTemperature",0.33,"Effect"
"296","ReproductiveRate","Effect",0.203,"AirTemperature",0.33,"Effect"
"297","ReproductiveRate","No Effect",0.8018,"AirTemperature",0.33,"Effect"
"298","PopulationDecline","Increased",0.2438,"AirTemperature",0.34,"Effect"
"299","PopulationDecline","None",0.5309,"AirTemperature",0.34,"Effect"
"300","PopulationDecline","Reduced",0.2274,"AirTemperature",0.34,"Effect"
"301","Growth","Effect",0.1993,"AirTemperature",0.34,"Effect"
"302","Growth","No Effect",0.8096,"AirTemperature",0.34,"Effect"
"303","Mortality","Effect",0.0828,"AirTemperature",0.34,"Effect"
"304","Mortality","No Effect",0.9211,"AirTemperature",0.34,"Effect"
"305","ReproductiveRate","Effect",0.1982,"AirTemperature",0.34,"Effect"
"306","ReproductiveRate","No Effect",0.8015,"AirTemperature",0.34,"Effect"
"307","PopulationDecline","Increased",0.2463,"AirTemperature",0.35,"Effect"
"308","PopulationDecline","None",0.5251,"AirTemperature",0.35,"Effect"
"309","PopulationDecline","Reduced",0.2282,"AirTemperature",0.35,"Effect"
"310","Growth","Effect",0.1984,"AirTemperature",0.35,"Effect"
"311","Growth","No Effect",0.8011,"AirTemperature",0.35,"Effect"
"312","Mortality","Effect",0.0788,"AirTemperature",0.35,"Effect"
"313","Mortality","No Effect",0.9198,"AirTemperature",0.35,"Effect"
"314","ReproductiveRate","Effect",0.2028,"AirTemperature",0.35,"Effect"
"315","ReproductiveRate","No Effect",0.7974,"AirTemperature",0.35,"Effect"
"316","PopulationDecline","Increased",0.2438,"AirTemperature",0.36,"Effect"
"317","PopulationDecline","None",0.5286,"AirTemperature",0.36,"Effect"
"318","PopulationDecline","Reduced",0.228,"AirTemperature",0.36,"Effect"
"319","Growth","Effect",0.2039,"AirTemperature",0.36,"Effect"
"320","Growth","No Effect",0.7941,"AirTemperature",0.36,"Effect"
"321","Mortality","Effect",0.0849,"AirTemperature",0.36,"Effect"
"322","Mortality","No Effect",0.924,"AirTemperature",0.36,"Effect"
"323","ReproductiveRate","Effect",0.2003,"AirTemperature",0.36,"Effect"
"324","ReproductiveRate","No Effect",0.7994,"AirTemperature",0.36,"Effect"
"325","PopulationDecline","Increased",0.2402,"AirTemperature",0.37,"Effect"
"326","PopulationDecline","None",0.5358,"AirTemperature",0.37,"Effect"
"327","PopulationDecline","Reduced",0.2249,"AirTemperature",0.37,"Effect"
"328","Growth","Effect",0.1991,"AirTemperature",0.37,"Effect"
"329","Growth","No Effect",0.7961,"AirTemperature",0.37,"Effect"
"330","Mortality","Effect",0.0786,"AirTemperature",0.37,"Effect"
"331","Mortality","No Effect",0.9146,"AirTemperature",0.37,"Effect"
"332","ReproductiveRate","Effect",0.2028,"AirTemperature",0.37,"Effect"
"333","ReproductiveRate","No Effect",0.7962,"AirTemperature",0.37,"Effect"
"334","PopulationDecline","Increased",0.2412,"AirTemperature",0.38,"Effect"
"335","PopulationDecline","None",0.5375,"AirTemperature",0.38,"Effect"
"336","PopulationDecline","Reduced",0.2226,"AirTemperature",0.38,"Effect"
"337","Growth","Effect",0.2029,"AirTemperature",0.38,"Effect"
"338","Growth","No Effect",0.792,"AirTemperature",0.38,"Effect"
"339","Mortality","Effect",0.0855,"AirTemperature",0.38,"Effect"
"340","Mortality","No Effect",0.9191,"AirTemperature",0.38,"Effect"
"341","ReproductiveRate","Effect",0.2051,"AirTemperature",0.38,"Effect"
"342","ReproductiveRate","No Effect",0.7938,"AirTemperature",0.38,"Effect"
"343","PopulationDecline","Increased",0.237,"AirTemperature",0.39,"Effect"
"344","PopulationDecline","None",0.5252,"AirTemperature",0.39,"Effect"
"345","PopulationDecline","Reduced",0.2306,"AirTemperature",0.39,"Effect"
"346","Growth","Effect",0.2024,"AirTemperature",0.39,"Effect"
"347","Growth","No Effect",0.7848,"AirTemperature",0.39,"Effect"
"348","Mortality","Effect",0.0829,"AirTemperature",0.39,"Effect"
"349","Mortality","No Effect",0.919,"AirTemperature",0.39,"Effect"
"350","ReproductiveRate","Effect",0.2058,"AirTemperature",0.39,"Effect"
"351","ReproductiveRate","No Effect",0.8023,"AirTemperature",0.39,"Effect"
"352","PopulationDecline","Increased",0.2409,"AirTemperature",0.4,"Effect"
"353","PopulationDecline","None",0.5269,"AirTemperature",0.4,"Effect"
"354","PopulationDecline","Reduced",0.2285,"AirTemperature",0.4,"Effect"
"355","Growth","Effect",0.1977,"AirTemperature",0.4,"Effect"
"356","Growth","No Effect",0.8006,"AirTemperature",0.4,"Effect"
"357","Mortality","Effect",0.0807,"AirTemperature",0.4,"Effect"
"358","Mortality","No Effect",0.9162,"AirTemperature",0.4,"Effect"
"359","ReproductiveRate","Effect",0.1997,"AirTemperature",0.4,"Effect"
"360","ReproductiveRate","No Effect",0.792,"AirTemperature",0.4,"Effect"
"361","PopulationDecline","Increased",0.2454,"AirTemperature",0.41,"Effect"
"362","PopulationDecline","None",0.5299,"AirTemperature",0.41,"Effect"
"363","PopulationDecline","Reduced",0.2318,"AirTemperature",0.41,"Effect"
"364","Growth","Effect",0.2035,"AirTemperature",0.41,"Effect"
"365","Growth","No Effect",0.7971,"AirTemperature",0.41,"Effect"
"366","Mortality","Effect",0.0762,"AirTemperature",0.41,"Effect"
"367","Mortality","No Effect",0.9154,"AirTemperature",0.41,"Effect"
"368","ReproductiveRate","Effect",0.2032,"AirTemperature",0.41,"Effect"
"369","ReproductiveRate","No Effect",0.7961,"AirTemperature",0.41,"Effect"
"370","PopulationDecline","Increased",0.2436,"AirTemperature",0.42,"Effect"
"371","PopulationDecline","None",0.5325,"AirTemperature",0.42,"Effect"
"372","PopulationDecline","Reduced",0.2289,"AirTemperature",0.42,"Effect"
"373","Growth","Effect",0.2045,"AirTemperature",0.42,"Effect"
"374","Growth","No Effect",0.7976,"AirTemperature",0.42,"Effect"
"375","Mortality","Effect",0.0771,"AirTemperature",0.42,"Effect"
"376","Mortality","No Effect",0.9283,"AirTemperature",0.42,"Effect"
"377","ReproductiveRate","Effect",0.2005,"AirTemperature",0.42,"Effect"
"378","ReproductiveRate","No Effect",0.7985,"AirTemperature",0.42,"Effect"
