"","Node","Level","ProbabilityOutput","TestNode","ProbabilityInput","TestLevel"
"88","Mortality","No Effect",0.8851,"Season",0.1,"Fall"
"89","ReproductiveRate","Effect",0.2043,"Season",0.1,"Fall"
"90","ReproductiveRate","No Effect",0.8053,"Season",0.1,"Fall"
"91","PopulationDecline","Increased",0.2299,"Season",0.11,"Fall"
"92","PopulationDecline","None",0.5464,"Season",0.11,"Fall"
"93","PopulationDecline","Reduced",0.2239,"Season",0.11,"Fall"
"94","Growth","Effect",0.2065,"Season",0.11,"Fall"
"95","Growth","No Effect",0.8004,"Season",0.11,"Fall"
"96","Mortality","Effect",0.1098,"Season",0.11,"Fall"
"97","Mortality","No Effect",0.8924,"Season",0.11,"Fall"
"98","ReproductiveRate","Effect",0.1994,"Season",0.11,"Fall"
"99","ReproductiveRate","No Effect",0.8022,"Season",0.11,"Fall"
"100","PopulationDecline","Increased",0.238,"Season",0.12,"Fall"
"101","PopulationDecline","None",0.542,"Season",0.12,"Fall"
"102","PopulationDecline","Reduced",0.2214,"Season",0.12,"Fall"
"103","Growth","Effect",0.2028,"Season",0.12,"Fall"
"104","Growth","No Effect",0.805,"Season",0.12,"Fall"
"105","Mortality","Effect",0.1068,"Season",0.12,"Fall"
"106","Mortality","No Effect",0.8932,"Season",0.12,"Fall"
"107","ReproductiveRate","Effect",0.2012,"Season",0.12,"Fall"
"108","ReproductiveRate","No Effect",0.7925,"Season",0.12,"Fall"
"109","PopulationDecline","Increased",0.2342,"Season",0.13,"Fall"
"110","PopulationDecline","None",0.5375,"Season",0.13,"Fall"
"111","PopulationDecline","Reduced",0.2212,"Season",0.13,"Fall"
"112","Growth","Effect",0.2075,"Season",0.13,"Fall"
"113","Growth","No Effect",0.795,"Season",0.13,"Fall"
"114","Mortality","Effect",0.1032,"Season",0.13,"Fall"
"115","Mortality","No Effect",0.8905,"Season",0.13,"Fall"
"116","ReproductiveRate","Effect",0.1946,"Season",0.13,"Fall"
"117","ReproductiveRate","No Effect",0.7977,"Season",0.13,"Fall"
"118","PopulationDecline","Increased",0.2393,"Season",0.14,"Fall"
"119","PopulationDecline","None",0.5461,"Season",0.14,"Fall"
"120","PopulationDecline","Reduced",0.223,"Season",0.14,"Fall"
"121","Growth","Effect",0.206,"Season",0.14,"Fall"
"122","Growth","No Effect",0.8034,"Season",0.14,"Fall"
"123","Mortality","Effect",0.1029,"Season",0.14,"Fall"
"124","Mortality","No Effect",0.8901,"Season",0.14,"Fall"
"125","ReproductiveRate","Effect",0.1942,"Season",0.14,"Fall"
"126","ReproductiveRate","No Effect",0.8044,"Season",0.14,"Fall"
"127","PopulationDecline","Increased",0.2366,"Season",0.15,"Fall"
"128","PopulationDecline","None",0.5369,"Season",0.15,"Fall"
"129","PopulationDecline","Reduced",0.2278,"Season",0.15,"Fall"
"130","Growth","Effect",0.2011,"Season",0.15,"Fall"
"131","Growth","No Effect",0.7948,"Season",0.15,"Fall"
"132","Mortality","Effect",0.1088,"Season",0.15,"Fall"
"133","Mortality","No Effect",0.8945,"Season",0.15,"Fall"
"134","ReproductiveRate","Effect",0.2052,"Season",0.15,"Fall"
"135","ReproductiveRate","No Effect",0.7959,"Season",0.15,"Fall"
"136","PopulationDecline","Increased",0.2371,"Season",0.16,"Fall"
"137","PopulationDecline","None",0.5361,"Season",0.16,"Fall"
"138","PopulationDecline","Reduced",0.2182,"Season",0.16,"Fall"
"139","Growth","Effect",0.2033,"Season",0.16,"Fall"
"140","Growth","No Effect",0.7937,"Season",0.16,"Fall"
"141","Mortality","Effect",0.1118,"Season",0.16,"Fall"
"142","Mortality","No Effect",0.8919,"Season",0.16,"Fall"
"143","ReproductiveRate","Effect",0.2013,"Season",0.16,"Fall"
"144","ReproductiveRate","No Effect",0.7979,"Season",0.16,"Fall"
"145","PopulationDecline","Increased",0.2414,"Season",0.17,"Fall"
"146","PopulationDecline","None",0.5398,"Season",0.17,"Fall"
"147","PopulationDecline","Reduced",0.2254,"Season",0.17,"Fall"
"148","Growth","Effect",0.202,"Season",0.17,"Fall"
"149","Growth","No Effect",0.7925,"Season",0.17,"Fall"
"150","Mortality","Effect",0.1042,"Season",0.17,"Fall"
"151","Mortality","No Effect",0.8936,"Season",0.17,"Fall"
"152","ReproductiveRate","Effect",0.1966,"Season",0.17,"Fall"
"153","ReproductiveRate","No Effect",0.8014,"Season",0.17,"Fall"
"154","PopulationDecline","Increased",0.2348,"Season",0.18,"Fall"
"155","PopulationDecline","None",0.5421,"Season",0.18,"Fall"
"156","PopulationDecline","Reduced",0.2275,"Season",0.18,"Fall"
"157","Growth","Effect",0.2011,"Season",0.18,"Fall"
"158","Growth","No Effect",0.7943,"Season",0.18,"Fall"
"159","Mortality","Effect",0.1034,"Season",0.18,"Fall"
"160","Mortality","No Effect",0.8945,"Season",0.18,"Fall"
"161","ReproductiveRate","Effect",0.1974,"Season",0.18,"Fall"
"162","ReproductiveRate","No Effect",0.8004,"Season",0.18,"Fall"
"163","PopulationDecline","Increased",0.2334,"Season",0.19,"Fall"
"164","PopulationDecline","None",0.546,"Season",0.19,"Fall"
"165","PopulationDecline","Reduced",0.2251,"Season",0.19,"Fall"
"166","Growth","Effect",0.2009,"Season",0.19,"Fall"
"167","Growth","No Effect",0.7919,"Season",0.19,"Fall"
"168","Mortality","Effect",0.1094,"Season",0.19,"Fall"
"169","Mortality","No Effect",0.8975,"Season",0.19,"Fall"
"170","ReproductiveRate","Effect",0.1982,"Season",0.19,"Fall"
"171","ReproductiveRate","No Effect",0.7982,"Season",0.19,"Fall"
"172","PopulationDecline","Increased",0.2351,"Season",0.2,"Fall"
"173","PopulationDecline","None",0.5329,"Season",0.2,"Fall"
"174","PopulationDecline","Reduced",0.2237,"Season",0.2,"Fall"
"175","Growth","Effect",0.1978,"Season",0.2,"Fall"
"176","Growth","No Effect",0.7955,"Season",0.2,"Fall"
"177","Mortality","Effect",0.1061,"Season",0.2,"Fall"
"178","Mortality","No Effect",0.8963,"Season",0.2,"Fall"
"179","ReproductiveRate","Effect",0.203,"Season",0.2,"Fall"
"180","ReproductiveRate","No Effect",0.8004,"Season",0.2,"Fall"
"181","PopulationDecline","Increased",0.2349,"Season",0.21,"Fall"
"182","PopulationDecline","None",0.5432,"Season",0.21,"Fall"
"183","PopulationDecline","Reduced",0.2233,"Season",0.21,"Fall"
"184","Growth","Effect",0.2085,"Season",0.21,"Fall"
"185","Growth","No Effect",0.7982,"Season",0.21,"Fall"
"186","Mortality","Effect",0.1017,"Season",0.21,"Fall"
"187","Mortality","No Effect",0.8898,"Season",0.21,"Fall"
"188","ReproductiveRate","Effect",0.1984,"Season",0.21,"Fall"
"189","ReproductiveRate","No Effect",0.8075,"Season",0.21,"Fall"
"190","PopulationDecline","Increased",0.2327,"Season",0.22,"Fall"
"191","PopulationDecline","None",0.5392,"Season",0.22,"Fall"
"192","PopulationDecline","Reduced",0.2206,"Season",0.22,"Fall"
"193","Growth","Effect",0.2092,"Season",0.22,"Fall"
"194","Growth","No Effect",0.7902,"Season",0.22,"Fall"
"195","Mortality","Effect",0.1024,"Season",0.22,"Fall"
"196","Mortality","No Effect",0.9012,"Season",0.22,"Fall"
"197","ReproductiveRate","Effect",0.1982,"Season",0.22,"Fall"
"198","ReproductiveRate","No Effect",0.8016,"Season",0.22,"Fall"
"199","PopulationDecline","Increased",0.2414,"Season",0.23,"Fall"
"200","PopulationDecline","None",0.5419,"Season",0.23,"Fall"
"201","PopulationDecline","Reduced",0.2179,"Season",0.23,"Fall"
"202","Growth","Effect",0.2087,"Season",0.23,"Fall"
"203","Growth","No Effect",0.8006,"Season",0.23,"Fall"
"204","Mortality","Effect",0.1037,"Season",0.23,"Fall"
"205","Mortality","No Effect",0.8995,"Season",0.23,"Fall"
"206","ReproductiveRate","Effect",0.2048,"Season",0.23,"Fall"
"207","ReproductiveRate","No Effect",0.8002,"Season",0.23,"Fall"
"208","PopulationDecline","Increased",0.2416,"Season",0.24,"Fall"
"209","PopulationDecline","None",0.543,"Season",0.24,"Fall"
"210","PopulationDecline","Reduced",0.2191,"Season",0.24,"Fall"
"211","Growth","Effect",0.2057,"Season",0.24,"Fall"
"212","Growth","No Effect",0.7979,"Season",0.24,"Fall"
"213","Mortality","Effect",0.1051,"Season",0.24,"Fall"
"214","Mortality","No Effect",0.8991,"Season",0.24,"Fall"
"215","ReproductiveRate","Effect",0.2065,"Season",0.24,"Fall"
"216","ReproductiveRate","No Effect",0.7933,"Season",0.24,"Fall"
"217","PopulationDecline","Increased",0.2411,"Season",0.25,"Fall"
"218","PopulationDecline","None",0.5388,"Season",0.25,"Fall"
"219","PopulationDecline","Reduced",0.2227,"Season",0.25,"Fall"
"220","Growth","Effect",0.2063,"Season",0.25,"Fall"
"221","Growth","No Effect",0.7903,"Season",0.25,"Fall"
"222","Mortality","Effect",0.1023,"Season",0.25,"Fall"
"223","Mortality","No Effect",0.8968,"Season",0.25,"Fall"
"224","ReproductiveRate","Effect",0.1985,"Season",0.25,"Fall"
"225","ReproductiveRate","No Effect",0.8021,"Season",0.25,"Fall"
"226","PopulationDecline","Increased",0.2491,"Season",0.26,"Fall"
"227","PopulationDecline","None",0.5374,"Season",0.26,"Fall"
"228","PopulationDecline","Reduced",0.2158,"Season",0.26,"Fall"
"229","Growth","Effect",0.2072,"Season",0.26,"Fall"
"230","Growth","No Effect",0.7968,"Season",0.26,"Fall"
"231","Mortality","Effect",0.0986,"Season",0.26,"Fall"
"232","Mortality","No Effect",0.9022,"Season",0.26,"Fall"
"233","ReproductiveRate","Effect",0.1917,"Season",0.26,"Fall"
"234","ReproductiveRate","No Effect",0.801,"Season",0.26,"Fall"
"235","PopulationDecline","Increased",0.2441,"Season",0.27,"Fall"
"236","PopulationDecline","None",0.5426,"Season",0.27,"Fall"
"237","PopulationDecline","Reduced",0.2255,"Season",0.27,"Fall"
"238","Growth","Effect",0.1976,"Season",0.27,"Fall"
"239","Growth","No Effect",0.8055,"Season",0.27,"Fall"
"240","Mortality","Effect",0.0945,"Season",0.27,"Fall"
"241","Mortality","No Effect",0.8983,"Season",0.27,"Fall"
"242","ReproductiveRate","Effect",0.2037,"Season",0.27,"Fall"
"243","ReproductiveRate","No Effect",0.7925,"Season",0.27,"Fall"
"244","PopulationDecline","Increased",0.2418,"Season",0.28,"Fall"
"245","PopulationDecline","None",0.5396,"Season",0.28,"Fall"
"246","PopulationDecline","Reduced",0.2187,"Season",0.28,"Fall"
"247","Growth","Effect",0.1978,"Season",0.28,"Fall"
"248","Growth","No Effect",0.8017,"Season",0.28,"Fall"
"249","Mortality","Effect",0.0985,"Season",0.28,"Fall"
"250","Mortality","No Effect",0.903,"Season",0.28,"Fall"
"251","ReproductiveRate","Effect",0.2053,"Season",0.28,"Fall"
"252","ReproductiveRate","No Effect",0.8036,"Season",0.28,"Fall"
"253","PopulationDecline","Increased",0.2399,"Season",0.29,"Fall"
"254","PopulationDecline","None",0.5312,"Season",0.29,"Fall"
"255","PopulationDecline","Reduced",0.2188,"Season",0.29,"Fall"
"256","Growth","Effect",0.2021,"Season",0.29,"Fall"
"257","Growth","No Effect",0.7963,"Season",0.29,"Fall"
"258","Mortality","Effect",0.0989,"Season",0.29,"Fall"
"259","Mortality","No Effect",0.8983,"Season",0.29,"Fall"
"260","ReproductiveRate","Effect",0.1977,"Season",0.29,"Fall"
"261","ReproductiveRate","No Effect",0.7966,"Season",0.29,"Fall"
"262","PopulationDecline","Increased",0.2353,"Season",0.3,"Fall"
"263","PopulationDecline","None",0.5381,"Season",0.3,"Fall"
"264","PopulationDecline","Reduced",0.2269,"Season",0.3,"Fall"
"265","Growth","Effect",0.2021,"Season",0.3,"Fall"
"266","Growth","No Effect",0.7984,"Season",0.3,"Fall"
"267","Mortality","Effect",0.0973,"Season",0.3,"Fall"
"268","Mortality","No Effect",0.9016,"Season",0.3,"Fall"
"269","ReproductiveRate","Effect",0.1974,"Season",0.3,"Fall"
"270","ReproductiveRate","No Effect",0.8,"Season",0.3,"Fall"
"271","PopulationDecline","Increased",0.2381,"Season",0.31,"Fall"
"272","PopulationDecline","None",0.5371,"Season",0.31,"Fall"
"273","PopulationDecline","Reduced",0.2186,"Season",0.31,"Fall"
"274","Growth","Effect",0.2053,"Season",0.31,"Fall"
"275","Growth","No Effect",0.7953,"Season",0.31,"Fall"
"276","Mortality","Effect",0.0981,"Season",0.31,"Fall"
"277","Mortality","No Effect",0.9049,"Season",0.31,"Fall"
"278","ReproductiveRate","Effect",0.1984,"Season",0.31,"Fall"
"279","ReproductiveRate","No Effect",0.8035,"Season",0.31,"Fall"
"280","PopulationDecline","Increased",0.2454,"Season",0.32,"Fall"
"281","PopulationDecline","None",0.5365,"Season",0.32,"Fall"
"282","PopulationDecline","Reduced",0.2199,"Season",0.32,"Fall"
"283","Growth","Effect",0.206,"Season",0.32,"Fall"
"284","Growth","No Effect",0.7991,"Season",0.32,"Fall"
"285","Mortality","Effect",0.0939,"Season",0.32,"Fall"
"286","Mortality","No Effect",0.9047,"Season",0.32,"Fall"
"287","ReproductiveRate","Effect",0.1969,"Season",0.32,"Fall"
"288","ReproductiveRate","No Effect",0.7953,"Season",0.32,"Fall"
"289","PopulationDecline","Increased",0.2424,"Season",0.33,"Fall"
"290","PopulationDecline","None",0.5437,"Season",0.33,"Fall"
"291","PopulationDecline","Reduced",0.2222,"Season",0.33,"Fall"
"292","Growth","Effect",0.1979,"Season",0.33,"Fall"
"293","Growth","No Effect",0.8016,"Season",0.33,"Fall"
"294","Mortality","Effect",0.0907,"Season",0.33,"Fall"
"295","Mortality","No Effect",0.8995,"Season",0.33,"Fall"
"296","ReproductiveRate","Effect",0.2006,"Season",0.33,"Fall"
"297","ReproductiveRate","No Effect",0.8065,"Season",0.33,"Fall"
"298","PopulationDecline","Increased",0.2385,"Season",0.34,"Fall"
"299","PopulationDecline","None",0.5355,"Season",0.34,"Fall"
"300","PopulationDecline","Reduced",0.2133,"Season",0.34,"Fall"
"301","Growth","Effect",0.2011,"Season",0.34,"Fall"
"302","Growth","No Effect",0.8012,"Season",0.34,"Fall"
"303","Mortality","Effect",0.0949,"Season",0.34,"Fall"
"304","Mortality","No Effect",0.9086,"Season",0.34,"Fall"
"305","ReproductiveRate","Effect",0.1997,"Season",0.34,"Fall"
"306","ReproductiveRate","No Effect",0.8013,"Season",0.34,"Fall"
"307","PopulationDecline","Increased",0.2407,"Season",0.35,"Fall"
"308","PopulationDecline","None",0.5372,"Season",0.35,"Fall"
"309","PopulationDecline","Reduced",0.2246,"Season",0.35,"Fall"
"310","Growth","Effect",0.199,"Season",0.35,"Fall"
"311","Growth","No Effect",0.7943,"Season",0.35,"Fall"
"312","Mortality","Effect",0.0928,"Season",0.35,"Fall"
"313","Mortality","No Effect",0.9037,"Season",0.35,"Fall"
"314","ReproductiveRate","Effect",0.1991,"Season",0.35,"Fall"
"315","ReproductiveRate","No Effect",0.8074,"Season",0.35,"Fall"
"316","PopulationDecline","Increased",0.2373,"Season",0.36,"Fall"
"317","PopulationDecline","None",0.5381,"Season",0.36,"Fall"
"318","PopulationDecline","Reduced",0.221,"Season",0.36,"Fall"
"319","Growth","Effect",0.2092,"Season",0.36,"Fall"
"320","Growth","No Effect",0.7971,"Season",0.36,"Fall"
"321","Mortality","Effect",0.0869,"Season",0.36,"Fall"
"322","Mortality","No Effect",0.9066,"Season",0.36,"Fall"
"323","ReproductiveRate","Effect",0.2091,"Season",0.36,"Fall"
"324","ReproductiveRate","No Effect",0.7993,"Season",0.36,"Fall"
"325","PopulationDecline","Increased",0.2433,"Season",0.37,"Fall"
"326","PopulationDecline","None",0.5356,"Season",0.37,"Fall"
"327","PopulationDecline","Reduced",0.2219,"Season",0.37,"Fall"
"328","Growth","Effect",0.1995,"Season",0.37,"Fall"
"329","Growth","No Effect",0.7984,"Season",0.37,"Fall"
"330","Mortality","Effect",0.0874,"Season",0.37,"Fall"
"331","Mortality","No Effect",0.9058,"Season",0.37,"Fall"
"332","ReproductiveRate","Effect",0.2007,"Season",0.37,"Fall"
"333","ReproductiveRate","No Effect",0.8051,"Season",0.37,"Fall"
"334","PopulationDecline","Increased",0.2341,"Season",0.38,"Fall"
"335","PopulationDecline","None",0.5337,"Season",0.38,"Fall"
"336","PopulationDecline","Reduced",0.221,"Season",0.38,"Fall"
"337","Growth","Effect",0.1975,"Season",0.38,"Fall"
"338","Growth","No Effect",0.7992,"Season",0.38,"Fall"
"339","Mortality","Effect",0.0843,"Season",0.38,"Fall"
"340","Mortality","No Effect",0.913,"Season",0.38,"Fall"
"341","ReproductiveRate","Effect",0.2014,"Season",0.38,"Fall"
"342","ReproductiveRate","No Effect",0.7945,"Season",0.38,"Fall"
"343","PopulationDecline","Increased",0.237,"Season",0.39,"Fall"
"344","PopulationDecline","None",0.5375,"Season",0.39,"Fall"
"345","PopulationDecline","Reduced",0.2263,"Season",0.39,"Fall"
"346","Growth","Effect",0.197,"Season",0.39,"Fall"
"347","Growth","No Effect",0.7955,"Season",0.39,"Fall"
"348","Mortality","Effect",0.093,"Season",0.39,"Fall"
"349","Mortality","No Effect",0.913,"Season",0.39,"Fall"
"350","ReproductiveRate","Effect",0.1914,"Season",0.39,"Fall"
"351","ReproductiveRate","No Effect",0.794,"Season",0.39,"Fall"
"352","PopulationDecline","Increased",0.2404,"Season",0.4,"Fall"
"353","PopulationDecline","None",0.5361,"Season",0.4,"Fall"
"354","PopulationDecline","Reduced",0.2297,"Season",0.4,"Fall"
"355","Growth","Effect",0.2083,"Season",0.4,"Fall"
"356","Growth","No Effect",0.7987,"Season",0.4,"Fall"
"357","Mortality","Effect",0.0928,"Season",0.4,"Fall"
"358","Mortality","No Effect",0.9107,"Season",0.4,"Fall"
"359","ReproductiveRate","Effect",0.206,"Season",0.4,"Fall"
"360","ReproductiveRate","No Effect",0.7902,"Season",0.4,"Fall"
"361","PopulationDecline","Increased",0.2452,"Season",0.41,"Fall"
"362","PopulationDecline","None",0.5354,"Season",0.41,"Fall"
"363","PopulationDecline","Reduced",0.2212,"Season",0.41,"Fall"
"364","Growth","Effect",0.2064,"Season",0.41,"Fall"
"365","Growth","No Effect",0.8024,"Season",0.41,"Fall"
"366","Mortality","Effect",0.0893,"Season",0.41,"Fall"
"367","Mortality","No Effect",0.9082,"Season",0.41,"Fall"
"368","ReproductiveRate","Effect",0.1951,"Season",0.41,"Fall"
"369","ReproductiveRate","No Effect",0.8022,"Season",0.41,"Fall"
"370","PopulationDecline","Increased",0.2394,"Season",0.42,"Fall"
"371","PopulationDecline","None",0.5288,"Season",0.42,"Fall"
"372","PopulationDecline","Reduced",0.23,"Season",0.42,"Fall"
"373","Growth","Effect",0.2005,"Season",0.42,"Fall"
"374","Growth","No Effect",0.7896,"Season",0.42,"Fall"
"375","Mortality","Effect",0.0898,"Season",0.42,"Fall"
"376","Mortality","No Effect",0.9095,"Season",0.42,"Fall"
"377","ReproductiveRate","Effect",0.2035,"Season",0.42,"Fall"
"378","ReproductiveRate","No Effect",0.798,"Season",0.42,"Fall"
"379","PopulationDecline","Increased",0.2435,"Season",0.43,"Fall"
"380","PopulationDecline","None",0.5379,"Season",0.43,"Fall"
"381","PopulationDecline","Reduced",0.2257,"Season",0.43,"Fall"
"382","Growth","Effect",0.1954,"Season",0.43,"Fall"
"383","Growth","No Effect",0.801,"Season",0.43,"Fall"
"384","Mortality","Effect",0.0956,"Season",0.43,"Fall"
"385","Mortality","No Effect",0.91,"Season",0.43,"Fall"
"386","ReproductiveRate","Effect",0.2002,"Season",0.43,"Fall"
"387","ReproductiveRate","No Effect",0.7985,"Season",0.43,"Fall"
"388","PopulationDecline","Increased",0.2355,"Season",0.44,"Fall"
"389","PopulationDecline","None",0.5323,"Season",0.44,"Fall"
"390","PopulationDecline","Reduced",0.2287,"Season",0.44,"Fall"
"391","Growth","Effect",0.197,"Season",0.44,"Fall"
"392","Growth","No Effect",0.7983,"Season",0.44,"Fall"
"393","Mortality","Effect",0.0916,"Season",0.44,"Fall"
"394","Mortality","No Effect",0.9102,"Season",0.44,"Fall"
"395","ReproductiveRate","Effect",0.2009,"Season",0.44,"Fall"
"396","ReproductiveRate","No Effect",0.7936,"Season",0.44,"Fall"
"397","PopulationDecline","Increased",0.239,"Season",0.45,"Fall"
"398","PopulationDecline","None",0.5387,"Season",0.45,"Fall"
"399","PopulationDecline","Reduced",0.2282,"Season",0.45,"Fall"
"400","Growth","Effect",0.2023,"Season",0.45,"Fall"
"401","Growth","No Effect",0.7957,"Season",0.45,"Fall"
"402","Mortality","Effect",0.0887,"Season",0.45,"Fall"
"403","Mortality","No Effect",0.9114,"Season",0.45,"Fall"
"404","ReproductiveRate","Effect",0.2009,"Season",0.45,"Fall"
"405","ReproductiveRate","No Effect",0.7984,"Season",0.45,"Fall"
"406","PopulationDecline","Increased",0.2316,"Season",0.46,"Fall"
"407","PopulationDecline","None",0.5308,"Season",0.46,"Fall"
"408","PopulationDecline","Reduced",0.232,"Season",0.46,"Fall"
"409","Growth","Effect",0.1992,"Season",0.46,"Fall"
"410","Growth","No Effect",0.7955,"Season",0.46,"Fall"
"411","Mortality","Effect",0.0885,"Season",0.46,"Fall"
"412","Mortality","No Effect",0.9111,"Season",0.46,"Fall"
"413","ReproductiveRate","Effect",0.1964,"Season",0.46,"Fall"
"414","ReproductiveRate","No Effect",0.7984,"Season",0.46,"Fall"
"415","PopulationDecline","Increased",0.2456,"Season",0.47,"Fall"
"416","PopulationDecline","None",0.5316,"Season",0.47,"Fall"
"417","PopulationDecline","Reduced",0.2208,"Season",0.47,"Fall"
"418","Growth","Effect",0.196,"Season",0.47,"Fall"
"419","Growth","No Effect",0.795,"Season",0.47,"Fall"
"420","Mortality","Effect",0.084,"Season",0.47,"Fall"
"421","Mortality","No Effect",0.9121,"Season",0.47,"Fall"
"422","ReproductiveRate","Effect",0.2031,"Season",0.47,"Fall"
"423","ReproductiveRate","No Effect",0.7999,"Season",0.47,"Fall"
"424","PopulationDecline","Increased",0.2391,"Season",0.48,"Fall"
