"","Node","Level","ProbabilityOutput","TestNode","ProbabilityInput","TestLevel"
"38","PopulationDecline","None",0.5385,"MPConc_AT",0.05,"Over 358/Effect"
"39","PopulationDecline","Reduced",0.2161,"MPConc_AT",0.05,"Over 358/Effect"
"40","Growth","Effect",0.2242,"MPConc_AT",0.05,"Over 358/Effect"
"41","Growth","No Effect",0.764,"MPConc_AT",0.05,"Over 358/Effect"
"42","Mortality","Effect",0.1037,"MPConc_AT",0.05,"Over 358/Effect"
"43","Mortality","No Effect",0.8924,"MPConc_AT",0.05,"Over 358/Effect"
"44","ReproductiveRate","Effect",0.2022,"MPConc_AT",0.05,"Over 358/Effect"
"45","ReproductiveRate","No Effect",0.7976,"MPConc_AT",0.05,"Over 358/Effect"
"46","PopulationDecline","Increased",0.2207,"MPConc_AT",0.06,"Over 358/Effect"
"47","PopulationDecline","None",0.5478,"MPConc_AT",0.06,"Over 358/Effect"
"48","PopulationDecline","Reduced",0.2195,"MPConc_AT",0.06,"Over 358/Effect"
"49","Growth","Effect",0.2386,"MPConc_AT",0.06,"Over 358/Effect"
"50","Growth","No Effect",0.7703,"MPConc_AT",0.06,"Over 358/Effect"
"51","Mortality","Effect",0.1114,"MPConc_AT",0.06,"Over 358/Effect"
"52","Mortality","No Effect",0.897,"MPConc_AT",0.06,"Over 358/Effect"
"53","ReproductiveRate","Effect",0.2054,"MPConc_AT",0.06,"Over 358/Effect"
"54","ReproductiveRate","No Effect",0.7944,"MPConc_AT",0.06,"Over 358/Effect"
"55","PopulationDecline","Increased",0.2341,"MPConc_AT",0.07,"Over 358/Effect"
"56","PopulationDecline","None",0.5464,"MPConc_AT",0.07,"Over 358/Effect"
"57","PopulationDecline","Reduced",0.2184,"MPConc_AT",0.07,"Over 358/Effect"
"58","Growth","Effect",0.2291,"MPConc_AT",0.07,"Over 358/Effect"
"59","Growth","No Effect",0.7638,"MPConc_AT",0.07,"Over 358/Effect"
"60","Mortality","Effect",0.1143,"MPConc_AT",0.07,"Over 358/Effect"
"61","Mortality","No Effect",0.8892,"MPConc_AT",0.07,"Over 358/Effect"
"62","ReproductiveRate","Effect",0.2008,"MPConc_AT",0.07,"Over 358/Effect"
"63","ReproductiveRate","No Effect",0.7993,"MPConc_AT",0.07,"Over 358/Effect"
"64","PopulationDecline","Increased",0.2337,"MPConc_AT",0.08,"Over 358/Effect"
"65","PopulationDecline","None",0.5363,"MPConc_AT",0.08,"Over 358/Effect"
"66","PopulationDecline","Reduced",0.221,"MPConc_AT",0.08,"Over 358/Effect"
"67","Growth","Effect",0.2421,"MPConc_AT",0.08,"Over 358/Effect"
"68","Growth","No Effect",0.7666,"MPConc_AT",0.08,"Over 358/Effect"
"69","Mortality","Effect",0.1082,"MPConc_AT",0.08,"Over 358/Effect"
"70","Mortality","No Effect",0.8947,"MPConc_AT",0.08,"Over 358/Effect"
"71","ReproductiveRate","Effect",0.2052,"MPConc_AT",0.08,"Over 358/Effect"
"72","ReproductiveRate","No Effect",0.7979,"MPConc_AT",0.08,"Over 358/Effect"
"73","PopulationDecline","Increased",0.227,"MPConc_AT",0.09,"Over 358/Effect"
"74","PopulationDecline","None",0.5526,"MPConc_AT",0.09,"Over 358/Effect"
"75","PopulationDecline","Reduced",0.2246,"MPConc_AT",0.09,"Over 358/Effect"
"76","Growth","Effect",0.2321,"MPConc_AT",0.09,"Over 358/Effect"
"77","Growth","No Effect",0.765,"MPConc_AT",0.09,"Over 358/Effect"
"78","Mortality","Effect",0.1103,"MPConc_AT",0.09,"Over 358/Effect"
"79","Mortality","No Effect",0.891,"MPConc_AT",0.09,"Over 358/Effect"
"80","ReproductiveRate","Effect",0.2051,"MPConc_AT",0.09,"Over 358/Effect"
"81","ReproductiveRate","No Effect",0.797,"MPConc_AT",0.09,"Over 358/Effect"
"82","PopulationDecline","Increased",0.2353,"MPConc_AT",0.1,"Over 358/Effect"
"83","PopulationDecline","None",0.5571,"MPConc_AT",0.1,"Over 358/Effect"
"84","PopulationDecline","Reduced",0.2217,"MPConc_AT",0.1,"Over 358/Effect"
"85","Growth","Effect",0.2361,"MPConc_AT",0.1,"Over 358/Effect"
"86","Growth","No Effect",0.7565,"MPConc_AT",0.1,"Over 358/Effect"
"87","Mortality","Effect",0.1125,"MPConc_AT",0.1,"Over 358/Effect"
"88","Mortality","No Effect",0.8905,"MPConc_AT",0.1,"Over 358/Effect"
"89","ReproductiveRate","Effect",0.2066,"MPConc_AT",0.1,"Over 358/Effect"
"90","ReproductiveRate","No Effect",0.7897,"MPConc_AT",0.1,"Over 358/Effect"
"91","PopulationDecline","Increased",0.2298,"MPConc_AT",0.11,"Over 358/Effect"
"92","PopulationDecline","None",0.545,"MPConc_AT",0.11,"Over 358/Effect"
"93","PopulationDecline","Reduced",0.223,"MPConc_AT",0.11,"Over 358/Effect"
"94","Growth","Effect",0.24,"MPConc_AT",0.11,"Over 358/Effect"
"95","Growth","No Effect",0.7658,"MPConc_AT",0.11,"Over 358/Effect"
"96","Mortality","Effect",0.1053,"MPConc_AT",0.11,"Over 358/Effect"
"97","Mortality","No Effect",0.8936,"MPConc_AT",0.11,"Over 358/Effect"
"98","ReproductiveRate","Effect",0.2088,"MPConc_AT",0.11,"Over 358/Effect"
"99","ReproductiveRate","No Effect",0.7905,"MPConc_AT",0.11,"Over 358/Effect"
"100","PopulationDecline","Increased",0.241,"MPConc_AT",0.12,"Over 358/Effect"
"101","PopulationDecline","None",0.5378,"MPConc_AT",0.12,"Over 358/Effect"
"102","PopulationDecline","Reduced",0.2204,"MPConc_AT",0.12,"Over 358/Effect"
"103","Growth","Effect",0.2414,"MPConc_AT",0.12,"Over 358/Effect"
"104","Growth","No Effect",0.7606,"MPConc_AT",0.12,"Over 358/Effect"
"105","Mortality","Effect",0.1099,"MPConc_AT",0.12,"Over 358/Effect"
"106","Mortality","No Effect",0.8923,"MPConc_AT",0.12,"Over 358/Effect"
"107","ReproductiveRate","Effect",0.2152,"MPConc_AT",0.12,"Over 358/Effect"
"108","ReproductiveRate","No Effect",0.7921,"MPConc_AT",0.12,"Over 358/Effect"
"109","PopulationDecline","Increased",0.2366,"MPConc_AT",0.13,"Over 358/Effect"
"110","PopulationDecline","None",0.5434,"MPConc_AT",0.13,"Over 358/Effect"
"111","PopulationDecline","Reduced",0.2122,"MPConc_AT",0.13,"Over 358/Effect"
"112","Growth","Effect",0.2335,"MPConc_AT",0.13,"Over 358/Effect"
"113","Growth","No Effect",0.7617,"MPConc_AT",0.13,"Over 358/Effect"
"114","Mortality","Effect",0.113,"MPConc_AT",0.13,"Over 358/Effect"
"115","Mortality","No Effect",0.8844,"MPConc_AT",0.13,"Over 358/Effect"
"116","ReproductiveRate","Effect",0.2057,"MPConc_AT",0.13,"Over 358/Effect"
"117","ReproductiveRate","No Effect",0.7975,"MPConc_AT",0.13,"Over 358/Effect"
"118","PopulationDecline","Increased",0.2357,"MPConc_AT",0.14,"Over 358/Effect"
"119","PopulationDecline","None",0.5592,"MPConc_AT",0.14,"Over 358/Effect"
"120","PopulationDecline","Reduced",0.2206,"MPConc_AT",0.14,"Over 358/Effect"
"121","Growth","Effect",0.2385,"MPConc_AT",0.14,"Over 358/Effect"
"122","Growth","No Effect",0.7631,"MPConc_AT",0.14,"Over 358/Effect"
"123","Mortality","Effect",0.1128,"MPConc_AT",0.14,"Over 358/Effect"
"124","Mortality","No Effect",0.8884,"MPConc_AT",0.14,"Over 358/Effect"
"125","ReproductiveRate","Effect",0.2103,"MPConc_AT",0.14,"Over 358/Effect"
"126","ReproductiveRate","No Effect",0.7877,"MPConc_AT",0.14,"Over 358/Effect"
"127","PopulationDecline","Increased",0.2299,"MPConc_AT",0.15,"Over 358/Effect"
"128","PopulationDecline","None",0.5493,"MPConc_AT",0.15,"Over 358/Effect"
"129","PopulationDecline","Reduced",0.2175,"MPConc_AT",0.15,"Over 358/Effect"
"130","Growth","Effect",0.2417,"MPConc_AT",0.15,"Over 358/Effect"
"131","Growth","No Effect",0.769,"MPConc_AT",0.15,"Over 358/Effect"
"132","Mortality","Effect",0.111,"MPConc_AT",0.15,"Over 358/Effect"
"133","Mortality","No Effect",0.8907,"MPConc_AT",0.15,"Over 358/Effect"
"134","ReproductiveRate","Effect",0.2077,"MPConc_AT",0.15,"Over 358/Effect"
"135","ReproductiveRate","No Effect",0.7875,"MPConc_AT",0.15,"Over 358/Effect"
"136","PopulationDecline","Increased",0.227,"MPConc_AT",0.16,"Over 358/Effect"
"137","PopulationDecline","None",0.5496,"MPConc_AT",0.16,"Over 358/Effect"
"138","PopulationDecline","Reduced",0.216,"MPConc_AT",0.16,"Over 358/Effect"
"139","Growth","Effect",0.2381,"MPConc_AT",0.16,"Over 358/Effect"
"140","Growth","No Effect",0.7661,"MPConc_AT",0.16,"Over 358/Effect"
"141","Mortality","Effect",0.1094,"MPConc_AT",0.16,"Over 358/Effect"
"142","Mortality","No Effect",0.889,"MPConc_AT",0.16,"Over 358/Effect"
"143","ReproductiveRate","Effect",0.213,"MPConc_AT",0.16,"Over 358/Effect"
"144","ReproductiveRate","No Effect",0.7915,"MPConc_AT",0.16,"Over 358/Effect"
"145","PopulationDecline","Increased",0.2275,"MPConc_AT",0.17,"Over 358/Effect"
"146","PopulationDecline","None",0.5469,"MPConc_AT",0.17,"Over 358/Effect"
"147","PopulationDecline","Reduced",0.2116,"MPConc_AT",0.17,"Over 358/Effect"
"148","Growth","Effect",0.2436,"MPConc_AT",0.17,"Over 358/Effect"
"149","Growth","No Effect",0.7692,"MPConc_AT",0.17,"Over 358/Effect"
"150","Mortality","Effect",0.1114,"MPConc_AT",0.17,"Over 358/Effect"
"151","Mortality","No Effect",0.8851,"MPConc_AT",0.17,"Over 358/Effect"
"152","ReproductiveRate","Effect",0.2026,"MPConc_AT",0.17,"Over 358/Effect"
"153","ReproductiveRate","No Effect",0.7858,"MPConc_AT",0.17,"Over 358/Effect"
"154","PopulationDecline","Increased",0.2349,"MPConc_AT",0.18,"Over 358/Effect"
"155","PopulationDecline","None",0.54,"MPConc_AT",0.18,"Over 358/Effect"
"156","PopulationDecline","Reduced",0.2252,"MPConc_AT",0.18,"Over 358/Effect"
"157","Growth","Effect",0.2425,"MPConc_AT",0.18,"Over 358/Effect"
"158","Growth","No Effect",0.7604,"MPConc_AT",0.18,"Over 358/Effect"
"159","Mortality","Effect",0.1125,"MPConc_AT",0.18,"Over 358/Effect"
"160","Mortality","No Effect",0.8931,"MPConc_AT",0.18,"Over 358/Effect"
"161","ReproductiveRate","Effect",0.2146,"MPConc_AT",0.18,"Over 358/Effect"
"162","ReproductiveRate","No Effect",0.7957,"MPConc_AT",0.18,"Over 358/Effect"
"163","PopulationDecline","Increased",0.2341,"MPConc_AT",0.19,"Over 358/Effect"
"164","PopulationDecline","None",0.5482,"MPConc_AT",0.19,"Over 358/Effect"
"165","PopulationDecline","Reduced",0.2137,"MPConc_AT",0.19,"Over 358/Effect"
"166","Growth","Effect",0.2427,"MPConc_AT",0.19,"Over 358/Effect"
"167","Growth","No Effect",0.7605,"MPConc_AT",0.19,"Over 358/Effect"
"168","Mortality","Effect",0.1113,"MPConc_AT",0.19,"Over 358/Effect"
"169","Mortality","No Effect",0.8871,"MPConc_AT",0.19,"Over 358/Effect"
"170","ReproductiveRate","Effect",0.2148,"MPConc_AT",0.19,"Over 358/Effect"
"171","ReproductiveRate","No Effect",0.7908,"MPConc_AT",0.19,"Over 358/Effect"
"172","PopulationDecline","Increased",0.2287,"MPConc_AT",0.2,"Over 358/Effect"
"173","PopulationDecline","None",0.543,"MPConc_AT",0.2,"Over 358/Effect"
"174","PopulationDecline","Reduced",0.2138,"MPConc_AT",0.2,"Over 358/Effect"
"175","Growth","Effect",0.2319,"MPConc_AT",0.2,"Over 358/Effect"
"176","Growth","No Effect",0.7592,"MPConc_AT",0.2,"Over 358/Effect"
"177","Mortality","Effect",0.1141,"MPConc_AT",0.2,"Over 358/Effect"
"178","Mortality","No Effect",0.8834,"MPConc_AT",0.2,"Over 358/Effect"
"179","ReproductiveRate","Effect",0.2132,"MPConc_AT",0.2,"Over 358/Effect"
"180","ReproductiveRate","No Effect",0.792,"MPConc_AT",0.2,"Over 358/Effect"
"181","PopulationDecline","Increased",0.227,"MPConc_AT",0.21,"Over 358/Effect"
"182","PopulationDecline","None",0.5533,"MPConc_AT",0.21,"Over 358/Effect"
"183","PopulationDecline","Reduced",0.2281,"MPConc_AT",0.21,"Over 358/Effect"
"184","Growth","Effect",0.2389,"MPConc_AT",0.21,"Over 358/Effect"
"185","Growth","No Effect",0.7627,"MPConc_AT",0.21,"Over 358/Effect"
"186","Mortality","Effect",0.113,"MPConc_AT",0.21,"Over 358/Effect"
"187","Mortality","No Effect",0.8912,"MPConc_AT",0.21,"Over 358/Effect"
"188","ReproductiveRate","Effect",0.2137,"MPConc_AT",0.21,"Over 358/Effect"
"189","ReproductiveRate","No Effect",0.7888,"MPConc_AT",0.21,"Over 358/Effect"
"190","PopulationDecline","Increased",0.2336,"MPConc_AT",0.22,"Over 358/Effect"
"191","PopulationDecline","None",0.5518,"MPConc_AT",0.22,"Over 358/Effect"
"192","PopulationDecline","Reduced",0.2192,"MPConc_AT",0.22,"Over 358/Effect"
"193","Growth","Effect",0.2375,"MPConc_AT",0.22,"Over 358/Effect"
"194","Growth","No Effect",0.7627,"MPConc_AT",0.22,"Over 358/Effect"
"195","Mortality","Effect",0.1067,"MPConc_AT",0.22,"Over 358/Effect"
"196","Mortality","No Effect",0.8863,"MPConc_AT",0.22,"Over 358/Effect"
"197","ReproductiveRate","Effect",0.2126,"MPConc_AT",0.22,"Over 358/Effect"
"198","ReproductiveRate","No Effect",0.7803,"MPConc_AT",0.22,"Over 358/Effect"
"199","PopulationDecline","Increased",0.2283,"MPConc_AT",0.23,"Over 358/Effect"
"200","PopulationDecline","None",0.5556,"MPConc_AT",0.23,"Over 358/Effect"
"201","PopulationDecline","Reduced",0.2126,"MPConc_AT",0.23,"Over 358/Effect"
"202","Growth","Effect",0.2433,"MPConc_AT",0.23,"Over 358/Effect"
"203","Growth","No Effect",0.7529,"MPConc_AT",0.23,"Over 358/Effect"
"204","Mortality","Effect",0.115,"MPConc_AT",0.23,"Over 358/Effect"
"205","Mortality","No Effect",0.8852,"MPConc_AT",0.23,"Over 358/Effect"
"206","ReproductiveRate","Effect",0.2148,"MPConc_AT",0.23,"Over 358/Effect"
"207","ReproductiveRate","No Effect",0.7852,"MPConc_AT",0.23,"Over 358/Effect"
"208","PopulationDecline","Increased",0.2315,"MPConc_AT",0.24,"Over 358/Effect"
"209","PopulationDecline","None",0.5549,"MPConc_AT",0.24,"Over 358/Effect"
"210","PopulationDecline","Reduced",0.2264,"MPConc_AT",0.24,"Over 358/Effect"
"211","Growth","Effect",0.2379,"MPConc_AT",0.24,"Over 358/Effect"
"212","Growth","No Effect",0.7638,"MPConc_AT",0.24,"Over 358/Effect"
"213","Mortality","Effect",0.1084,"MPConc_AT",0.24,"Over 358/Effect"
"214","Mortality","No Effect",0.8894,"MPConc_AT",0.24,"Over 358/Effect"
"215","ReproductiveRate","Effect",0.2232,"MPConc_AT",0.24,"Over 358/Effect"
"216","ReproductiveRate","No Effect",0.7849,"MPConc_AT",0.24,"Over 358/Effect"
"217","PopulationDecline","Increased",0.2262,"MPConc_AT",0.25,"Over 358/Effect"
"218","PopulationDecline","None",0.548,"MPConc_AT",0.25,"Over 358/Effect"
"219","PopulationDecline","Reduced",0.2246,"MPConc_AT",0.25,"Over 358/Effect"
"220","Growth","Effect",0.2404,"MPConc_AT",0.25,"Over 358/Effect"
"221","Growth","No Effect",0.7529,"MPConc_AT",0.25,"Over 358/Effect"
"222","Mortality","Effect",0.1124,"MPConc_AT",0.25,"Over 358/Effect"
"223","Mortality","No Effect",0.8773,"MPConc_AT",0.25,"Over 358/Effect"
"224","ReproductiveRate","Effect",0.2096,"MPConc_AT",0.25,"Over 358/Effect"
"225","ReproductiveRate","No Effect",0.7829,"MPConc_AT",0.25,"Over 358/Effect"
"226","PopulationDecline","Increased",0.2274,"MPConc_AT",0.26,"Over 358/Effect"
"227","PopulationDecline","None",0.5582,"MPConc_AT",0.26,"Over 358/Effect"
"228","PopulationDecline","Reduced",0.2157,"MPConc_AT",0.26,"Over 358/Effect"
"229","Growth","Effect",0.247,"MPConc_AT",0.26,"Over 358/Effect"
"230","Growth","No Effect",0.7531,"MPConc_AT",0.26,"Over 358/Effect"
"231","Mortality","Effect",0.1156,"MPConc_AT",0.26,"Over 358/Effect"
"232","Mortality","No Effect",0.8888,"MPConc_AT",0.26,"Over 358/Effect"
"233","ReproductiveRate","Effect",0.218,"MPConc_AT",0.26,"Over 358/Effect"
"234","ReproductiveRate","No Effect",0.7784,"MPConc_AT",0.26,"Over 358/Effect"
"235","PopulationDecline","Increased",0.2273,"MPConc_AT",0.27,"Over 358/Effect"
"236","PopulationDecline","None",0.5488,"MPConc_AT",0.27,"Over 358/Effect"
"237","PopulationDecline","Reduced",0.2219,"MPConc_AT",0.27,"Over 358/Effect"
"238","Growth","Effect",0.2384,"MPConc_AT",0.27,"Over 358/Effect"
"239","Growth","No Effect",0.7547,"MPConc_AT",0.27,"Over 358/Effect"
"240","Mortality","Effect",0.1129,"MPConc_AT",0.27,"Over 358/Effect"
"241","Mortality","No Effect",0.8863,"MPConc_AT",0.27,"Over 358/Effect"
"242","ReproductiveRate","Effect",0.2142,"MPConc_AT",0.27,"Over 358/Effect"
"243","ReproductiveRate","No Effect",0.7885,"MPConc_AT",0.27,"Over 358/Effect"
"244","PopulationDecline","Increased",0.2365,"MPConc_AT",0.28,"Over 358/Effect"
"245","PopulationDecline","None",0.5619,"MPConc_AT",0.28,"Over 358/Effect"
"246","PopulationDecline","Reduced",0.2123,"MPConc_AT",0.28,"Over 358/Effect"
"247","Growth","Effect",0.2449,"MPConc_AT",0.28,"Over 358/Effect"
"248","Growth","No Effect",0.7549,"MPConc_AT",0.28,"Over 358/Effect"
"249","Mortality","Effect",0.1136,"MPConc_AT",0.28,"Over 358/Effect"
"250","Mortality","No Effect",0.8857,"MPConc_AT",0.28,"Over 358/Effect"
"251","ReproductiveRate","Effect",0.2134,"MPConc_AT",0.28,"Over 358/Effect"
"252","ReproductiveRate","No Effect",0.7887,"MPConc_AT",0.28,"Over 358/Effect"
"253","PopulationDecline","Increased",0.2273,"MPConc_AT",0.29,"Over 358/Effect"
"254","PopulationDecline","None",0.5563,"MPConc_AT",0.29,"Over 358/Effect"
"255","PopulationDecline","Reduced",0.2178,"MPConc_AT",0.29,"Over 358/Effect"
"256","Growth","Effect",0.2455,"MPConc_AT",0.29,"Over 358/Effect"
"257","Growth","No Effect",0.7517,"MPConc_AT",0.29,"Over 358/Effect"
"258","Mortality","Effect",0.114,"MPConc_AT",0.29,"Over 358/Effect"
"259","Mortality","No Effect",0.8837,"MPConc_AT",0.29,"Over 358/Effect"
"260","ReproductiveRate","Effect",0.2162,"MPConc_AT",0.29,"Over 358/Effect"
"261","ReproductiveRate","No Effect",0.7795,"MPConc_AT",0.29,"Over 358/Effect"
"262","PopulationDecline","Increased",0.2326,"MPConc_AT",0.3,"Over 358/Effect"
"263","PopulationDecline","None",0.5499,"MPConc_AT",0.3,"Over 358/Effect"
"264","PopulationDecline","Reduced",0.2232,"MPConc_AT",0.3,"Over 358/Effect"
"265","Growth","Effect",0.2468,"MPConc_AT",0.3,"Over 358/Effect"
"266","Growth","No Effect",0.7533,"MPConc_AT",0.3,"Over 358/Effect"
"267","Mortality","Effect",0.1185,"MPConc_AT",0.3,"Over 358/Effect"
"268","Mortality","No Effect",0.8878,"MPConc_AT",0.3,"Over 358/Effect"
"269","ReproductiveRate","Effect",0.2199,"MPConc_AT",0.3,"Over 358/Effect"
"270","ReproductiveRate","No Effect",0.7753,"MPConc_AT",0.3,"Over 358/Effect"
"271","PopulationDecline","Increased",0.2285,"MPConc_AT",0.31,"Over 358/Effect"
"272","PopulationDecline","None",0.5615,"MPConc_AT",0.31,"Over 358/Effect"
"273","PopulationDecline","Reduced",0.2188,"MPConc_AT",0.31,"Over 358/Effect"
"274","Growth","Effect",0.2427,"MPConc_AT",0.31,"Over 358/Effect"
"275","Growth","No Effect",0.7558,"MPConc_AT",0.31,"Over 358/Effect"
"276","Mortality","Effect",0.1119,"MPConc_AT",0.31,"Over 358/Effect"
"277","Mortality","No Effect",0.8876,"MPConc_AT",0.31,"Over 358/Effect"
"278","ReproductiveRate","Effect",0.2123,"MPConc_AT",0.31,"Over 358/Effect"
"279","ReproductiveRate","No Effect",0.7807,"MPConc_AT",0.31,"Over 358/Effect"
"280","PopulationDecline","Increased",0.2292,"MPConc_AT",0.32,"Over 358/Effect"
"281","PopulationDecline","None",0.5519,"MPConc_AT",0.32,"Over 358/Effect"
"282","PopulationDecline","Reduced",0.2198,"MPConc_AT",0.32,"Over 358/Effect"
"283","Growth","Effect",0.2408,"MPConc_AT",0.32,"Over 358/Effect"
"284","Growth","No Effect",0.7562,"MPConc_AT",0.32,"Over 358/Effect"
"285","Mortality","Effect",0.1212,"MPConc_AT",0.32,"Over 358/Effect"
"286","Mortality","No Effect",0.884,"MPConc_AT",0.32,"Over 358/Effect"
"287","ReproductiveRate","Effect",0.2267,"MPConc_AT",0.32,"Over 358/Effect"
"288","ReproductiveRate","No Effect",0.7763,"MPConc_AT",0.32,"Over 358/Effect"
"289","PopulationDecline","Increased",0.2259,"MPConc_AT",0.33,"Over 358/Effect"
"290","PopulationDecline","None",0.5482,"MPConc_AT",0.33,"Over 358/Effect"
"291","PopulationDecline","Reduced",0.2187,"MPConc_AT",0.33,"Over 358/Effect"
"292","Growth","Effect",0.2489,"MPConc_AT",0.33,"Over 358/Effect"
"293","Growth","No Effect",0.7606,"MPConc_AT",0.33,"Over 358/Effect"
"294","Mortality","Effect",0.1163,"MPConc_AT",0.33,"Over 358/Effect"
"295","Mortality","No Effect",0.8871,"MPConc_AT",0.33,"Over 358/Effect"
"296","ReproductiveRate","Effect",0.2279,"MPConc_AT",0.33,"Over 358/Effect"
"297","ReproductiveRate","No Effect",0.7854,"MPConc_AT",0.33,"Over 358/Effect"
"298","PopulationDecline","Increased",0.2245,"MPConc_AT",0.34,"Over 358/Effect"
"299","PopulationDecline","None",0.5463,"MPConc_AT",0.34,"Over 358/Effect"
"300","PopulationDecline","Reduced",0.224,"MPConc_AT",0.34,"Over 358/Effect"
"301","Growth","Effect",0.2482,"MPConc_AT",0.34,"Over 358/Effect"
"302","Growth","No Effect",0.7485,"MPConc_AT",0.34,"Over 358/Effect"
"303","Mortality","Effect",0.1147,"MPConc_AT",0.34,"Over 358/Effect"
"304","Mortality","No Effect",0.8819,"MPConc_AT",0.34,"Over 358/Effect"
"305","ReproductiveRate","Effect",0.2113,"MPConc_AT",0.34,"Over 358/Effect"
"306","ReproductiveRate","No Effect",0.7862,"MPConc_AT",0.34,"Over 358/Effect"
"307","PopulationDecline","Increased",0.2317,"MPConc_AT",0.35,"Over 358/Effect"
"308","PopulationDecline","None",0.5444,"MPConc_AT",0.35,"Over 358/Effect"
"309","PopulationDecline","Reduced",0.2187,"MPConc_AT",0.35,"Over 358/Effect"
"310","Growth","Effect",0.2468,"MPConc_AT",0.35,"Over 358/Effect"
"311","Growth","No Effect",0.7512,"MPConc_AT",0.35,"Over 358/Effect"
"312","Mortality","Effect",0.1171,"MPConc_AT",0.35,"Over 358/Effect"
"313","Mortality","No Effect",0.8832,"MPConc_AT",0.35,"Over 358/Effect"
"314","ReproductiveRate","Effect",0.2193,"MPConc_AT",0.35,"Over 358/Effect"
"315","ReproductiveRate","No Effect",0.7785,"MPConc_AT",0.35,"Over 358/Effect"
"316","PopulationDecline","Increased",0.2332,"MPConc_AT",0.36,"Over 358/Effect"
"317","PopulationDecline","None",0.5581,"MPConc_AT",0.36,"Over 358/Effect"
"318","PopulationDecline","Reduced",0.2102,"MPConc_AT",0.36,"Over 358/Effect"
"319","Growth","Effect",0.2586,"MPConc_AT",0.36,"Over 358/Effect"
"320","Growth","No Effect",0.7538,"MPConc_AT",0.36,"Over 358/Effect"
"321","Mortality","Effect",0.1186,"MPConc_AT",0.36,"Over 358/Effect"
"322","Mortality","No Effect",0.8794,"MPConc_AT",0.36,"Over 358/Effect"
"323","ReproductiveRate","Effect",0.2188,"MPConc_AT",0.36,"Over 358/Effect"
"324","ReproductiveRate","No Effect",0.784,"MPConc_AT",0.36,"Over 358/Effect"
"325","PopulationDecline","Increased",0.2303,"MPConc_AT",0.37,"Over 358/Effect"
