"","results$pop.sizes","Site","Lambda","Year","Type","FertMP","JuvSurvMP","AdultSurvMP","MPImpact","Endpoint","MPConc"
"29",18.221425571169,"Treasure Island",0.986626847763861,29,"Simulated",1,0.92,0.98,"Mean","Mortality","up to 69"
"30",17.9777517334102,"Treasure Island",0.986626847763861,30,"Simulated",1,0.92,0.98,"Mean","Mortality","up to 69"
"31",17.7373302350323,"Treasure Island",0.986626847763861,31,"Simulated",1,0.92,0.98,"Mean","Mortality","up to 69"
"32",17.5001275064224,"Treasure Island",0.986626847763861,32,"Simulated",1,0.92,0.98,"Mean","Mortality","up to 69"
"33",17.2660949110091,"Treasure Island",0.986626847763861,33,"Simulated",1,0.92,0.98,"Mean","Mortality","up to 69"
"34",17.0351932043866,"Treasure Island",0.986626847763861,34,"Simulated",1,0.92,0.98,"Mean","Mortality","up to 69"
"35",16.8073787418233,"Treasure Island",0.986626847763861,35,"Simulated",1,0.92,0.98,"Mean","Mortality","up to 69"
"36",16.5826112371117,"Treasure Island",0.986626847763861,36,"Simulated",1,0.92,0.98,"Mean","Mortality","up to 69"
"37",16.3608493794276,"Treasure Island",0.986626847763861,37,"Simulated",1,0.92,0.98,"Mean","Mortality","up to 69"
"38",16.1420532912145,"Treasure Island",0.986626847763861,38,"Simulated",1,0.92,0.98,"Mean","Mortality","up to 69"
"39",15.9261831319503,"Treasure Island",0.986626847763861,39,"Simulated",1,0.92,0.98,"Mean","Mortality","up to 69"
"40",15.7131998734987,"Treasure Island",0.986626847763861,40,"Simulated",1,0.92,0.98,"Mean","Mortality","up to 69"
"41",15.5030648521285,"Treasure Island",0.986626847763861,41,"Simulated",1,0.92,0.98,"Mean","Mortality","up to 69"
"42",15.2957400099146,"Treasure Island",0.986626847763861,42,"Simulated",1,0.92,0.98,"Mean","Mortality","up to 69"
"43",15.091187747884,"Treasure Island",0.986626847763861,43,"Simulated",1,0.92,0.98,"Mean","Mortality","up to 69"
"44",14.8893709980519,"Treasure Island",0.986626847763861,44,"Simulated",1,0.92,0.98,"Mean","Mortality","up to 69"
"45",14.6902531722776,"Treasure Island",0.986626847763861,45,"Simulated",1,0.92,0.98,"Mean","Mortality","up to 69"
"46",14.4937981806612,"Treasure Island",0.986626847763861,46,"Simulated",1,0.92,0.98,"Mean","Mortality","up to 69"
"47",14.2999704109006,"Treasure Island",0.986626847763861,47,"Simulated",1,0.92,0.98,"Mean","Mortality","up to 69"
"48",14.108734729781,"Treasure Island",0.986626847763861,48,"Simulated",1,0.92,0.98,"Mean","Mortality","up to 69"
"49",13.9200564723299,"Treasure Island",0.986626847763861,49,"Simulated",1,0.92,0.98,"Mean","Mortality","up to 69"
"50",13.733901438056,"Treasure Island",0.986626847763861,50,"Simulated",1,0.92,0.98,"Mean","Mortality","up to 69"
"51",13.5502358833288,"Treasure Island",0.986626847763861,51,"Simulated",1,0.92,0.98,"Mean","Mortality","up to 69"
"52",1.204819277,"Treasure Island",0.931844519102346,1,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"53",40.1153489842403,"Treasure Island",0.931844519102346,2,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"54",16.9395504821936,"Treasure Island",0.931844519102346,3,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"55",26.6780363679091,"Treasure Island",0.931844519102346,4,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"56",19.0792205415856,"Treasure Island",0.931844519102346,5,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"57",20.849662830593,"Treasure Island",0.931844519102346,6,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"58",17.7977891370703,"Treasure Island",0.931844519102346,7,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"59",17.4509545478876,"Treasure Island",0.931844519102346,8,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"60",15.8015361695726,"Treasure Island",0.931844519102346,9,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"61",14.9689090030832,"Treasure Island",0.931844519102346,10,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"62",13.8189264929674,"Treasure Island",0.931844519102346,11,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"63",12.9460132557009,"Treasure Island",0.931844519102346,12,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"64",12.0270658557093,"Treasure Island",0.931844519102346,13,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"65",11.2267971775457,"Treasure Island",0.931844519102346,14,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"66",10.4513036103589,"Treasure Island",0.931844519102346,15,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"67",9.74447417025274,"Treasure Island",0.931844519102346,16,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"68",9.07742211890393,"Treasure Island",0.931844519102346,17,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"69",8.46029304065783,"Treasure Island",0.931844519102346,18,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"70",7.88285607062365,"Treasure Island",0.931844519102346,19,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"71",7.34603260337047,"Treasure Island",0.931844519102346,20,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"72",6.8451284514464,"Treasure Island",0.931844519102346,21,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"73",6.37871852489387,"Treasure Island",0.931844519102346,22,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"74",5.94390851889377,"Treasure Island",0.931844519102346,23,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"75",5.53883329827556,"Treasure Island",0.931844519102346,24,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"76",5.161313009405,"Treasure Island",0.931844519102346,25,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"77",4.80955103390908,"Treasure Island",0.931844519102346,26,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"78",4.48174856818493,"Treasure Island",0.931844519102346,27,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"79",4.1762956021814,"Treasure Island",0.931844519102346,28,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"80",3.89165669962562,"Treasure Island",0.931844519102346,29,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"81",3.62641974515004,"Treasure Island",0.931844519102346,30,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"82",3.37925894955338,"Treasure Island",0.931844519102346,31,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"83",3.14894415062052,"Treasure Island",0.931844519102346,32,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"84",2.93432623095616,"Treasure Island",0.931844519102346,33,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"85",2.73433587759398,"Treasure Island",0.931844519102346,34,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"86",2.54797586798796,"Treasure Island",0.931844519102346,35,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"87",2.37431736488673,"Treasure Island",0.931844519102346,36,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"88",2.21249461379183,"Treasure Island",0.931844519102346,37,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"89",2.06170098434324,"Treasure Island",0.931844519102346,38,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"90",1.92118475967043,"Treasure Island",0.931844519102346,39,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"91",1.79024548987667,"Treasure Island",0.931844519102346,40,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"92",1.66823044685266,"Treasure Island",0.931844519102346,41,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"93",1.55453139889444,"Treasure Island",0.931844519102346,42,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"94",1.44858156362607,"Treasure Island",0.931844519102346,43,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"95",1.34985279065059,"Treasure Island",0.931844519102346,44,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"96",1.25785292450595,"Treasure Island",0.931844519102346,45,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"97",1.17212335357085,"Treasure Island",0.931844519102346,46,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"98",1.09223672272201,"Treasure Island",0.931844519102346,47,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"99",1.01779480364126,"Treasure Island",0.931844519102346,48,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"100",0.948426509340798,"Treasure Island",0.931844519102346,49,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"101",0.883786044504496,"Treasure Island",0.931844519102346,50,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"102",0.823551181630657,"Treasure Island",0.931844519102346,51,"Simulated",1,0.818787895,0.92939394752,"CI.High","Mortality","up to 69"
"103",1.204819277,"Treasure Island",1.02309776536686,1,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"104",40.140646939739,"Treasure Island",1.02309776536686,2,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"105",18.4324965141597,"Treasure Island",1.02309776536686,3,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"106",32.2739324768567,"Treasure Island",1.02309776536686,4,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"107",25.1044809009697,"Treasure Island",1.02309776536686,5,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"108",30.3591926913886,"Treasure Island",1.02309776536686,6,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"109",28.3000345351893,"Treasure Island",1.02309776536686,7,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"110",30.5837546882269,"Treasure Island",1.02309776536686,8,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"111",30.3276153198773,"Treasure Island",1.02309776536686,9,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"112",31.5965127012282,"Treasure Island",1.02309776536686,10,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"113",31.990678546187,"Treasure Island",1.02309776536686,11,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"114",32.9277915807397,"Treasure Island",1.02309776536686,12,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"115",33.5713114108336,"Treasure Island",1.02309776536686,13,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"116",34.4158458875217,"Treasure Island",1.02309776536686,14,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"117",35.1699637193788,"Treasure Island",1.02309776536686,15,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"118",36.0064106852965,"Treasure Island",1.02309776536686,16,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"119",36.8238474275157,"Treasure Island",1.02309776536686,17,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"120",37.6827994645811,"Treasure Island",1.02309776536686,18,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"121",38.5482256219868,"Treasure Island",1.02309776536686,19,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"122",39.4415337720082,"Treasure Island",1.02309776536686,20,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"123",40.3508147119026,"Treasure Island",1.02309776536686,21,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"124",41.2838501497154,"Treasure Island",1.02309776536686,22,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"125",42.2368114606781,"Treasure Island",1.02309776536686,23,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"126",43.2127437185043,"Treasure Island",1.02309776536686,24,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"127",44.2106511378669,"Treasure Island",1.02309776536686,25,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"128",45.2319426252206,"Treasure Island",1.02309776536686,26,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"129",46.276626058193,"Treasure Island",1.02309776536686,27,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"130",47.3455560316124,"Treasure Island",1.02309776536686,28,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"131",48.4391069937897,"Treasure Island",1.02309776536686,29,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"132",49.5579572284374,"Treasure Island",1.02309776536686,30,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"133",50.7026263761569,"Treasure Island",1.02309776536686,31,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"134",51.8737490114879,"Treasure Island",1.02309776536686,32,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"135",53.0719135844183,"Treasure Island",1.02309776536686,33,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"136",54.297758028952,"Treasure Island",1.02309776536686,34,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"137",55.551913819353,"Treasure Island",1.02309776536686,35,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"138",56.8350395311024,"Treasure Island",1.02309776536686,36,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"139",58.1478015607586,"Treasure Island",1.02309776536686,37,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"140",59.4908860613264,"Treasure Island",1.02309776536686,38,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"141",60.8649924573319,"Treasure Island",1.02309776536686,39,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"142",62.2708378502308,"Treasure Island",1.02309776536686,40,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"143",63.7091550062932,"Treasure Island",1.02309776536686,41,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"144",65.1806941476988,"Treasure Island",1.02309776536686,42,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"145",66.6862225117326,"Treasure Island",1.02309776536686,43,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"146",68.2265252421821,"Treasure Island",1.02309776536686,44,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"147",69.8024055086368,"Treasure Island",1.02309776536686,45,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"148",71.414685096631,"Treasure Island",1.02309776536686,46,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"149",73.0642047350074,"Treasure Island",1.02309776536686,47,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"150",74.7518245940654,"Treasure Island",1.02309776536686,48,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"151",76.4784246988301,"Treasure Island",1.02309776536686,49,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"152",78.2449054087837,"Treasure Island",1.02309776536686,50,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"153",80.0521878750676,"Treasure Island",1.02309776536686,51,"Simulated",1,1,1,"CI.Low","Mortality","up to 69"
"154",1.204819277,"Treasure Island",0.962875062603803,1,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"155",40.1128110917892,"Treasure Island",0.962875062603803,2,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"156",16.9151921095133,"Treasure Island",0.962875062603803,3,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"157",28.5956750197662,"Treasure Island",0.962875062603803,4,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"158",20.5837574888936,"Treasure Island",0.962875062603803,5,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"159",23.7480517754809,"Treasure Island",0.962875062603803,6,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"160",20.6464579797417,"Treasure Island",0.962875062603803,7,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"161",21.1345050354557,"Treasure Island",0.962875062603803,8,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"162",19.6409235788235,"Treasure Island",0.962875062603803,9,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"163",19.312404085143,"Treasure Island",0.962875062603803,10,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"164",18.3690186878699,"Treasure Island",0.962875062603803,11,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"165",17.8150203815534,"Treasure Island",0.962875062603803,12,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"166",17.0813318385026,"Treasure Island",0.962875062603803,13,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"167",16.4880504514653,"Treasure Island",0.962875062603803,14,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"168",15.8528407740125,"Treasure Island",0.962875062603803,15,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"169",15.2773546608277,"Treasure Island",0.962875062603803,16,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"170",14.7028092597979,"Treasure Island",0.962875062603803,17,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"171",14.1611358849601,"Treasure Island",0.962875062603803,18,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"172",13.6330494743447,"Treasure Island",0.962875062603803,19,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"173",13.1282542906629,"Treasure Island",0.962875062603803,20,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"174",12.64011654297,"Treasure Island",0.962875062603803,21,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"175",12.171278049266,"Treasure Island",0.962875062603803,22,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"176",11.719179915188,"Treasure Island",0.962875062603803,23,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"177",11.2842418350529,"Treasure Island",0.962875062603803,24,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"178",10.8652383540784,"Treasure Island",0.962875062603803,25,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"179",10.4619104102833,"Treasure Island",0.962875062603803,26,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"180",10.0734881435682,"Treasure Island",0.962875062603803,27,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"181",9.69952437106127,"Treasure Island",0.962875062603803,28,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"182",9.33942231251825,"Treasure Island",0.962875062603803,29,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"183",8.99270126514219,"Treasure Island",0.962875062603803,30,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"184",8.65884529519304,"Treasure Island",0.962875062603803,31,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"185",8.33738761769853,"Treasure Island",0.962875062603803,32,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"186",8.02786182647647,"Treasure Island",0.962875062603803,33,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"187",7.72982840971538,"Treasure Island",0.962875062603803,34,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"188",7.44285875914909,"Treasure Island",0.962875062603803,35,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"189",7.16654323772045,"Treasure Island",0.962875062603803,36,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"190",6.90048568734004,"Treasure Island",0.962875062603803,37,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"191",6.6443056342284,"Treasure Island",0.962875062603803,38,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"192",6.39763617757061,"Treasure Island",0.962875062603803,39,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"193",6.16012434972345,"Treasure Island",0.962875062603803,40,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"194",5.93143011062754,"Treasure Island",0.962875062603803,41,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"195",5.71122614382974,"Treasure Island",0.962875062603803,42,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"196",5.49919722817121,"Treasure Island",0.962875062603803,43,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"197",5.29503987687987,"Treasure Island",0.962875062603803,44,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"198",5.09846185212843,"Treasure Island",0.962875062603803,45,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"199",4.90918177556294,"Treasure Island",0.962875062603803,46,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"200",4.72692870924035,"Treasure Island",0.962875062603803,47,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"201",4.55144177701717,"Treasure Island",0.962875062603803,48,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"202",4.38246978592638,"Treasure Island",0.962875062603803,49,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"203",4.21977086956056,"Treasure Island",0.962875062603803,50,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"204",4.06311214020182,"Treasure Island",0.962875062603803,51,"Simulated",1,0.9,0.92,"Mean","Mortality","70-358"
"205",1.204819277,"Treasure Island",0.874478975028312,1,"Simulated",1,0.7380606321,0.8440909213,"CI.High","Mortality","70-358"
"206",40.0858715697146,"Treasure Island",0.874478975028312,2,"Simulated",1,0.7380606321,0.8440909213,"CI.High","Mortality","70-358"
"207",15.3661513199279,"Treasure Island",0.874478975028312,3,"Simulated",1,0.7380606321,0.8440909213,"CI.High","Mortality","70-358"
"208",23.5192448759432,"Treasure Island",0.874478975028312,4,"Simulated",1,0.7380606321,0.8440909213,"CI.High","Mortality","70-358"
"209",15.423098390224,"Treasure Island",0.874478975028312,5,"Simulated",1,0.7380606321,0.8440909213,"CI.High","Mortality","70-358"
"210",16.114035309561,"Treasure Island",0.874478975028312,6,"Simulated",1,0.7380606321,0.8440909213,"CI.High","Mortality","70-358"
"211",12.7502168115807,"Treasure Island",0.874478975028312,7,"Simulated",1,0.7380606321,0.8440909213,"CI.High","Mortality","70-358"
"212",11.8345770121635,"Treasure Island",0.874478975028312,8,"Simulated",1,0.7380606321,0.8440909213,"CI.High","Mortality","70-358"
"213",9.99945429396011,"Treasure Island",0.874478975028312,9,"Simulated",1,0.7380606321,0.8440909213,"CI.High","Mortality","70-358"
"214",8.92282905368617,"Treasure Island",0.874478975028312,10,"Simulated",1,0.7380606321,0.8440909213,"CI.High","Mortality","70-358"
"215",7.71167943714129,"Treasure Island",0.874478975028312,11,"Simulated",1,0.7380606321,0.8440909213,"CI.High","Mortality","70-358"
"216",6.79023936051665,"Treasure Island",0.874478975028312,12,"Simulated",1,0.7380606321,0.8440909213,"CI.High","Mortality","70-358"
"217",5.91416026573777,"Treasure Island",0.874478975028312,13,"Simulated",1,0.7380606321,0.8440909213,"CI.High","Mortality","70-358"
"218",5.18394084970023,"Treasure Island",0.874478975028312,14,"Simulated",1,0.7380606321,0.8440909213,"CI.High","Mortality","70-358"
"219",4.52705290136353,"Treasure Island",0.874478975028312,15,"Simulated",1,0.7380606321,0.8440909213,"CI.High","Mortality","70-358"
"220",3.96197530808079,"Treasure Island",0.874478975028312,16,"Simulated",1,0.7380606321,0.8440909213,"CI.High","Mortality","70-358"
"221",3.46304928102737,"Treasure Island",0.874478975028312,17,"Simulated",1,0.7380606321,0.8440909213,"CI.High","Mortality","70-358"
"222",3.02918828353784,"Treasure Island",0.874478975028312,18,"Simulated",1,0.7380606321,0.8440909213,"CI.High","Mortality","70-358"
"223",2.64854049320418,"Treasure Island",0.874478975028312,19,"Simulated",1,0.7380606321,0.8440909213,"CI.High","Mortality","70-358"
