"","Site","Lambda","FertilityA1","FertilityA2","SurvivalJuv","SurvivalA1"
"1","Treasure Island",0.616368050868329,22.6466574937376,55.4101205751788,0.00511177672235092,0.112707730053445
"2","Crystal Cove",0.300715900986535,22.9814174366695,56.2004645317846,0.00169868253713711,0.125792356461877
"3","Shaws Cove",0.412630628329185,22.5365783462745,55.8633053991189,0.000168844701644326,0.106939959039493
